sub1,sub2,sub3,sub4,sub5,100mspd,10mspd
2.121095265,1.4949787,0.130802728,-0.016432851,31.73302932,14.7642,11.7246
1.891713184,0.783717492,-0.096308768,0.014575138,31.70852838,14.7552,11.7362
1.522696727,0.003221113,-0.115107095,-0.020024139,31.67699664,14.7397,11.7427
2.035842786,-0.045967683,0.653606065,0.028266517,31.65169796,14.7184,11.7427
1.565616053,0.445279693,-0.100779127,-0.047765549,31.62753755,14.6911,11.7351
1.590741915,0.646682611,-0.843749673,0.080307702,31.60070183,14.6574,11.719
1.793032623,0.139405095,0.24225468,-0.117508054,31.57814941,14.6168,11.6936
1.376209658,-0.613556901,0.692721361,0.139304825,31.56479551,14.5678,11.6596
1.617858682,-0.735644671,-0.155669792,-0.14979335,31.55481768,14.5088,11.6181
1.560988329,0.202484244,-0.472097199,0.142724341,31.54585295,14.4381,11.5701
1.313176511,1.525195026,-0.202548061,-0.114820064,31.53507166,14.3565,11.5179
1.547514111,1.946434493,0.402189618,0.066111161,31.52164262,14.273,11.4692
1.329286979,0.737327167,0.589994534,0.00946158,31.49313414,14.1991,11.4326
1.25013328,-1.171677147,-0.409525077,-0.073571322,31.45059971,14.1461,11.417
1.242636249,-1.789526014,-0.670604593,0.123561145,31.41979735,14.1217,11.4281
1.118443,-0.215655987,0.376103912,-0.188836491,31.40480811,14.1168,11.4572
1.192458696,2.566744318,0.388385198,0.249827827,31.39157446,14.1173,11.4912
0.972133029,4.799880532,-0.281490727,-0.293188201,31.37266802,14.1078,11.5157
1.043755705,5.429479387,0.026091478,0.317806934,31.34626407,14.0778,11.5204
0.942946957,4.67085633,0.118282064,-0.29865869,31.29577695,14.0391,11.5141
0.702586998,3.892243459,-0.172627228,0.275460441,31.23616513,14.0081,11.5097
0.756513517,4.072019548,0.080358343,-0.263281183,31.19528483,14.0005,11.5195
0.619567818,4.696618991,0.03986332,0.219658152,31.17357256,14.0257,11.5513
0.587747607,4.629341789,-0.252455669,-0.15836081,31.1463937,14.066,11.5914
0.498145216,3.763601408,0.116144218,0.106269448,31.10466154,14.0938,11.6189
0.333938962,3.013677877,0.297400006,-0.046448191,31.0521299,14.0792,11.611
0.351309496,3.066025131,0.014911472,-0.009785136,30.99693009,13.9991,11.5508
0.094061457,3.558948697,-0.211086253,0.05575237,30.94503942,13.8541,11.4409
0.116948335,3.64914959,-0.463687481,-0.098853155,30.89604122,13.6475,11.2863
0.029413104,3.201833625,0.155796492,0.138643111,30.84435384,13.3751,11.0861
-0.249796004,3.040624981,1.041751981,-0.169418501,30.79085742,13.0341,10.8393
-0.090723412,3.630276083,-0.263694873,0.189443344,30.73510608,12.6609,10.5678
-0.394106963,3.973350763,-1.410954231,-0.194686638,30.67255744,12.3059,10.3032
-0.516367889,2.343857091,0.459218888,0.195252327,30.59964981,12.0241,10.0807
-0.425397613,-1.748274045,1.357044277,-0.171615016,30.50725958,11.8606,9.9312
-0.885849612,-6.206468928,-0.285037718,0.16243987,30.40785835,11.7984,9.8504
-0.860627424,-7.899843754,-0.776335084,-0.184818536,30.33925015,11.7947,9.8167
-0.819801518,-6.117206297,-0.505442803,0.172687858,30.30680747,11.7972,9.8009
-1.06878896,-3.415707773,-0.157724108,-0.162544719,30.28767475,11.7653,9.7786
-0.978118695,-3.026723077,1.485792659,0.155652517,30.25785829,11.713,9.7519
-1.035065857,-5.59180383,0.904224179,-0.115139131,30.20548983,11.6665,9.7293
-1.272478664,-8.377598095,-2.117783084,0.076408692,30.15047535,11.6461,9.7141
-1.249664413,-8.142013845,-1.147239808,-0.067646632,30.12869239,11.6656,9.7098
-1.137882215,-4.802507269,1.962360652,0.025975442,30.12973697,11.7226,9.723
-1.296191712,-1.237530707,0.915878284,0.044188669,30.12095948,11.8049,9.757
-1.333409664,-0.064833913,-1.106601757,-0.108344347,30.09594892,11.8912,9.8067
-1.202379465,-1.457761205,-0.56267952,0.17922118,30.06282113,11.9631,9.8655
-1.476397504,-3.593222409,-0.015370021,-0.243671876,30.02767073,12.0275,9.9324
-1.408223541,-4.725682851,0.400202105,0.28552672,29.99923691,12.0967,10.007
-1.278096047,-4.924745669,0.952250684,-0.302466119,29.96137633,12.1745,10.0818
-1.632163233,-5.128623354,-0.314526319,0.311882729,29.92194508,12.2569,10.146
-1.480647486,-5.912032059,-1.477255752,-0.319427586,29.88756057,12.341,10.2018
-1.318476428,-6.784576308,0.25313611,0.313453204,29.86408839,12.4278,10.2572
-1.810660238,-6.873798252,1.421501586,-0.308756713,29.84650194,12.5199,10.3219
-1.295673221,-5.902784514,-0.162195171,0.298836803,29.82922593,12.6191,10.4037
-1.442333398,-4.542052888,-0.922029648,-0.269037206,29.80020663,12.7224,10.5006
-1.866589589,-3.449894511,0.037562404,0.234979528,29.77644074,12.8249,10.6077
-1.109862521,-2.872789357,0.142514636,-0.218012494,29.76901196,12.9208,10.7189
-1.634004233,-2.529655212,0.172154378,0.189623049,29.77662456,13.0027,10.8262
-1.60793798,-1.934889651,0.511411548,-0.161868713,29.78443713,13.0621,10.9177
-0.898301005,-0.758436238,-0.524401391,0.141835614,29.77978503,13.0893,10.9799
-1.851024778,0.905887785,-0.815716382,-0.096652586,29.75697807,13.0747,10.9994
-1.219206355,2.665962681,0.947874309,0.03610946,29.73481811,13.0159,10.9707
-1.073598989,3.689020342,0.721175529,0.029367274,29.70503657,12.9398,10.9186
-1.873268771,3.617773908,-1.016666442,-0.074732093,29.66141008,12.88,10.8752
-0.943180342,3.020495759,-0.368910602,0.111744743,29.6168031,12.8692,10.8723
-1.472427024,2.667879483,0.654612628,-0.152244952,29.57833049,12.9271,10.9296
-1.624760352,2.857871313,0.129454912,0.192142248,29.53960367,13.0218,11.0193
-0.879617314,3.51460651,-0.054389307,-0.230725805,29.50644192,13.1062,11.0994
-1.76178959,4.268953255,-0.288242573,0.257089832,29.47611076,13.1308,11.1262
-1.153426194,4.943044939,-0.393593692,-0.269784759,29.45234878,13.06,11.0679
-1.114343653,5.539029336,0.637393176,0.249193127,29.4362656,12.9164,10.9455
-1.632628758,5.952722042,0.381632022,-0.196297351,29.41150782,12.7374,10.793
-0.788836735,6.174384916,-0.823655816,0.13493052,29.38039234,12.5586,10.6428
-1.525882841,6.038606091,-0.038282305,-0.072413975,29.34923331,12.4088,10.5211
-1.140437543,5.193281495,0.702409003,0.015161107,29.3126351,12.2987,10.4357
-0.90478498,3.644584823,-0.276272533,0.04112017,29.27129569,12.2356,10.3911
-1.674225786,1.900325827,-0.329074917,-0.089124948,29.22755066,12.2274,10.3923
-0.643703088,0.64247104,0.339374544,0.124246759,29.18152547,12.2769,10.4398
-1.410625776,0.192999258,-0.033769734,-0.13684609,29.12649482,12.3635,10.516
-1.314137567,0.391675725,-0.037079369,0.138274918,29.06965006,12.4599,10.598
-0.650189089,0.507051327,0.107887894,-0.134398367,29.01015863,12.5383,10.6623
-1.773346645,-0.127440652,-0.35508765,0.136107167,28.94785506,12.5762,10.6907
-0.770176235,-1.532606252,0.181957043,-0.149429385,28.88874796,12.5753,10.6861
-1.127169453,-3.231393561,0.547547423,0.174030959,28.82444439,12.5434,10.6571
-1.593269385,-4.397927098,-0.569309754,-0.195213001,28.76376667,12.4885,10.6122
-0.572455532,-4.6314389,-0.504684459,0.18828286,28.71784604,12.4219,10.5622
-1.535122106,-4.337508883,0.773257725,-0.166385646,28.67426537,12.3693,10.5257
-0.988795927,-3.870683792,0.293308203,0.13431487,28.62971732,12.3596,10.5235
-0.822613302,-3.119540852,-0.762461469,-0.087335276,28.58431523,12.4218,10.5764
-1.463893668,-1.699474871,-0.025111086,0.021311045,28.55128534,12.5729,10.6962
-0.568830805,0.093963869,0.447409625,0.035238274,28.52326725,12.7839,10.8605
-1.075595691,1.327130834,-0.134962595,-0.07136203,28.4880905,13.0131,11.0372
-1.032222181,1.166850262,-0.028979157,0.094915017,28.44323958,13.2183,11.1932
-0.543128617,-0.540729532,0.116023907,-0.085935623,28.38303803,13.3681,11.3043
-1.16766396,-2.927467078,-0.133697157,0.064674809,28.31774058,13.4759,11.3817
-0.731398083,-4.816582018,0.062092966,-0.037441341,28.25272008,13.5666,11.4462
-0.688830818,-5.388747059,0.075234148,0.009777317,28.1928281,13.6657,11.5193
-1.04796201,-4.508175049,-0.273024248,-0.001468426,28.14716639,13.7918,11.6163
-0.513280794,-2.784867325,0.044811723,-0.005767533,28.11191301,13.9322,11.7263
-0.66367342,-1.045916052,0.374005317,0.005135525,28.07925601,14.0641,11.8301
-0.789205864,0.177706389,-0.222078875,0.00295879,28.05124434,14.1627,11.9068
-0.309476978,0.635773979,-0.434988568,-0.026846307,28.02589999,14.2068,11.9389
-0.52393781,0.389554697,0.369018715,0.065058119,27.99495124,14.1943,11.9239
-0.538119285,-0.037160178,0.480429673,-0.095769977,27.9533246,14.1286,11.8642
-0.114046935,0.218303554,-0.384677714,0.124513887,27.91507668,14.0129,11.7619
-0.462678968,1.503100481,-0.495298119,-0.161819507,27.8857844,13.8528,11.622
-0.208900978,3.347107643,0.298283824,0.187577848,27.86515129,13.6673,11.4627
0.096980716,4.797069728,0.352614078,-0.20428586,27.83999844,13.4785,11.3055
-0.321643191,5.37098504,-0.127196047,0.225675646,27.80507863,13.3079,11.171
0.138926786,5.423962256,-0.059946579,-0.236595489,27.76835384,13.1656,11.0688
0.162666171,5.55560108,-0.105852793,0.223891593,27.73571524,13.0175,10.9659
-0.115690119,5.919656124,-0.252902442,-0.184540959,27.69642216,12.8205,10.82
0.477059377,6.421329397,0.40531736,0.126868159,27.65760881,12.5354,10.5928
0.095150343,6.686652469,0.383585321,-0.058171679,27.61286813,12.1568,10.2772
0.270402847,6.575629037,-0.535670771,-0.002757128,27.56138029,11.7793,9.9592
0.541988763,6.232350434,-0.314635147,0.057148923,27.50748352,11.5015,9.7284
0.118002777,5.758270391,0.432875861,-0.103308891,27.45732927,11.399,9.6534
0.64557217,4.950590119,0.164069646,0.130367005,27.40818908,11.5097,9.7689
0.461179544,3.633172805,-0.10580858,-0.132947571,27.35712866,11.7502,10.001
0.365165993,2.069313116,-0.081704521,0.11190712,27.30948453,12.0001,10.2413
0.844343537,0.770743333,-0.348770802,-0.078910493,27.26281655,12.1202,10.3162
0.441713124,0.185727161,0.161617982,0.043518135,27.21411697,12.0085,10.191
0.690819198,0.329459207,0.677561365,-0.014192134,27.16476837,11.7466,10.0482
0.885553307,0.610551589,-0.334589855,0.004454809,27.10602368,11.4607,9.8002
0.527230895,0.480929028,-0.636887151,-0.007544718,27.0478092,11.2606,9.6282
0.887044985,-0.398806719,0.359909062,0.019943437,26.98647588,11.2088,9.5859
0.927990365,-1.742697675,0.392602414,-0.03371156,26.9278482,11.2583,9.6291
0.57866939,-2.961002584,-0.158581683,0.036663807,26.87327117,11.3442,9.6981
1.154524917,-3.555489401,-0.116234066,-0.030025415,26.82272505,11.4054,9.7365
0.905506186,-3.389133775,-0.274167773,0.008092869,26.77507316,11.4001,9.7062
0.747809331,-2.655367863,-0.055706756,0.024085246,26.73421893,11.3609,9.6394
1.443534315,-1.828545083,0.707280234,-0.078062554,26.69599108,11.3388,9.5857
0.824509438,-1.38546475,0.026489343,0.156542326,26.64732704,11.3843,9.5934
1.104791212,-1.376057731,-0.909480104,-0.231209448,26.59292347,11.5288,9.6936
1.477658923,-1.676545582,0.112850188,0.285616623,26.54301701,11.7291,9.848
0.789437469,-2.328047674,0.850280942,-0.311386074,26.48531572,11.9231,10.0019
1.533792708,-2.976646101,-0.128382046,0.314944668,26.4292046,12.0489,10.069
1.220765161,-3.162669775,-0.693509855,-0.301392558,26.37513955,12.0619,10.1032
1.081936812,-2.512580259,0.070787109,0.264948806,26.32923178,11.9889,10.0331
1.702298875,-1.247721105,0.42997396,-0.220420542,26.28327922,11.8737,9.9271
1.105641214,-0.002112647,0.025445221,0.179891195,26.23242028,11.7598,9.8222
1.467263311,0.58046141,-0.156100667,-0.142030504,26.17825705,11.6806,9.7468
1.597057993,0.170212332,-0.106220566,0.113994822,26.11688962,11.6295,9.6966
1.186848911,-0.91803614,-0.008584136,-0.084149862,26.05070075,11.5903,9.659
1.640430646,-1.973228438,0.155225918,0.053457623,25.98440639,11.5462,9.621
1.447761517,-2.394239376,0.132079177,-0.024369806,25.92329623,11.4848,9.5724
1.364353464,-2.097712523,-0.195952716,-0.016985592,25.86448607,11.4135,9.5177
1.689966162,-1.383884367,-0.256241907,0.078019471,25.79975433,11.345,9.4652
1.398268879,-0.471330984,0.261274785,-0.151718984,25.73641058,11.2919,9.4233
1.475368621,0.356814026,0.314340409,0.227909458,25.67126133,11.2631,9.3985
1.71650194,0.852270372,-0.279595127,-0.29232988,25.600455,11.2516,9.3883
1.319257003,0.904113688,-0.295081488,0.345265561,25.52764426,11.2464,9.3881
1.576738603,0.493564003,0.265323274,-0.380366809,25.45682771,11.2358,9.3927
1.673088856,-0.277517398,0.242711894,0.383135873,25.39189681,11.2082,9.395
1.256560762,-1.240205443,-0.256690006,-0.352423521,25.32375517,11.1519,9.3802
1.775861148,-1.936406161,-0.146015333,0.293064348,25.26084085,11.0551,9.3316
1.463110226,-2.140532455,0.14417285,-0.220401058,25.19934739,10.9063,9.233
1.42243033,-1.87724906,0.11293091,0.145904728,25.13737053,10.7018,9.0765
1.82436666,-1.282724468,0.002350816,-0.077600724,25.0815626,10.4685,8.8874
1.294493921,-0.586642919,-0.209503529,0.006526066,25.03430016,10.2409,8.6996
1.757938082,0.00057417,-0.127296057,0.053193179,24.99014835,10.0531,8.5466
1.688716913,0.39929373,0.307509313,-0.098991782,24.941964,9.9332,8.4553
1.368268855,0.594240122,0.146821203,0.140348924,24.88450825,9.8835,8.4253
1.950307037,0.520272977,-0.282342239,-0.165906768,24.8179662,9.9001,8.4494
