sub1,sub2,sub3,sub4
-50.41776069,444.9249364,-24.8686775,5176.041502
-114.2048769,508.7423253,-77.48500595,5150.387557
-93.27219352,558.5071768,-131.806202,5124.741219
-62.27089733,590.6011797,-187.2890246,5099.138742
-54.21784893,602.1541594,-243.3626875,5073.616377
-30.87638108,591.2710841,-299.4349917,5048.210289
31.51647539,557.1958491,-354.8988059,5022.956481
33.18068176,500.39742,-409.1388222,4997.89072
-120.2903033,422.5703584,-461.5385085,4973.048453
-153.1265458,326.5489905,-511.4871767,4948.464732
-112.9888842,216.1418346,-558.3870829,4924.174133
59.03012364,95.89967465,-601.660476,4900.210678
305.2825446,-29.16379401,-640.7565087,4876.607758
308.2459183,-153.8760443,-675.157928,4853.398054
240.4441722,-273.210167,-704.3874636,4830.613458
326.544786,-382.5659523,-728.0138344,4808.285001
220.7811968,-478.0066684,-745.6572995,4786.442771
103.0341346,-556.4352989,-756.9946827,4765.115847
-177.1583258,-615.7000864,-761.7638076,4744.33222
-642.0553485,-654.6260913,-759.7672849,4724.118725
-793.248978,-672.9763903,-750.8756029,4704.500971
-484.8709736,-671.3528238,-735.0294787,4685.503276
-385.1259494,-651.0512124,-712.2414371,4667.148599
-175.0026565,-613.8892296,-682.596593,4649.458479
124.3259777,-562.0263317,-646.2526225,4632.452977
808.3825589,-497.7942548,-603.438918,4616.150614
1197.700345,-423.5537368,-554.4549314,4600.568323
837.0150196,-341.5886936,-499.6677195,4585.721394
316.0988974,-254.0436043,-439.5087169,4571.623424
-158.9425208,-162.9039895,-374.469768,4558.286278
-597.9672999,-70.01428339,-305.0984612,4545.720044
-837.5874332,22.87725187,-231.9928154,4533.932997
-645.926308,114.0601243,-155.7953782,4522.931562
-233.8381491,201.8046592,-77.18679933,4512.720289
71.51626802,284.3208615,3.121045985,4503.301824
60.45578917,359.7450129,84.39230923,4494.676889
134.5491252,426.1619027,165.8747124,4486.84426
246.316459,481.665483,246.8072991,4479.800759
253.8853005,524.4551532,326.4283047,4473.541242
162.7388604,552.9594903,403.9830558,4468.058594
85.95975756,565.9747026,478.7318111,4463.343729
-16.75500101,562.8019545,549.9574518,4459.385595
16.81948634,543.3663951,616.9729382,4456.17118
-14.7053976,508.3014228,679.1284448,4453.68553
-138.3642583,458.9844015,735.8180974,4451.911759
-200.2717682,397.5144559,786.4862333,4450.831079
