sub1,sub2,sub3,sub4
43.92920024,-473.068434,-378.7274996,4213.366733
45.13147983,-453.5091402,-392.871762,4229.719422
108.6407151,-416.3557448,-404.2060983,4245.851128
78.48797181,-362.4830601,-412.8303803,4261.765469
-206.1516194,-293.6704496,-418.8640016,4277.466071
-407.6588677,-212.5441689,-422.4435073,4292.956544
-424.985827,-122.4645141,-423.7201173,4308.240458
-484.3811415,-27.3630012,-422.8571785,4323.321321
18.92323769,68.46178961,-420.0275807,4338.202553
214.9656001,160.5781012,-415.4111728,4352.887471
127.1122598,244.6706852,-409.1922101,4367.379265
52.59505265,316.7908359,-401.5568688,4381.68098
223.0046008,373.5907539,-392.690855,4395.7955
377.2249234,412.5266848,-382.7771381,4409.72553
187.7334594,432.0167951,-371.9938345,4423.47358
199.4280428,431.5422677,-360.5122634,4437.041953
192.3089518,411.683513,-348.4951953,4450.432731
56.9200451,374.0875021,-336.0953086,4463.647761
-312.0115751,321.3667917,-323.4538678,4476.688651
-299.4226464,256.9355262,-310.6996331,4489.556753
-271.3473903,184.7922344,-297.9480047,4502.253161
-175.421549,109.263256,-285.3004063,4514.778699
-125.5838212,34.72380274,-272.8439053,4527.133924
-32.5037582,-34.68429036,-260.6510629,4539.319111
30.7241016,-95.31835337,-248.7800093,4551.334261
53.57080765,-144.2651694,-237.2747289,4563.179091
86.40142425,-179.5189177,-226.1655436,4574.853037
116.3979935,-200.0934742,-215.4697766,4586.355257
58.92839621,-206.0604483,-205.192578,4597.68463
-13.79204509,-198.5098237,-195.3278905,4608.839759
189.5465058,-179.4359493,-185.8595354,4619.818979
156.8094837,-151.5574493,-176.7623915,4630.620357
105.4468442,-118.084901,-168.0036479,4641.241705
-1.39206347,-82.45441649,-159.5441017,4651.680582
-67.31664937,-48.04817636,-151.3394799,4661.934306
-71.08399264,-17.92420922,-143.3417606,4671.999962
-106.0468033,5.422857615,-135.5004704,4681.874416
-130.2411197,20.25073682,-127.7639374,4691.55432
-115.3084661,25.69281583,-120.0804806,4701.036131
-75.36259814,21.80599433,-112.3995154,4710.316119
-37.19727151,9.539448453,-104.6725622,4719.390385
-15.43818109,-9.372548442,-96.85414368,4728.254873
13.45127622,-32.58410326,-88.90255873,4736.905386
53.54501284,-57.36208613,-80.7805272,4745.3376
73.79018144,-80.84156915,-72.45569824,4753.547086
83.27142548,-100.2897236,-63.90102054,4761.529319
79.29008727,-113.3548128,-55.09497448,4769.2797
79.81632971,-118.2782349,-46.02166917,4776.793574
63.99543755,-114.0508742,-36.67080993,4784.066247
36.8545876,-100.5000439,-27.03754424,4791.093001
0.54267876,-78.29959923,-17.12219654,4797.869117
-47.80717577,-48.90281291,-6.929904032,4804.389893
-96.27580894,-14.40468181,3.529832199,4810.650659
-150.2336333,22.65316955,14.24366535,4816.646798
-190.2952714,59.51653057,25.19497359,4822.373767
96.87887786,93.4695457,36.36446574,4827.827111
94.41773097,122.078983,47.73080411,4833.002482
54.2541598,143.4089529,59.27122636,4837.895661
25.4292103,156.1860693,70.96214876,4842.502572
-3.978858211,159.8998247,82.7797336,4846.8193
-4.361723332,154.8292076,94.7004049,4850.842111
-12.77247945,141.9937173,106.7012974,4854.567465
-16.38691126,123.0342511,118.7606256,4857.992035
-13.86683043,100.0361473,130.8579625,4861.112721
-4.543365723,75.3122818,142.974417,4863.926667
7.888024725,51.16799476,155.0927057,4866.431275
16.59730831,29.67136125,167.1971128,4868.624218
24.78146738,12.45174116,179.2733375,4870.503454
6.65784868,0.546681252,191.3082301,4872.06724
0.32406682,-5.687628315,203.2894198,4873.314142
33.57566353,-6.593551278,215.2048418,4874.243046
22.90004338,-3.155386095,227.0421724,4874.85317
1.42270831,3.125035575,238.7881828,4875.144073
-12.69125319,10.40756318,250.4280278,4875.115662
-28.92180492,16.72912083,261.9444829,4874.768201
-43.03230468,20.23283712,273.3171495,4874.102318
-24.41757138,19.38691458,284.5216469,4873.11901
-1.05858166,13.170122,295.5288114,4871.819648
5.196051428,1.204040985,306.3039245,4870.205983
13.8563549,-16.1824924,316.8059919,4868.280146
29.24271207,-37.96445723,326.9870949,4866.04465
-59.65701159,-62.50722001,336.7918353,4863.502396
-41.80276415,-87.7207991,346.1568962,4860.656667
-9.874949674,-111.2669155,355.0107351,4857.51113
-3.184999555,-130.7982656,363.2734309,4854.069834
14.18191751,-144.2058221,370.8566968,4850.337208
45.28663227,-149.8487618,377.6640755,4846.318054
60.72411174,-146.742984,383.5913253,4842.017547
64.60978175,-134.6880135,388.5270063,4837.441225
60.74975724,-114.3180141,392.35327,4832.594987
38.45816428,-87.07009755,394.946854,4827.485079
4.682986824,-55.07135897,396.1802785,4822.118094
-21.98991925,-20.95427378,395.9232384,4816.500955
-51.64766183,12.38256997,394.0441817,4810.64091
-69.65329434,42.04571459,390.4120588,4804.545521
-82.91473062,65.4238555,384.8982258,4798.222649
-84.55245529,80.44352719,377.3784818,4791.680446
-76.12066637,85.7781134,367.7352138,4784.927339
-53.91080305,80.98916178,355.8596237,4777.972018
-26.90285134,66.58542586,341.6540059,4770.82342
20.44224711,43.99299201,325.0340443,4763.490717
68.45712225,15.43848639,305.9310936,4755.983298
120.4890007,-16.24416403,284.2944086,4748.310755
189.6393202,-47.8654716,260.0932863,4740.482865
253.7483141,-76.16697167,233.3190828,4732.509575
85.06756074,-98.11560987,203.9870668,4724.400982
-194.1872163,-111.1781805,172.1380765,4716.16732
-135.5187929,-113.5500869,137.8399417,4707.818938
-84.4876797,-104.3172434,101.1886397,4699.366283
-46.85248693,-83.53655265,62.30915473,4690.819885
-49.00796097,-52.22838339,21.35601163,4682.190333
-46.1286717,-12.28305051,-21.48653887,4673.488261
-27.57805457,33.70842985,-66.00470431,4664.724329
-19.36536881,82.68188606,-111.9557196,4655.909202
-4.527829551,131.3631067,-159.0688119,4647.053535
11.99777243,176.5408459,-207.0465681,4638.16795
40.44996282,215.3237183,-255.5667037,4629.263023
66.72767189,245.3572963,-304.2842295,4620.349261
99.24453333,264.9823823,-352.8340054,4611.43709
-100.9950961,273.3219299,-400.8336634,4602.53683
-92.1835248,270.2917213,-447.8868795,4593.658683
-24.08360594,256.5378558,-493.5869658,4584.812716
54.99037895,233.3115296,-537.5207497,4576.008841
136.3081863,202.2977149,-579.2727035,4567.256802
219.3845823,165.4185394,-618.4292804,4558.566159
283.2131227,124.6340183,-654.5834103,4549.946269
47.16069966,81.7621273,-687.3391053,4541.406278
-324.7061285,38.33714829,-716.3161216,4532.955102
-246.1569231,-4.479870457,-741.1546199,4524.601413
-186.8426353,-45.93122842,-761.5197681,4516.353632
-125.4004993,-85.63318263,-777.1062267,4508.219909
-65.54156421,-123.4940955,-787.642457,4500.208117
-19.43766987,-159.5933756,-792.8947943,4492.32584
25.86994273,-194.0390776,-792.6712272,4484.580362
66.95068705,-226.8245174,-786.8248284,4476.978659
94.91375356,-257.7043567,-775.2567846,4469.527388
112.1543857,-286.1082926,-757.9189755,4462.232882
119.280928,-311.1060141,-734.8160575,4455.101144
111.4501366,-331.4309579,-706.007013,4448.137834
106.811138,-345.5632809,-671.606131,4441.348274
80.11114108,-351.8651836,-631.7833917,4434.737434
37.88936751,-348.7550694,-586.7642332,4428.309935
-16.04956363,-334.9017905,-536.8286877,4422.070042
-90.25477522,-309.4170073,-482.3098813,4416.021664
-2.74357342,-272.0228812,-423.5918979,4410.168352
-87.10221826,-223.1740656,-361.1070176,4404.513301
-206.259894,-164.1171057,-295.3323473,4399.059347
-337.4965975,-96.87650295,-226.7858684,4393.808969
-367.4181472,-24.16420958,-156.0219364,4388.764293
151.0265742,50.78260169,-83.62627057,4383.927095
63.6388249,124.4228593,-10.21048469,4379.298801
317.892997,193.1727194,63.59378874,4374.880495
204.6935238,253.6824332,137.1411192,4370.672924
82.12219458,303.1025263,209.7787777,4366.676501
68.95202742,339.3132116,280.8534448,4362.891316
120.6407903,361.09402,349.7180516,4359.317138
59.36175529,368.216141,415.7386766,4355.953427
-8.518125343,361.4473658,478.3014187,4352.799341
-48.84098484,342.4680758,536.819165,4349.853744
-72.62893686,313.7055461,590.7381722,4347.115219
-76.31847283,278.1020175,639.5443826,4344.582073
-79.99042854,238.838681,682.7693947,4342.252353
-96.25208497,199.0422161,719.9960155,4340.123853
-59.99979206,161.5023424,750.8633201,4338.19413
-47.98945178,128.4277881,775.0711553,4336.460508
-44.72836462,101.264239,792.3840241,4334.920102
-16.90571829,80.59160253,802.6342983,4333.569817
-12.20101472,66.10992842,805.7247116,4332.406375
-12.11081214,56.71440185,801.6300957,4331.426315
5.064780265,50.65087706,790.3983279,4330.626015
30.54245576,45.73537124,772.1504702,4330.001703
73.1958255,39.61461634,747.0800887,4329.549469
105.5721534,30.04081325,715.451751,4329.265282
165.9937451,15.13254493,677.5987099,4329.145
229.250332,-6.404509502,633.9197921,4329.184385
36.9744139,-35.11905247,584.8755194,4329.379119
-99.68506048,-70.7332534,530.9834998,4329.724814
-10.5733941,-112.1467691,472.8131357,4330.217028
-197.8967038,-157.5242757,410.9797036,4330.851276
-105.7443281,-204.4565883,346.1378697,4331.623047
-10.44444616,-250.1780783,278.9747122,4332.527812
100.1242483,-291.8176169,210.2023269,4333.561042
-93.21108594,-326.6572278,140.5500997,4334.718214
-193.9292527,-352.3723115,70.75673451,4335.99483
-124.1788406,-367.2297083,1.562126845,4337.386422
-35.02303951,-370.2247077,-66.30082217,4338.888569
32.49229676,-361.1448457,-132.1143559,4340.496905
61.24298095,-340.5562279,-195.1838808,4342.207128
100.0370615,-309.7163153,-254.8457592,4344.015013
105.863108,-270.4247464,-310.4747824,4345.916421
100.163959,-224.8300282,-361.4912358,4347.907305
97.02791985,-175.2141707,-407.3674714,4349.983722
75.14119444,-123.7791282,-447.6339057,4352.141839
65.23452147,-72.45808931,-481.8843732,4354.377941
37.27367948,-22.7713474,-509.7807676,4356.688436
16.90811992,24.25893204,-531.0569136,4359.069862
-24.04491425,68.12764226,-545.5216218,4361.518894
-49.90105666,108.799597,-553.060887,4364.032347
-125.0020653,146.6040879,-553.6392021,4366.607179
-204.0560335,182.0855026,-547.2999686,4369.240499
-141.0438928,215.829326,-534.1649979,4371.929565
53.76569759,248.2856218,-514.4331056,4374.671786
-85.26930498,279.6123901,-488.3778149,4377.46473
-103.0309117,309.5589889,-456.3441933,4380.306116
-139.9542916,337.40533,-418.7448604,4383.193822
54.65302492,361.9663064,-376.0552102,4386.125879
147.1538961,381.6635375,-328.8079068,4389.100473
285.1019234,394.6588484,-277.5867145,4392.115943
87.21223092,399.0367313,-223.0197384,4395.170776
138.5313732,393.0171696,-165.7721519,4398.263609
70.1690148,375.1762645,-106.5385,4401.393221
70.87560798,344.6505297,-46.0346679,4404.55853
-39.89068893,301.3017074,15.01039025,4407.758591
-2.12806783,245.8224176,75.86306239,4410.992588
-0.131918209,179.7685586,135.7935318,4414.259828
-89.77545894,105.5115507,194.0841711,4417.559737
-104.1111726,26.11154087,250.0377784,4420.891853
-254.282114,-54.87926171,302.9855575,4424.255818
-129.5294183,-133.6667014,352.2947494,4427.65137
-83.36804488,-206.4961165,397.3758238,4431.078338
44.71363827,-269.9394152,437.6891485,4434.536628
15.42376673,-321.1610475,472.7510569,4438.026224
33.70131201,-358.1377259,502.1392453,4441.547169
44.56383685,-379.8108363,525.4974378,4445.099562
-45.27613553,-386.1566773,542.5392652,4448.683548
10.09674044,-378.1673635,553.0513164,4452.299307
148.1913035,-357.743677,556.8953281,4455.947045
172.2230396,-327.5095187,554.0094923,4459.626987
157.1768543,-290.5650826,544.4088676,4463.339361
127.8524279,-250.2017192,528.1848972,4467.084394
85.42875746,-209.6050991,505.5040409,4470.862301
93.62556858,-171.5743846,476.6055442,4474.673272
-38.68228205,-138.2835587,441.7983745,4478.517466
-304.9153578,-111.1070097,401.4573668,4482.395001
-272.3892557,-90.52531392,356.0186291,4486.305941
-175.2450548,-76.11950232,305.974267,4490.25029
-144.9207984,-66.65367972,251.8664942,4494.227984
-95.82259233,-60.23748908,194.2812036,4498.238878
60.88856338,-54.55238335,133.84108,4502.28274
138.2321097,-47.11968996,71.19833683,4506.359243
180.0794602,-35.58458729,7.027169772,4510.467957
201.644353,-17.9887085,-57.98398434,4514.60834
-33.41418345,6.994740114,-123.140288,4518.779731
-17.1388405,39.88584349,-187.7483497,4522.981347
25.39209022,80.29962401,-251.1239844,4527.21227
-8.575694887,126.9340418,-312.5997961,4531.471449
-16.53105175,177.6458572,-371.5324942,4535.757689
27.04249174,229.6077226,-427.3098619,4540.069648
27.28905001,279.5324118,-479.357295,4544.405833
64.61524021,323.9440019,-527.1438412,4548.764599
-10.20811019,359.4716416,-570.1876724,4553.144141
-112.3911913,383.139629,-608.060933,4557.542495
-69.6316544,392.6280316,-640.3939141,4561.957537
0.910618081,386.4809162,-666.8785127,4566.386978
93.01844204,364.2441329,-687.2709445,4570.82837
54.19356535,326.5210246,-701.3936877,4575.279098
-66.39155006,274.9418073,-709.1366458,4579.736389
-103.4797699,212.0499888,-710.4575268,4584.197308
-115.4436993,141.1163803,-705.3814451,4588.658764
-57.77510132,65.8973532,-693.9997622,4593.11751
38.19955357,-9.641509776,-676.4681934,4597.57015
19.4137793,-81.61270599,-653.004211,4602.013138
-88.17798423,-146.481015,-623.8837899,4606.442789
30.74460102,-201.302342,-589.4375415,4610.855282
84.56823171,-243.908604,-550.0462945,4615.246667
110.7585722,-273.0252584,-506.1361823,4619.612868
210.4978874,-288.3142805,-458.1733061,4623.949699
166.4772106,-290.3420325,-406.6580417,4628.252864
52.95901257,-280.4779146,-352.1190671,4632.517969
-59.95796854,-260.7353822,-295.1071833,4636.740534
-107.2656203,-233.5713696,-236.1890088,4640.915999
-138.3860889,-201.6630249,-175.9406214,4645.039735
-162.0740962,-167.6817362,-114.9412264,4649.107059
-67.4426176,-134.0836987,-53.76692314,4653.113239
58.98499375,-102.9338646,7.015357443,4657.053513
30.00956084,-75.77633429,66.85367731,4660.923096
-94.90433212,-53.55947624,125.216614,4664.717194
-127.0206481,-36.61879538,181.5984237,4668.43102
-50.76830775,-24.71528731,235.5237925,4672.059803
77.67128027,-17.1222145,286.55213,4675.598804
56.21462332,-12.74932132,334.2813652,4679.043333
102.7808157,-10.29078644,378.3512146,4682.388756
113.2354657,-8.381878038,418.4458956,4685.630517
86.27896481,-5.749381147,454.2962706,4688.764146
48.82563362,-1.342321504,485.6814096,4691.785278
25.34287259,5.567887788,512.4295721,4694.689667
21.41288553,15.32530335,534.4186118,4697.473199
-20.44653257,27.86880863,551.5758169,4700.131907
-48.9016344,42.75244293,563.8772053,4702.661986
-51.47853967,59.20243055,571.3463008,4705.059808
-46.30786042,76.20350501,574.0524198,4707.321936
-45.73849277,92.60485167,572.1085063,4709.445135
-46.26968896,107.2347426,565.6685552,4711.426391
-48.93035362,119.0127624,554.9246698,4713.262921
-50.07536071,127.0493737,540.1037998,4714.952187
-42.67042656,130.7243073,521.4642112,4716.491908
-40.98947976,129.7376667,499.29174,4717.880073
11.41871686,124.1304479,473.8958821,4719.114953
57.76500124,114.2741141,445.6057726,4720.195112
106.2228278,100.8316475,414.7661072,4721.119418
149.1849962,84.69489606,381.7330564,4721.887051
-40.66258152,66.90484092,346.8702223,4722.497518
-36.96785736,48.56251775,310.5446838,4722.950656
30.38149947,30.7386838,273.123175,4723.246642
82.19561258,14.3899498,234.9684358,4723.386002
130.9065234,0.288088917,196.4357714,4723.369616
20.61369597,-11.03227392,157.8698518,4723.198726
-169.8224906,-19.30422621,119.6017793,4722.874937
-128.6506707,-24.53600063,81.94644508,4722.400226
-88.73129722,-26.99583705,45.20019315,4721.776941
-53.78002507,-27.17658514,9.638803622,4721.007807
-22.65793646,-25.7437898,-24.4841973,4720.095924
2.336156123,-23.47202873,-56.93889784,4719.04477
38.07668474,-21.17485358,-87.52003375,4717.858203
65.90107677,-19.63382707,-116.0477005,4716.540451
97.50351988,-19.53188406,-142.3677549,4715.096119
131.8573801,-21.39564059,-166.3519205,4713.530181
-0.55994757,-25.55041378,-187.8976144,4711.847976
-106.077003,-32.09068361,-206.9275157,4710.055202
-75.08140146,-40.86761321,-223.3888983,4708.157913
-46.00563243,-51.49412005,-237.252754,4706.162507
-20.24606836,-63.36692045,-248.5127303,4704.075719
5.743294771,-75.70399855,-257.1839113,4701.904615
15.40000215,-87.595109,-263.30147,4699.656577
25.01215434,-98.0622302,-266.9192169,4697.339293
40.9536818,-106.1263517,-268.1080757,4694.960746
46.22192395,-110.8766137,-266.9545084,4692.529198
35.27336481,-111.5376268,-263.5589181,4690.05318
37.50336809,-107.5307903,-258.0340498,4687.541472
23.4159397,-98.5256171,-250.503412,4685.003089
-1.450064127,-84.47746421,-241.0997374,4682.447266
-22.11126258,-65.648673,-229.9634994,4679.883435
-55.16877528,-42.61093989,-217.2414972,4677.321212
-97.2871016,-16.22775167,-203.0855224,4674.770376
-140.1228332,12.38310203,-187.6511133,4672.240844
-184.0118918,41.90563603,-171.0964038,4669.74266
148.3073456,70.89776289,-153.5810702,4667.285962
120.1589457,97.87545998,-135.2653744,4664.880969
87.85737644,121.4039735,-116.3093037,4662.537954
60.50441922,140.1901607,-96.8718013,4660.267221
34.58142801,153.1695706,-77.11008237,4658.079084
12.44338298,159.5818075,-57.17902768,4655.983837
-11.76925539,159.0281641,-37.2306454,4653.991737
-23.71584082,151.5064607,-17.41359139,4652.112972
-29.21436716,137.4194637,2.127263097,4650.35764
-22.55204417,117.5550919,21.25122743,4648.735725
-12.57795695,93.03872928,39.8221624,4647.257065
-9.570374368,65.26020385,57.70883671,4645.931334
-11.78343646,35.78014774,74.78527933,4644.768009
-2.10984991,6.222361037,90.93113709,4643.776352
16.85233084,-21.83975202,106.0320454,4642.965376
-11.48007915,-46.99376556,119.9800189,4642.343826
2.04279188,-68.08680932,132.6738671,4641.92015
0.98166634,-84.30378107,144.0196376,4641.702477
-52.03141346,-95.21826413,153.9310899,4641.698588
29.77523729,-100.8113273,162.3301964,4641.915894
-15.30306579,-101.4560169,169.1476709,4642.361412
28.26303537,-97.86829438,174.3235177,4643.041741
20.03753855,-91.02817474,177.8075959,4643.96304
25.22641762,-82.07761126,179.5601903,4645.131003
16.48056295,-72.20398171,179.5525791,4646.55084
0.334790311,-62.51962871,177.7675858,4648.227253
-12.49591183,-53.948612,174.2001053,4650.164419
-20.03201648,-47.13153891,168.8575873,4652.365968
-21.93739656,-42.35803631,161.7604659,4654.834967
-16.44222811,-39.53418895,152.9425182,4657.573899
-8.576523752,-38.18926422,142.4511395,4660.584648
-4.363488272,-37.52251696,130.3475193,4663.868486
5.724368047,-36.487126,116.7067058,4667.426052
8.229798877,-33.90468934,101.6175446,4671.257346
17.13634773,-28.60054118,85.18248278,4675.361711
22.22270488,-19.54775554,67.51722614,4679.737825
18.59238759,-6.006321041,48.75024366,4684.38369
18.30503743,12.35622484,29.02211303,4689.296625
14.77667672,35.37536317,8.484703845,4694.473256
14.31851474,62.34177268,-12.69980174,4699.909514
-4.042816398,92.00223824,-34.36004906,4705.600627
-16.68664291,122.612331,-56.31680677,4711.541119
-34.24977497,152.0393794,-78.3844107,4717.724806
-46.35212649,177.9096704,-100.3723452,4724.144801
-48.20614787,197.7895869,-122.0869489,4730.79351
-46.00629461,209.3868866,-143.3332279,4737.662636
-38.70232477,210.7558992,-163.9167598,4744.743185
-10.7091059,200.4892996,-183.645666,4752.025472
14.3340469,177.8794572,-202.3326298,4759.499126
63.85966571,143.0341725,-219.7969367,4767.153099
115.1960488,96.93478325,-235.8665102,4774.975678
181.616496,41.4289215,-250.3799154,4782.954498
-38.1735399,-20.84470663,-263.1883044,4791.076551
-114.1542542,-86.59667605,-274.1572741,4799.328204
-47.39251631,-152.0840902,-283.1686092,4807.695216
13.82073801,-213.3516051,-290.1218842,4816.162751
13.12967808,-266.4991863,-294.9358963,4824.715405
8.82960732,-307.9569166,-297.5499077,4833.337217
34.69904396,-334.7460728,-297.9246714,4842.0117
37.46759829,-344.7062334,-296.043224,4850.721859
13.4415769,-336.6703689,-291.9114246,4859.450217
-29.63709052,-310.5735211,-285.5582278,4868.178839
-90.58814082,-267.4855455,-277.035679,4876.889365
-166.1203359,-209.5640716,-266.4186241,4885.563032
-81.3766861,-139.9298872,-253.804131,4894.180704
66.15060758,-62.47289422,-239.3106225,4902.722909
-40.94100724,18.39786984,-223.0767256,4911.169863
-140.843984,98.04232257,-205.2598453,4919.501507
57.05218178,171.894756,-186.0344765,4927.697539
241.7283724,235.7644473,-165.5902691,4935.737449
155.159631,286.109681,-144.1298689,4943.600557
95.63507334,320.2654404,-121.8665563,4951.266042
49.60014521,336.6085785,-99.02171186,4958.712988
15.99266699,334.6490585,-75.82213913,4965.920414
3.448487081,315.0414751,-52.49727689,4972.867315
6.056551661,279.5170847,-29.27633767,4979.532701
12.46726634,230.7425057,-6.385408965,4985.895637
-7.32736224,172.1166404,15.95544404,4991.935278
-212.1477422,107.5217949,37.53503484,4997.630912
-167.8539377,41.04810457,58.15383169,5002.962001
-123.0768148,-23.28801674,77.6266141,5007.908217
-84.48375789,-81.81069858,95.78497141,5012.449485
-54.9180214,-131.4176064,112.4796067,5016.566021
-34.69773837,-169.7630466,127.5824113,5020.238374
-11.3264012,-195.3793389,140.988277,5023.447463
175.4483972,-207.7296351,152.6166177,5026.17462
160.9765964,-207.1907962,162.4125742,5028.401626
139.4417009,-194.9703295,170.3478796,5030.110749
104.7901704,-172.9663264,176.4213691,5031.284787
68.42721846,-143.5834389,180.6591206,5031.9071
51.54502702,-109.5208946,183.1142177,5031.96165
15.44099299,-73.55016212,183.8661325,5031.433037
-19.49620168,-38.30006167,183.0197305,5030.306533
-46.0661468,-6.065876533,180.7039047,5028.568119
-66.48785329,21.34348646,177.0698517,5026.204515
-76.8420192,42.70979464,172.2890073,5023.203217
-78.3682241,57.45503422,166.5506646,5019.552525
-77.79551857,65.63464124,160.0593026,5015.241575
-69.81951369,67.8774924,153.0316556,5010.260366
-60.63332938,65.27997768,145.6935606,5004.599791
-48.74329234,59.2650072,138.2766229,4998.251662
-26.11282751,51.4193527,131.0147398,4991.208735
0.23062548,43.32411043,124.1405318,4983.464732
22.9406947,36.39321399,117.8817242,4975.014367
43.65526196,31.73384384,112.4575317,4965.853362
63.72604602,30.04039031,108.0750933,4955.97847
84.93597063,31.53053298,104.926007,4945.387489
93.99943466,35.92827017,103.1830155,4934.07928
100.1346521,42.49468257,102.9968883,4922.053777
104.9512699,50.10317782,104.4935476,4909.312005
108.3301746,57.35226028,107.7714811,4895.856084
110.5254815,62.70579426,112.8994825,4881.689242
-45.56908585,64.64851265,119.9147556,4866.815818
-171.6960101,61.84332757,128.8214145,4851.241268
-160.4484812,53.27690356,139.5894088,4834.972169
-141.4610567,38.38094617,152.1538942,4818.016216
-116.0559373,17.11864485,166.4150671,4800.382225
-86.10711891,-9.971481784,182.2384739,4782.080127
-53.78807213,-41.77868913,199.4557997,4763.120962
-18.35232152,-76.67068802,217.8661357,4743.516874
15.29996624,-112.5887857,237.2377176,4723.281102
46.2227909,-147.1808795,257.3101218,4702.427967
53.69297284,-177.9627315,277.7968991,4680.97286
28.89488554,-202.4957319,298.3886207,4658.932226
89.97818457,-218.568038,318.7563048,4636.323549
109.395125,-224.3656421,338.5551865,4613.165331
117.4847346,-218.6205974,357.4287902,4589.477073
108.4027264,-200.7252347,375.0132579,4565.27925
87.51845404,-170.8036276,390.9418822,4540.593291
59.29326339,-129.7346035,404.8497922,4515.441548
22.33802728,-79.12403113,416.3787342,4489.84727
-18.01877255,-21.22769126,425.1818908,4463.834573
-67.39759452,41.17050691,430.9286766,4437.428411
-102.7211035,104.9171115,433.3094525,4410.654539
-135.0837247,166.6741446,432.0400971,4383.539483
-166.8652843,223.1184094,426.8663763,4356.110499
-181.1356232,271.1420297,417.568055,4328.395539
-170.5170594,308.041154,403.9626938,4300.423212
-146.1824574,331.6806341,385.9090812,4272.222742
-103.3583545,340.6241737,363.3102512,4243.82393
-50.60496719,334.2218178,336.1160443,4215.257105
28.50221913,312.6495204,304.3251723,4186.553088
121.3313978,276.898706,267.9867547,4157.743142
232.6527869,228.7169888,227.2012989,4128.858925
365.6421174,170.504327,182.1211045,4099.932451
506.7222361,105.1716539,132.950077,4070.996033
663.4235396,35.97127605,79.94294405,4042.08224
816.8823566,-33.69008052,23.40387539,4013.223849
-522.0044608,-100.4438407,-36.315488,3984.453789
-703.3605631,-161.1459585,-98.81857969,3955.805101
-594.7878951,-213.0459752,-163.667008,3927.310878
-422.741038,-253.9289995,-230.3841822,3899.00422
-302.5359409,-282.2228084,-298.45943,3870.918179
-202.9585011,-297.0646458,-367.3525662,3843.085713
-93.56580789,-298.3249569,-436.4988648,3815.53963
-27.08012627,-286.5880266,-505.3143845,3788.312537
26.64693877,-263.0921431,-573.2015899,3761.436794
88.45504576,-229.6342926,-639.55521,3734.944457
68.31741888,-188.4463796,-703.7682686,3708.867229
130.3232535,-142.0514444,-765.2382223,3683.236413
160.1995168,-93.10923698,-823.3731381,3658.082858
235.2417084,-44.26077989,-877.5978408,3633.436912
333.8528036,2.018787314,-927.3599639,3609.328373
357.1787011,43.55069158,-972.1358325,3585.78644
437.1971157,78.55933237,-1011.436115,3562.839667
409.375097,105.750163,-1044.811178,3540.515918
-94.77164488,124.3554055,-1071.85608,3518.842319
-143.7465356,134.1464702,-1092.215149,3497.845215
-262.5980656,135.4140377,-1105.586098,3477.550125
-387.8767805,128.9186828,-1111.723609,3457.981707
-386.437911,115.8165769,-1110.442372,3439.163706
-362.3855,97.56608985,-1101.619515,3421.118925
-267.5047426,75.82197728,-1085.196416,3403.869182
-274.0996485,52.32423889,-1061.179863,3387.435272
-254.5430663,28.78867361,-1029.642545,3371.836938
-202.3156094,6.80566139,-990.7228831,3357.092831
-101.4891362,-12.24717512,-944.624171,3343.220482
81.88075094,-27.27395849,-891.6130645,3330.236272
276.1301296,-37.5081205,-832.0174106,3318.155401
471.9285638,-42.53698055,-766.2234492,3306.991866
405.4072846,-42.30330072,-694.6724142,3296.75843
407.9151803,-37.08521815,-617.8565687,3287.466607
381.3953048,-27.45722044,-536.314717,3279.126633
303.7556389,-14.23585113,-450.6272411,3271.747453
221.6085676,1.58544435,-361.4107159,3265.336704
130.3639397,18.9075239,-269.312159,3259.900695
30.05064379,36.59793441,-175.002979,3255.444401
-93.58862255,53.55986384,-79.1726863,3251.971445
-182.515248,68.79358711,17.47756433,3249.484097
-290.9519005,81.44710854,114.2415318,3247.98326
-408.3965946,90.85364669,210.4144749,3247.468473
-495.6422473,96.55464819,305.299697,3247.937902
-506.751401,98.30807863,398.214978,3249.388344
-528.0468043,96.08274937,488.4988267,3251.815228
-616.2394351,90.04033243,575.5164848,3255.212618
-632.676278,80.50743774,658.6656206,3259.57322
679.5393216,67.94063568,737.3816526,3264.88839
672.1816259,52.88758094,811.1426467,3271.148147
467.7576619,35.94742159,879.4737371,3278.341179
413.7606339,17.73347213,941.9510269,3286.454867
368.9990649,-1.159284873,998.2049277,3295.475292
320.9897181,-20.17988693,1047.922909,3305.38726
230.0030446,-38.83899091,1090.851626,3316.17432
169.5006636,-56.71787076,1126.79842,3327.818788
215.8451445,-73.46907217,1155.63216,3340.301767
-87.13692988,-88.80970022,1177.283448,3353.603182
-106.5170334,-102.5089284,1191.744163,3367.701799
-109.8398599,-114.3717813,1199.066381,3382.57526
-115.7092632,-124.2215245,1199.360675,3398.200113
-181.4725834,-131.8830785,1192.793815,3414.551847
-208.9310956,-137.1697502,1179.585923,3431.604923
-225.3146429,-139.8752611,1160.007088,3449.332816
-195.3590032,-139.7725631,1134.373518,3467.708048
-161.6951662,-136.6203159,1103.04325,3486.702232
-148.0404088,-130.1771911,1066.411493,3506.286107
-111.131804,-120.2234258,1024.905644,3526.429586
