sub1,sub2,sub3,sub4,sub5
575.0915671,836.1776069,-1219.154423,243.4657808,4046.709468
672.3351983,761.3885825,-1236.679207,240.6025306,4048.282896
760.1032814,700.9350397,-1254.084555,237.7274205,4049.848813
812.2904276,670.0770215,-1271.355312,234.8406552,4051.407208
812.251032,681.0447867,-1288.476326,231.9424394,4052.958067
932.9554263,727.0426575,-1305.432441,229.0329779,4054.501379
1167.226596,782.0923029,-1322.208505,226.1124754,4056.037131
1150.056745,818.9061723,-1338.789363,223.1811365,4057.56531
1163.798946,822.9258467,-1355.159862,220.2391661,4059.085904
1178.401821,793.7473593,-1371.304848,217.2867687,4060.598899
1268.264415,737.3363181,-1387.209167,214.3241491,4062.104285
1326.952957,659.981148,-1402.857665,211.3515121,4063.602047
1372.060955,566.7129962,-1418.235188,208.3690623,4065.092174
1347.474188,463.3907367,-1433.326583,205.3770045,4066.574653
1282.104611,354.5570685,-1448.116695,202.3755434,4068.049472
1198.657823,244.321047,-1462.590371,199.3648836,4069.516617
1139.082627,139.8285219,-1476.732456,196.34523,4070.976077
1059.37409,49.0390823,-1490.527798,193.3167871,4072.427839
908.88281,-20.28321759,-1503.961242,190.2797598,4073.87189
725.284703,-62.00963886,-1517.017635,187.2343527,4075.308218
585.843186,-76.33894486,-1529.681822,184.1807706,4076.73681
491.3141727,-74.83239515,-1541.938649,181.1192181,4078.157654
397.6834862,-70.40115896,-1553.772964,178.0499,4079.570737
332.6258351,-75.88529087,-1565.169612,174.973021,4080.976046
249.4086132,-103.7875307,-1576.113438,171.8887858,4082.37357
68.33162417,-166.1930282,-1586.58929,168.7973991,4083.763295
15.35244871,-269.13471,-1596.582014,165.6990657,4085.14521
-199.7622525,-399.0545828,-1606.076455,162.5939902,4086.519301
-308.7965824,-537.5738897,-1615.057461,159.4823774,4087.885555
-357.9246441,-666.3138737,-1623.509876,156.3644319,4089.243961
-437.2505404,-766.8957778,-1631.418547,153.2403585,4090.594507
-544.2511626,-826.0180569,-1638.76832,150.110362,4091.937178
-535.8052361,-850.7173316,-1645.544042,146.9746469,4093.271963
