IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,Res
4.172826519,1.12377013,1.004950886,0.177473126,1.122611001,2.973016901,-0.762890728,-0.602940979,0.350093658,0.843412094,25.76767739
4.158654641,1.126350412,0.994660923,0.056803909,1.013411499,3.241254384,-0.527003864,-0.380476779,2.603803493,-1.283408375,25.75594976
4.144514056,1.128899109,0.983192996,-0.07068565,0.900703386,3.441618051,-0.28858262,-0.007923181,2.728381163,0.915689948,25.74419274
4.130495536,1.131391699,0.969968351,-0.209188637,0.792354748,3.530436419,-0.107563581,0.550668303,-0.073613744,0.752670933,25.73237997
4.116439394,1.133870704,0.955982153,-0.351715278,0.676565298,3.608798642,0.173362552,0.757861547,-1.127351328,-0.814371217,25.72055753
4.102333756,1.136339319,0.941307895,-0.497699928,0.551949401,3.679969408,0.568553241,0.579135708,-1.065522512,-1.00509517,25.70872888
4.088339574,1.138754347,0.924929031,-0.65439089,0.431356488,3.654097611,0.95087999,0.30590955,-0.689382916,1.332659826,25.69684739
4.07442599,1.141123972,0.907035597,-0.820442242,0.31236807,3.550167116,1.356851015,-0.20073287,0.833456631,-0.129175232,25.68492195
4.060332489,1.143519106,0.889298139,-0.983346396,0.168284616,3.463806633,1.648714427,-0.509755574,0.921553287,-0.305435364,25.67302864
4.046059294,1.145939735,0.871714992,-1.14305714,-0.00147789,3.390612278,1.798084029,-0.575796119,-0.470110395,0.006863801,25.66116742
4.031713366,1.148356581,0.853593016,-1.304797984,-0.185652289,3.295526015,1.895803376,-0.724239417,-0.551338507,0.121728866,25.64930698
4.017231289,1.150786907,0.83533764,-1.465506999,-0.391018674,3.200147213,1.898041089,-0.848089195,0.252980516,-0.03737563,25.63746584
4.002809854,1.153177287,0.815688204,-1.634491753,-0.598749784,3.021804741,1.855043052,-0.415808576,0.490708512,0.004231798,25.62558666
