IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,Res
1.03977277,0.639923333,-0.500197303,-1.045747003,-1.974141016,-2.203950328,-1.337241526,-0.49742134,-1.736647414,-0.661546217,-0.466213695,32.52775242
-1.039208066,-0.414463831,0.077416239,0.525622873,-1.301472575,-1.654841283,-1.359004705,-0.581068428,-1.793953082,-0.786679415,-0.443194083,32.50642286
0.937738448,-0.014326297,0.496499796,1.184269077,0.531942177,-0.234234826,-1.06024654,-0.57867808,-1.759913938,-0.877684726,-0.394137611,32.50744369
-0.744957185,0.402621658,-0.293495833,-0.157105618,1.651239632,1.223857677,-0.56431822,-0.522077303,-1.668410335,-0.960939451,-0.344498309,32.50620922
0.479604018,-0.534290341,-0.407990847,-1.167501402,1.120177234,1.950685313,0.016321221,-0.407426129,-1.517303964,-1.027151493,-0.285232582,32.5119671
-0.172195502,0.34398485,0.514766703,-0.207878267,-0.370063561,1.578371962,0.541288737,-0.255393028,-1.323564592,-1.083607931,-0.223302358,32.51819394
-0.148044502,0.034890502,0.205994512,1.035387156,-1.326430424,0.349075537,0.898622709,-0.087428816,-1.102653537,-1.135012957,-0.163051173,32.52096538
0.466192355,-0.346265481,-0.687157118,0.529412591,-0.936815277,-1.025073506,1.03245531,0.078204924,-0.868040814,-1.184438008,-0.107631826,32.5173134
-0.751263093,0.42296125,0.166500774,-0.771369176,0.276949021,-1.74588255,0.967067706,0.245284414,-0.614682682,-1.217967609,-0.04408711,32.51992879
0.957655192,-0.273112431,0.653734469,-0.760072505,1.062496716,-1.421599249,0.752546509,0.409279069,-0.34387011,-1.226854698,0.03598146,32.53719329
-1.089409793,-0.035253647,-0.64558736,0.367861688,0.680450213,-0.317749328,0.409562515,0.527742974,-0.088780464,-1.230809876,0.114467061,32.55188241
1.168727566,0.357977442,-0.254009667,0.827997532,-0.330178519,0.882446526,-0.020406859,0.564300826,0.118797816,-1.249603151,0.17299513,32.54639378
-1.179841473,-0.461467071,0.959578993,0.127409222,-0.772319424,1.548515723,-0.414923937,0.546863724,0.2976717,-1.258252206,0.235736904,32.54461116
1.114780976,0.233626058,-0.491855855,-0.718847897,-0.305306848,1.304920311,-0.722651348,0.456570878,0.419052712,-1.27865664,0.28133226,32.52556749
-0.936561876,0.260861861,-0.637570362,-0.502952685,0.42976795,0.348758214,-0.863215444,0.322771525,0.491897166,-1.300275569,0.319157184,32.49821869
0.646678082,-0.692274052,1.070709408,0.487494698,0.593179079,-0.712415765,-0.774033665,0.195034938,0.540478159,-1.301029733,0.369168087,32.48163408
-0.289140458,0.675503794,-0.232404622,0.738434272,0.01598729,-1.283743982,-0.479401399,0.098950891,0.572841065,-1.274090978,0.437355201,32.48148909
-0.127620147,-0.166036515,-1.016683519,-0.217693838,-0.637237742,-1.120443563,-0.091863327,0.026294771,0.57495524,-1.232802261,0.511199888,32.48568546
0.573232053,-0.555516752,1.128836168,-0.885306923,-0.568637,-0.386327904,0.264058245,-0.029657984,0.540683644,-1.183657599,0.585212458,32.48918319
-1.005174295,1.032522445,0.215144852,-0.110833424,0.223350524,0.471147565,0.489750171,-0.075075668,0.467971962,-1.131106009,0.655694103,32.4885801
1.387023733,-0.896798004,-1.442242294,0.93059737,0.881373538,0.991031984,0.54764254,-0.106101036,0.366713958,-1.069970439,0.728148413,32.48945114
-1.684294879,0.140196091,0.91479737,0.465558027,0.580961363,0.915431392,0.438846754,-0.133874886,0.235620824,-1.006865118,0.79668743,32.48616367
1.875144449,0.837496227,0.886198562,-0.840040828,-0.463485175,0.334631103,0.21509956,-0.168241919,0.075197532,-0.948133088,0.855540085,32.47312528
-1.903962465,-1.376889273,-1.655958149,-0.753326709,-1.088269856,-0.351150974,-0.014238069,-0.196017145,-0.09604751,-0.885804404,0.911846659,32.45697515
1.710322588,1.039069858,0.283386853,0.681384752,-0.465857359,-0.672800996,-0.102667228,-0.157675935,-0.214397595,-0.768453116,1.015409621,32.48657223
-1.348465949,-0.089471556,1.37349696,0.79212022,0.613114468,-0.626243092,-0.144368774,-0.154110677,-0.353602205,-0.670347917,1.096360304,32.49397963
0.919556244,-0.78324166,-1.103779709,-0.449353191,1.0256384,-0.297974189,-0.149949139,-0.189304106,-0.504093884,-0.588320599,1.15922577,32.48416528
-0.465181905,1.085585471,-0.533096083,-0.688732313,0.426536137,0.142761025,-0.106555108,-0.236751948,-0.638628683,-0.505447812,1.220337118,32.47299666
0.025518109,-0.725665824,1.275324759,0.305270877,-0.548297844,0.471039067,-0.03233503,-0.281331314,-0.744257752,-0.417916749,1.283324575,32.4638566
0.359972014,0.008176651,-0.291128536,0.551967237,-0.946574913,0.528580737,0.037429888,-0.314193132,-0.815844433,-0.328268702,1.345761847,32.45421203
-0.660199734,0.592132173,-0.912258591,-0.261373187,-0.407879232,0.322298748,0.084285315,-0.314444404,-0.838181443,-0.228292435,1.415663244,32.45180011
0.837705535,-0.755389822,0.726995592,-0.457709071,0.48564759,-0.020296069,0.090182914,-0.270695796,-0.802850421,-0.113999963,1.497295648,32.46080854
-0.899129837,0.425953488,0.343698977,0.256360166,0.813813652,-0.34312956,0.029577778,-0.194272732,-0.718209155,0.005737985,1.583128262,32.47410438
0.855383944,0.128254745,-0.72992355,0.397019408,0.29667872,-0.506260508,-0.096711096,-0.10006383,-0.594182551,0.122485918,1.666159432,32.48510726
-0.720679123,-0.508897738,0.07526059,-0.290030557,-0.448026538,-0.423810854,-0.239248753,0.011612046,-0.427655682,0.241282741,1.752198115,32.49971679
0.51244364,0.468166167,0.501418951,-0.395867925,-0.644416642,-0.129371612,-0.334658068,0.138916632,-0.216324534,0.368111505,1.848031598,32.52481865
-0.290508593,-0.118968272,-0.260429895,0.30388009,-0.201717221,0.208182134,-0.351445028,0.259913877,0.026380865,0.497112215,1.949781326,32.55719147
0.10769355,-0.243612251,-0.288465008,0.40368341,0.298917043,0.371459035,-0.311750899,0.32049273,0.255707178,0.594013314,2.026077335,32.56659365
0.034233531,0.421479689,0.372165035,-0.229987693,0.46768931,0.361741022,-0.156009337,0.352397696,0.497275807,0.689746168,2.107710452,32.58351201
-0.144910115,-0.366202198,0.028317549,-0.450669516,0.227340288,0.209785405,0.089184423,0.345828775,0.735097268,0.776561728,2.188070074,32.60170926
0.219350125,0.133800365,-0.327095644,0.127942613,-0.163622795,-0.011989596,0.355203548,0.290289947,0.950266662,0.845091374,2.259452756,32.61415455
-0.237009449,0.158485772,0.17333802,0.489190365,-0.365513027,-0.212356552,0.555764118,0.17680481,1.119300301,0.880489744,2.308349875,32.60793159
0.224290938,-0.311822448,0.226671799,0.052939274,-0.191441013,-0.266065728,0.660124685,0.041487003,1.252952941,0.897941675,2.349426098,32.59748915
-0.198696081,0.243324166,-0.315147532,-0.466351051,0.150349461,-0.152571152,0.638229662,-0.090620099,1.349813544,0.899923984,2.384740307,32.58480866
0.179326394,-0.024696209,-0.046796148,-0.236188473,0.293963407,0.03541143,0.469690314,-0.206856132,1.398998397,0.879251374,2.406995146,32.56274091
-0.162926935,-0.15155126,0.392963926,0.407012274,0.146417258,0.19145652,0.18681595,-0.280849771,1.404800165,0.8413926,2.420700504,32.53560856
0.157027616,0.161875053,-0.207137649,0.414308111,-0.090809442,0.234975331,-0.148818899,-0.29170858,1.372389729,0.791280265,2.429555525,32.50685785
-0.165954524,-0.02187326,-0.309770526,-0.279955859,-0.185937059,0.145663842,-0.464992731,-0.230887763,1.304644614,0.730876,2.434342684,32.4770963
0.192939642,-0.134144453,0.446117311,-0.556037738,-0.103066802,-0.026652223,-0.693740926,-0.103273122,1.202234729,0.659293358,2.433028977,32.44417403
-0.231189631,0.171816735,0.057442927,0.10747257,0.037460537,-0.173367552,-0.77103845,0.086235009,1.075447304,0.583847951,2.431361085,32.41354694
0.262743176,-0.059481147,-0.564279581,0.632331217,0.092221066,-0.212420524,-0.671735655,0.31829197,0.931359387,0.508771064,2.432293843,32.38803749
-0.281669847,-0.138472367,0.310063329,0.076309832,0.027143236,-0.146679845,-0.429477683,0.549978516,0.763442022,0.42564535,2.426813492,32.35884204
0.286653734,0.287640793,0.45563353,-0.642222032,-0.031679751,-0.018183711,-0.096039923,0.7467095,0.575537288,0.335368014,2.414862819,32.32595683
-0.260888556,-0.247054946,-0.663181035,-0.263043049,0.007693373,0.10556758,0.25637041,0.87260008,0.367854135,0.2343183,2.391609863,32.28450471
