IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,Res
-0.146494663,-0.350673107,-0.17714026,0.209269663,0.432187952,-0.421409829,0.004031558,0.470795587,-0.323212723,2.692689914,1.24225314,22.98429767
0.194616443,0.268780078,0.094105813,0.1578158,0.229244736,0.099818058,0.394859449,0.884803396,0.006196786,2.957130718,1.255238517,22.93823638
-0.22680767,-0.034201642,0.041824516,-0.12386197,-0.06921474,0.610620822,0.674669405,1.246122575,0.328770957,3.208634194,1.26897595,22.89318231
0.232453038,-0.218612423,-0.11746895,-0.340077969,-0.200038623,0.86129545,0.787982541,1.513408095,0.636547363,3.444913372,1.283744511,22.84972631
-0.206568,0.338608071,0.094959106,-0.074581249,-0.179081521,0.696525411,0.707329989,1.640566413,0.911411096,3.653771307,1.290249986,22.7990999
0.1603879,-0.237038635,0.027361612,0.454770749,-0.107676573,0.177139214,0.466523944,1.605745966,1.146445922,3.832367205,1.287937552,22.74104904
-0.083903585,-0.007116803,-0.128779688,0.365245252,-0.002466695,-0.452997338,0.135014702,1.399909748,1.332054547,3.973422386,1.271347771,22.670289
-0.002658602,0.266272116,0.139068378,-0.393081751,0.195971295,-0.85329341,-0.175241448,1.05282497,1.478745941,4.086592739,1.250748107,22.59677802
0.087334613,-0.385941527,-0.004000537,-0.653401235,0.359691172,-0.806960248,-0.378978183,0.599442226,1.589483167,4.173227721,1.228051568,22.52219173
-0.163332836,0.279591806,-0.190850309,0.191463611,0.237624855,-0.3278904,-0.429646407,0.088519602,1.671783627,4.238714975,1.209146816,22.45222881
0.210658569,-0.015176655,0.183770744,0.848351186,-0.237531029,0.313791429,-0.355712236,-0.445343582,1.716346137,4.272769333,1.184974478,22.37807225
-0.199992221,-0.236247516,0.096544783,0.119779835,-0.661322984,0.769435266,-0.220440158,-0.965273892,1.713021355,4.263279386,1.144277625,22.28862673
0.14595479,0.378019344,-0.255874747,-0.86314758,-0.434134832,0.852098899,-0.04815237,-1.393247976,1.68831324,4.230789098,1.106455782,22.20258585
-0.07577551,-0.374753452,0.034789026,-0.470197231,0.383960179,0.538505682,0.116513373,-1.673255638,1.656824841,4.184942371,1.080389038,22.12838872
-0.015677819,0.186298235,0.214182595,0.68855783,0.938085954,-0.052462893,0.200176064,-1.793235125,1.607863111,4.113332229,1.054269816,22.05450803
0.12686147,0.134856403,-0.125950931,0.759033022,0.522337988,-0.65564919,0.166058365,-1.751986262,1.534891582,4.007978731,1.02053616,21.97364622
-0.232586683,-0.419269269,-0.121732619,-0.375371714,-0.545779547,-0.9641145,0.036588325,-1.552420161,1.439812776,3.868127848,0.977946416,21.88448222
0.334475441,0.53268665,0.190538725,-0.887923337,-1.134362636,-0.774571499,-0.106196319,-1.193396175,1.339955702,3.706722237,0.937716228,21.79764264
-0.446773173,-0.412270233,-0.008899954,0.01800847,-0.521539076,-0.132237055,-0.166318551,-0.679087208,1.262875777,3.547706068,0.921909224,21.73457854
0.521738278,0.004284411,-0.266691133,0.777512582,0.652257407,0.579242682,-0.151282299,-0.089344832,1.184007848,3.369342585,0.909578298,21.67505954
-0.532149152,0.531933148,0.233063681,0.257379701,1.138740356,0.936745722,-0.096051697,0.489609843,1.080901419,3.153431593,0.883529215,21.60277025
0.495055054,-0.843619007,0.213987756,-0.520614183,0.454036138,0.758010002,-0.019515679,0.994540106,0.948244247,2.89650771,0.839815337,21.51402962
-0.391627451,0.714525524,-0.440692754,-0.344585661,-0.634358406,0.199663406,0.086325312,1.396185109,0.80229121,2.613798305,0.791552361,21.42154764
0.22078603,-0.147800238,0.030589364,0.257496604,-1.010215925,-0.400233276,0.206655702,1.665506788,0.649310933,2.310845452,0.742138796,21.32840391
0.00570298,-0.594653531,0.513974104,0.29545628,-0.353996061,-0.716487116,0.309875851,1.782509683,0.492954795,1.991404346,0.693358983,21.23622359
-0.274377729,1.091333297,-0.404992926,-0.060887234,0.587108853,-0.617497683,0.349705484,1.731778592,0.328517951,1.651955443,0.640043311,21.13990233
0.573695843,-1.000843576,-0.307826969,-0.149685023,0.851510487,-0.205408713,0.292361939,1.512833016,0.150424746,1.28806671,0.575927546,21.03322628
-0.861190403,0.331368618,0.728122172,-0.005920036,0.272696318,0.283203827,0.150290986,1.156751468,-0.033488913,0.907004863,0.505470471,20.9203077
1.106928626,0.588068531,-0.188456211,-0.013740904,-0.475622512,0.58805824,-0.039905976,0.70584037,-0.217022863,0.514035282,0.430849339,20.80290754
-1.264395929,-1.229743478,-0.692118465,-0.009855276,-0.641212828,0.566287314,-0.224463634,0.21056952,-0.394775325,0.11310459,0.352520725,20.6809171
1.287400195,1.192194876,0.737163026,0.189178687,-0.133272172,0.282236911,-0.32158871,-0.248700219,-0.535152667,-0.266264485,0.295933418,20.5789389
-1.172017229,-0.50726182,0.143293136,0.031724678,0.331148149,-0.17508564,-0.367558393,-0.678756126,-0.680819275,-0.663047482,0.220761666,20.45712269
0.958104295,-0.380203805,-0.789174374,-0.259054435,0.363992228,-0.509305025,-0.307202022,-1.00235817,-0.794227846,-1.041293688,0.158622373,20.34608879
-0.704074404,0.937378832,0.376714591,-0.137916836,0.066132865,-0.541432552,-0.151368221,-1.188015604,-0.869018538,-1.393620871,0.113654161,20.24947287
0.422705393,-0.943779501,0.43555452,0.230135775,-0.210881397,-0.301483425,0.033369005,-1.240602191,-0.915992131,-1.726125515,0.078080099,20.1596784
-0.1428273,0.483353056,-0.605053032,0.221123576,-0.236105358,0.033072798,0.166843043,-1.18532466,-0.951776075,-2.049327497,0.040244001,20.0654293
-0.096278601,0.150870223,0.043630986,-0.151237636,-0.051421734,0.280292799,0.205428437,-1.045699965,-0.983617022,-2.36544721,-0.003731977,19.96293351
0.286156064,-0.589806564,0.496625702,-0.239508266,0.149305136,0.36152401,0.163116944,-0.834147001,-1.004359242,-2.664387394,-0.046306929,19.85934707
-0.419955167,0.641200715,-0.387871838,0.077152298,0.191376052,0.292659754,0.079771628,-0.569594719,-1.008899424,-2.938398345,-0.082240252,19.75949617
0.487885537,-0.373542231,-0.161246365,0.224695096,0.059717525,0.143888861,0.000892514,-0.277387993,-0.99500955,-3.182183231,-0.108344707,19.66626795
-0.506041141,-0.012653341,0.42689461,-0.040978572,-0.121329885,-0.018440884,-0.043947667,0.01018188,-0.965542685,-3.394587345,-0.124893145,19.5793231
0.481419021,0.285096949,-0.167196638,-0.225869352,-0.202803059,-0.160318571,-0.050869554,0.256527166,-0.929388487,-3.579868915,-0.136970682,19.49370265
-0.432273463,-0.344174434,-0.221599204,0.004962068,-0.114119178,-0.261203099,-0.028674609,0.435778845,-0.891191137,-3.738421974,-0.145603694,19.40850862
0.389305278,0.250327619,0.294881027,0.224883592,0.071188091,-0.311704346,-0.00806731,0.520036673,-0.866995329,-3.882730706,-0.163725308,19.31095145
-0.359070729,-0.087601777,0.001209963,0.095468958,0.26630057,-0.228175117,0.03858467,0.543942184,-0.826719444,-3.983377085,-0.164001578,19.22762635
0.320539727,-0.103796601,-0.314778218,-0.249386257,0.230216256,-0.043276476,0.072417574,0.500600696,-0.784135542,-4.052064559,-0.158293209,19.14677094
-0.265349598,0.266655171,0.238323059,-0.220721939,-0.077456651,0.173180207,0.067485495,0.400416368,-0.742651573,-4.09076193,-0.148566182,19.06648127
0.189189121,-0.335118707,0.16437584,0.234001435,-0.37196082,0.343087915,0.023497599,0.269517425,-0.696535282,-4.093719793,-0.12927505,18.99215856
-0.102860446,0.246457279,-0.40475886,0.33763838,-0.334920114,0.379746476,-0.055266725,0.127996101,-0.646949983,-4.061859495,-0.100921637,18.92335014
0.004552502,-0.024004645,0.123540596,-0.182303906,0.050309287,0.237998154,-0.153858079,-0.007477344,-0.597206555,-3.998282237,-0.065710097,18.85802311
0.098644488,-0.245107013,0.358290934,-0.459838854,0.43593547,-0.044925929,-0.2446094,-0.121639688,-0.549359369,-3.905299882,-0.024790472,18.79522618
-0.203727775,0.423667382,-0.411918838,0.069979027,0.421967285,-0.351725124,-0.295024409,-0.202862702,-0.504922326,-3.785279017,0.020840991,18.7341729
0.304369059,-0.402152093,-0.087051211,0.552794319,-0.030307977,-0.533165612,-0.279476936,-0.245663902,-0.466214812,-3.642011554,0.068955436,18.67285831
-0.392411754,0.165632618,0.528030801,0.09921363,-0.498067039,-0.471865286,-0.180876861,-0.244263084,-0.430201225,-3.475045097,0.1214805,18.61332015
0.457772296,0.18277008,-0.308564646,-0.597712785,-0.501340993,-0.162969387,-0.008229988,-0.200507701,-0.395177758,-3.285748184,0.178699243,18.55597149
-0.497103301,-0.470270025,-0.350460478,-0.303590203,0.011373599,0.273571557,0.209144488,-0.116422905,-0.353908234,-3.070483574,0.245967026,18.50626382
0.482629984,0.500995613,0.57114418,0.540961102,0.534448849,0.611733138,0.404831659,-0.011109703,-0.308360382,-2.833467646,0.32174276,18.46315528
-0.40123166,-0.23983923,-0.053823256,0.462909985,0.490633474,0.618301275,0.475307386,0.061760583,-0.289676855,-2.606521305,0.378006952,18.39964873
0.291568178,-0.110466935,-0.464181765,-0.348226608,-0.015143439,0.310817546,0.41782912,0.108451239,-0.279564268,-2.377258411,0.428605861,18.32948524
-0.168483954,0.351338776,0.359503721,-0.530620201,-0.434674867,-0.131171788,0.262698122,0.135138313,-0.264767602,-2.139637069,0.480634974,18.25947931
0.041433732,-0.381290478,0.146981188,0.136831329,-0.383941217,-0.477465563,0.057508732,0.146228332,-0.235725897,-1.89080617,0.538277874,18.19366704
0.070131302,0.211174038,-0.412620759,0.502392624,0.00101762,-0.572394897,-0.151822538,0.139216787,-0.190737768,-1.634532768,0.599571091,18.13015675
-0.157018576,0.034849903,0.163935661,0.039486542,0.295621292,-0.392861527,-0.320500209,0.114817661,-0.127064961,-1.37270261,0.664561786,18.0691224
0.20788477,-0.220526743,0.225708989,-0.419425134,0.248274999,-0.05120618,-0.417530486,0.073474647,-0.044521265,-1.108709486,0.731930884,18.00944319
-0.218778364,0.262191252,-0.297658962,-0.173937811,-0.009250946,0.272250472,-0.430522315,0.015537229,0.054427748,-0.847549179,0.798836594,17.94852853
0.194241551,-0.162475464,0.044759355,0.301016426,-0.165531098,0.432904924,-0.358387052,-0.052340304,0.169983254,-0.591069051,0.86532585,17.88657658
-0.139515172,0.004041816,0.202315361,0.257044965,-0.096643579,0.38356886,-0.213261273,-0.11982672,0.303202986,-0.339589391,0.932761043,17.82503161
0.063366166,0.116997499,-0.201434769,-0.158373276,0.039315774,0.180520122,-0.020168736,-0.175092897,0.455208356,-0.092440849,1.003358505,17.76616077
0.013397545,-0.1598473,0.001673724,-0.286578095,0.039710255,-0.065251688,0.182748858,-0.208663333,0.625591243,0.151045918,1.079463661,17.7124563
-0.078569638,0.121220701,0.153111734,-0.007105444,-0.087255798,-0.261366802,0.338318236,-0.2269745,0.800643706,0.380288251,1.15258836,17.65582284
0.123177991,-0.030585215,-0.123248435,0.263275999,-0.096980859,-0.325431886,0.423575591,-0.217166684,0.985099548,0.60297123,1.231822718,17.60545688
-0.152423427,-0.082326846,-0.035786329,0.128751436,0.078587427,-0.268934045,0.405160085,-0.191064584,1.16337275,0.80881487,1.308993513,17.55369409
0.172399283,0.171625481,0.140403514,-0.189615089,0.237156744,-0.141689464,0.276884164,-0.159889623,1.321387753,0.989484317,1.377704928,17.49464165
-0.168741404,-0.164116933,-0.057832053,-0.189835356,0.156348311,0.019631927,0.076429159,-0.123349566,1.454274501,1.144594294,1.438631723,17.4291484
0.144159692,0.060898424,-0.073048338,0.118195091,-0.125529314,0.194551452,-0.12665995,-0.070231667,1.566729216,1.282218416,1.500181401,17.36554274
-0.108034277,0.072239076,0.07254862,0.209774437,-0.341058703,0.329760454,-0.279623279,-0.00319384,1.652833351,1.400616669,1.561243542,17.30287028
0.064311991,-0.163392661,0.012344187,-0.053856461,-0.238105677,0.358965291,-0.350667036,0.070406823,1.704984436,1.496663771,1.619423336,17.23902928
-0.016232195,0.165802693,-0.037809484,-0.211325058,0.137142144,0.238496549,-0.333546489,0.140046593,1.714379983,1.565718059,1.670717322,17.1703624
-0.020709855,-0.067138532,0.006425852,0.003937801,0.439956932,-0.010262182,-0.241478946,0.196605306,1.673768657,1.603479313,1.711044525,17.09304206
0.052405447,-0.057170461,0.024878959,0.230200543,0.35887469,-0.277852769,-0.088240894,0.245100308,1.588242083,1.615705061,1.745493099,17.01209296
-0.076715487,0.132944249,-0.002900198,0.060899871,-0.087578359,-0.435003384,0.09479727,0.287720024,1.461073614,1.605306487,1.776085796,16.92947624
0.093751045,-0.122363253,-0.030571169,-0.23382293,-0.513035619,-0.398412114,0.262725585,0.321985298,1.293077388,1.572105006,1.801731315,16.84412454
-0.09776916,0.050346117,0.016209326,-0.127897424,-0.483090189,-0.168267867,0.373574577,0.34537494,1.086519635,1.516318934,1.821492566,16.75509895
0.090883874,0.037326619,0.04401044,0.229915653,0.048355497,0.170167428,0.405457476,0.361680455,0.850882343,1.444061672,1.839924616,16.66684035
-0.079290104,-0.100087813,-0.066698543,0.19167991,0.594872298,0.453768204,0.341520722,0.363387048,0.587386047,1.353193861,1.85358012,16.57598419
0.074560868,0.118928256,-0.003617927,-0.205918021,0.59377354,0.532358908,0.186811487,0.341689262,0.296800271,1.240391215,1.857675863,16.47783007
-0.070109838,-0.069381644,0.11966797,-0.232911017,0.006051298,0.366306202,-0.01419179,0.301700831,-0.008382542,1.112211781,1.856557204,16.37651097
0.067417357,-0.02527673,-0.102830416,0.179627586,-0.626692023,0.02683902,-0.207763485,0.246204415,-0.318402933,0.971965454,1.851167978,16.27274411
-0.060996491,0.120139344,-0.075296018,0.284479923,-0.676613774,-0.3315781,-0.342601733,0.178107285,-0.623932592,0.822223128,1.841548603,16.16630708
0.051237243,-0.153256835,0.208716039,-0.126943115,-0.044713399,-0.532951534,-0.375348731,0.107840643,-0.909325265,0.671474785,1.833311762,16.062405
-0.042209238,0.088082064,-0.088961966,-0.339281627,0.672200332,-0.483791057,-0.299488269,0.038310873,-1.16559334,0.522496899,1.826560587,15.96083431
0.030896227,0.043527236,-0.191098322,0.051646477,0.754337675,-0.204820701,-0.135046207,-0.02402308,-1.380144946,0.382453462,1.825761196,15.86571952
-0.027939116,-0.179514196,0.255087605,0.363927265,0.067493151,0.16512747,0.065608275,-0.079346847,-1.545860896,0.254813921,1.832061569,15.77800689
0.025107276,0.217856009,0.013000662,0.016552104,-0.752032248,0.438851114,0.234764095,-0.132385289,-1.659538562,0.14115035,1.845136578,15.69731585
-0.028007125,-0.12524842,-0.311821568,-0.391994902,-0.879001352,0.479429417,0.313840485,-0.188457974,-1.719629205,0.043189055,1.865110833,15.62379009
0.0226814,-0.073954911,0.21953046,-0.117053368,-0.130697365,0.269167035,0.273066072,-0.250498344,-1.724280955,-0.03510477,1.894723114,15.5602924
-0.017281315,0.245135596,0.160903584,0.360125448,0.77262026,-0.105541781,0.099670678,-0.338077563,-1.689920519,-0.105144258,1.922303046,15.49567509
0.024320583,-0.253408074,-0.336746152,0.223107278,0.946124526,-0.448665709,-0.158799038,-0.454274455,-1.624662812,-0.169992278,1.944179811,15.42656068
-0.039068888,0.092918494,0.103338494,-0.267818365,0.21976479,-0.546560579,-0.399245376,-0.578271651,-1.522838198,-0.219897594,1.968756333,15.36123223
0.047374308,0.121173716,0.236271245,-0.305413529,-0.731890335,-0.325754385,-0.524272408,-0.6898209,-1.38403853,-0.24929087,2.000618093,15.3042635
-0.056174906,-0.269766694,-0.307227277,0.121544301,-1.028190112,0.086633504,-0.485160559,-0.779450041,-1.21949553,-0.262330273,2.035481607,15.25169494
0.057733848,0.252642903,0.018717332,0.315356663,-0.376599102,0.449826424,-0.284019135,-0.836620973,-1.04008528,-0.26203619,2.070618488,15.20124744
-0.04544714,-0.074092756,0.297656491,0.009852587,0.635194655,0.539143772,0.016127449,-0.860698535,-0.866080014,-0.260531916,2.094581548,15.14205483
0.034074932,-0.130870884,-0.234614092,-0.237927066,1.109321919,0.31914655,0.346026516,-0.829464851,-0.698375178,-0.253067818,2.111922229,15.07878444
-0.024035554,0.236128078,-0.118255779,-0.086499992,0.594616995,-0.071067961,0.61987292,-0.726590583,-0.540569653,-0.238870772,2.12309582,15.01191504
0.024237339,-0.176165589,0.324401333,0.144345416,-0.4830483,-0.397945915,0.761506033,-0.540311511,-0.394471091,-0.216730772,2.128867668,14.94213145
-0.033327814,0.00957734,-0.11378611,0.12987802,-1.152029236,-0.460982339,0.732562702,-0.259393855,-0.253784577,-0.179024686,2.136104588,14.87601326
0.039021732,0.129500312,-0.259403817,-0.046604885,-0.782908581,-0.226481794,0.530120541,0.113953228,-0.1123251,-0.118558962,2.151570865,14.82012022
-0.054617735,-0.174735867,0.273309591,-0.161749785,0.296735643,0.134057933,0.172284291,0.547861052,0.022993465,-0.040076121,2.171135849,14.77053299
0.075936258,0.105805619,0.079991669,-0.081141708,1.109086404,0.373254718,-0.282927596,0.997085829,0.144489782,0.050942462,2.190404851,14.72321268
-0.103532451,0.019415612,-0.318825866,0.131037,0.916814417,0.333838974,-0.736141174,1.414321271,0.249677069,0.153360424,2.209406616,14.67851043
0.13285621,-0.120497121,0.113913688,0.186058966,-0.126970979,0.030807647,-1.082196076,1.74158993,0.328640458,0.258255917,2.220777121,14.62952299
-0.14640689,0.154711519,0.268249928,-0.030408033,-1.065545097,-0.329939702,-1.213771149,1.9345297,0.379731904,0.362970019,2.222996463,14.57495214
0.14389699,-0.094447056,-0.267781842,-0.221481055,-1.003003201,-0.474402495,-1.047754122,1.972174314,0.413689162,0.474900978,2.223981854,14.5226051
-0.131922202,-0.03802716,-0.142695196,-0.097564429,0.010932651,-0.267566487,-0.57938018,1.84159862,0.438142155,0.598041206,2.228551731,14.4772993
0.096174612,0.140456464,0.346162513,0.169390184,0.99966331,0.174994972,0.094346904,1.53130638,0.450405945,0.727134104,2.233173235,14.43589164
-0.036019032,-0.14929871,-0.043307819,0.180575303,1.004528233,0.552872849,0.794733741,1.033443578,0.43622471,0.846004781,2.224073291,14.38530401
-0.022644201,0.092694969,-0.300734761,-0.05095549,0.061864132,0.608027528,1.341390396,0.374003438,0.393026146,0.94787747,2.196083821,14.32068778
0.091226416,0.023850162,0.240765937,-0.157382127,-0.856681323,0.300336193,1.609759494,-0.37908274,0.337504834,1.042031978,2.158768114,14.25131016
-0.167589505,-0.143473848,0.138557906,-0.039968013,-0.882470575,-0.198665939,1.531799847,-1.145485984,0.285234675,1.136007365,2.119762111,14.18443607
0.241153392,0.186403123,-0.344710827,0.076087251,-0.092219206,-0.61791307,1.098618959,-1.852080274,0.240560632,1.227303438,2.07717609,14.11805211
-0.301916543,-0.113616059,0.102744029,0.087904644,0.689718454,-0.713305225,0.387141755,-2.424045971,0.210761733,1.316799731,2.032442804,14.05342905
0.335716696,-0.045588242,0.279472645,0.030492072,0.751395594,-0.402978805,-0.448193164,-2.788910647,0.209261129,1.412214819,1.993733343,13.99850758
-0.356788368,0.165263685,-0.342618574,-0.117014582,0.098665091,0.142804088,-1.236947429,-2.908845575,0.233840177,1.508683861,1.957616143,13.95007747
0.365974993,-0.169702279,-0.039215383,-0.183358039,-0.60863438,0.599248691,-1.82281102,-2.782789534,0.267452849,1.588980298,1.908959152,13.89354266
-0.344504914,0.09195428,0.453625902,0.107596198,-0.65812832,0.731527471,-2.04238129,-2.402459734,0.317367339,1.658946422,1.854482685,13.83558377
0.283976659,0.004886039,-0.330225514,0.35330026,-0.039541145,0.480343582,-1.802040537,-1.78322332,0.388780672,1.723050849,1.799305982,13.7811914
-0.189678494,-0.079158617,-0.284651502,-0.02030227,0.566724584,-0.024157523,-1.119921318,-0.970819858,0.479646023,1.780425341,1.743549454,13.73053427
0.059931537,0.100944125,0.613357369,-0.513128595,0.5356958,-0.524199433,-0.125906269,-0.032823326,0.585741008,1.829713716,1.687072066,13.6836421
0.092062886,-0.087620285,-0.155878607,-0.173850458,-0.061057277,-0.767819478,0.959379859,0.94540651,0.69942615,1.867810595,1.628268579,13.63923977
-0.258919613,0.050955418,-0.595870211,0.585986287,-0.57210674,-0.641491857,1.867225386,1.862799892,0.80456185,1.884714832,1.559031255,13.58978105
0.444405111,0.01483511,0.664478607,0.439347226,-0.448141712,-0.205503019,2.360830682,2.62262636,0.885033304,1.870229007,1.470712869,13.5270841
-0.622094407,-0.062903054,0.198581285,-0.510541986,0.200227732,0.360889663,2.320137284,3.162651026,0.943769257,1.831096815,1.370460782,13.45829514
0.785023374,0.079366324,-0.932754224,-0.700398427,0.654141121,0.785786965,1.728863039,3.42165471,0.966848161,1.7571427,1.248536993,13.37379919
-0.895809593,-0.023892503,0.527751085,0.373623077,0.428342403,0.88723634,0.733881456,3.390781627,0.965727124,1.660809889,1.116508995,13.28475247
0.932807807,-0.080831119,0.639961417,0.932469625,-0.274095099,0.591944781,-0.444430741,3.065442661,0.932981545,1.535952406,0.967651902,13.18426655
-0.849783915,0.199800289,-1.068628491,-0.102069659,-0.705808856,0.015222831,-1.531831633,2.470849658,0.864310892,1.377746491,0.795788437,13.06572426
0.651821235,-0.196603213,0.170281893,-1.008506996,-0.31492831,-0.531154089,-2.217053299,1.702678934,0.798031372,1.219795424,0.631057552,12.95787196
-0.376856292,-0.027776568,0.949101174,-0.262630145,0.457892633,-0.818929664,-2.339273027,0.828419305,0.735950768,1.062294627,0.471646405,12.85824135
0.042201119,0.352054727,-0.929537484,0.92952956,0.705308112,-0.757668365,-1.887905689,-0.082364506,0.677726008,0.905124911,0.316076258,12.7650044
0.313869668,-0.550191317,-0.247339429,0.589863387,0.10150015,-0.409137205,-0.997271366,-0.962149521,0.621189982,0.747496033,0.162504636,12.67610774
-0.657413066,0.417236797,1.151440221,-0.746365226,-0.692625857,0.058892833,0.091436208,-1.751880139,0.560473425,0.585685094,0.006326247,12.58681128
0.958865877,0.061387903,-0.632842205,-0.845916319,-0.724042163,0.473239781,1.112308525,-2.389666902,0.499588497,0.425275832,-0.148225437,12.50097842
-1.198274708,-0.647477221,-0.705864692,0.479089506,0.134398494,0.706322544,1.834760827,-2.818985883,0.449861227,0.279263377,-0.289620506,12.42968836
1.314461409,0.901122375,1.132198579,0.954638272,0.904214613,0.652956192,2.073680584,-3.027913971,0.400071053,0.14153543,-0.423797117,12.36731113
-1.264779576,-0.571455921,-0.125611618,-0.233663567,0.60363398,0.273685062,1.727684738,-3.061034441,0.302159692,-0.028809128,-0.590304427,12.27517975
1.085989087,-0.118165987,-0.88938612,-0.854251432,-0.37290815,-0.180144914,0.971917409,-2.87138535,0.19924285,-0.189826471,-0.749843094,12.19155154
-0.832356244,0.699382408,0.641217836,0.021658506,-0.937172054,-0.50204257,0.028911953,-2.473625352,0.091805512,-0.34022767,-0.902426911,12.11602939
0.532280039,-0.829437366,0.317621202,0.663368262,-0.485067834,-0.596845957,-0.865268387,-1.911989409,-0.031303743,-0.488691355,-1.056922342,12.03987804
-0.215213894,0.456143879,-0.663340767,0.079020226,0.499604987,-0.465582134,-1.494588818,-1.235680285,-0.175820186,-0.639393969,-1.217788443,11.95871152
-0.072525028,0.187440461,0.144785546,-0.459044291,0.962431857,-0.183477481,-1.718971301,-0.499917428,-0.347888491,-0.798536763,-1.391830602,11.86564947
0.319577629,-0.666521726,0.411637462,-0.014429734,0.43638383,0.173954816,-1.476572849,0.2636543,-0.531088792,-0.953261118,-1.568065705,11.77098904
-0.511859381,0.680007717,-0.318271484,0.338165159,-0.530947419,0.49902252,-0.834314127,1.018148073,-0.712740786,-1.095376643,-1.74021266,11.68029606
0.632657134,-0.251061735,-0.131619872,-0.132254757,-0.954555206,0.667838819,0.02887176,1.722698439,-0.882850848,-1.219346299,-1.904342262,11.59688493
-0.691055192,-0.333824868,0.237913705,-0.34832123,-0.411763732,0.589022231,0.877446243,2.340964347,-1.027298196,-1.315138226,-2.051709207,11.52896663
0.659564361,0.638950085,-0.025878198,0.233832362,0.501096003,0.223256835,1.457730103,2.82161027,-1.146103152,-1.384250097,-2.183715403,11.47518452
-0.550891387,-0.484279382,-0.109212657,0.394462327,0.806246508,-0.374026976,1.555537006,3.086708919,-1.269012432,-1.455116147,-2.327150414,11.40947721
0.419883509,0.057982701,0.079062411,-0.260236803,0.301723555,-0.919644778,1.152925492,3.114866754,-1.389704721,-1.524082601,-2.478520197,11.33515667
-0.298147369,0.33587601,0.004893371,-0.444453165,-0.356441187,-1.052283558,0.417920411,2.932061358,-1.475362517,-1.563840298,-2.611924685,11.27730067
0.179068942,-0.503379339,-0.093476241,0.204569094,-0.575547492,-0.658202826,-0.444385006,2.528956796,-1.537399091,-1.587411759,-2.739711299,11.22369464
-0.072378746,0.380282219,0.101735895,0.493363947,-0.284382382,0.115965614,-1.18631208,1.919492797,-1.579764064,-1.599907974,-2.866073116,11.17033064
-0.011239557,-0.063801666,0.011534572,-0.130032218,0.149540414,0.915901627,-1.586695006,1.139243248,-1.602281765,-1.602754539,-2.991677576,11.11660774
0.066354032,-0.250786163,-0.142895817,-0.542896809,0.353156721,1.332679982,-1.522059308,0.237207237,-1.606547361,-1.599163142,-3.118905803,11.06022062
-0.081004476,0.403523498,0.135491819,0.047858682,0.269962082,1.117577832,-0.998470571,-0.72376371,-1.593545647,-1.592265052,-3.250257243,10.99863358
0.056981849,-0.323781381,0.065120577,0.612428045,0.085129164,0.339165045,-0.139154344,-1.658510021,-1.551589402,-1.573507307,-3.377043897,10.94023976
-0.004980152,0.063571007,-0.258375724,0.047436202,-0.105290853,-0.675378093,0.80470671,-2.502772849,-1.489526706,-1.553401497,-3.508927597,10.87541785
-0.046493195,0.24491399,0.177781504,-0.655486725,-0.255039462,-1.429852741,1.565619341,-3.181774152,-1.404121913,-1.531352455,-3.645070607,10.80474458
0.087330042,-0.41108056,0.193575237,-0.14817558,-0.274816025,-1.505453233,1.92982377,-3.621407232,-1.284927539,-1.50036739,-3.778841553,10.73429224
-0.103252045,0.331580574,-0.414605076,0.698295113,-0.083749008,-0.808108673,1.780573828,-3.769130639,-1.126410888,-1.457724359,-3.907887389,10.66583045
0.076048487,-0.051350223,0.113078693,0.299485667,0.266312943,0.377411747,1.153931461,-3.579287945,-0.908358285,-1.385542547,-4.01500123,10.6157808
-0.038815754,-0.326098868,0.355160648,-0.780718289,0.432640316,1.435676157,0.174300691,-3.067287781,-0.638856832,-1.289455138,-4.104725209,10.57959759
-0.003894952,0.564598638,-0.435994631,-0.570745449,0.138060179,1.755815,-0.955119637,-2.297366899,-0.344902971,-1.190531717,-4.195928827,10.53888211
0.056731486,-0.458158111,0.017728254,0.814374332,-0.359974488,1.14952241,-1.927666268,-1.318764617,-0.020857814,-1.078538743,-4.277437952,10.50462528
-0.126787779,0.001696723,0.436607201,0.898281504,-0.553583361,-0.102433526,-2.472620537,-0.214669999,0.323378264,-0.957123663,-4.351587043,10.47446154
0.206381599,0.548561937,-0.409241277,-0.726887955,-0.182596503,-1.357665926,-2.406616405,0.9272659,0.684374883,-0.822646357,-4.413460483,10.45322043
-0.299385744,-0.845962573,-0.116968109,-1.26829791,0.427630593,-1.953129146,-1.702170077,2.011226946,1.05524997,-0.673603635,-4.459988695,10.44398875
0.366313129,0.608045336,0.509668452,0.449735324,0.636423434,-1.556381407,-0.503922437,2.945579258,1.431850104,-0.503677688,-4.482525436,10.45575238
-0.413403266,0.045829588,-0.369636573,1.496415442,0.093441982,-0.413432375,0.837595837,3.592650149,1.758565026,-0.353360909,-4.516863114,10.45420132
0.47340996,-0.678412098,-0.122417147,-0.013815546,-0.626471907,0.926621585,1.981013902,3.885203895,2.019906262,-0.227102948,-4.564489357,10.43853327
-0.530263987,0.918271497,0.552250646,-1.547036005,-0.650481969,1.848533618,2.652149565,3.804112116,2.212466649,-0.121301494,-4.620211289,10.41405826
