IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,residual
-148.5368388,319.5174371,50.83034675,-1223.143447,-61.92665134,34.96571723,86.69857561,455.3138862,-35.83215469,-35.0790525,-20.14761491,2975.689797
-146.9740561,322.3643863,54.12897932,-1208.323104,-51.34698925,37.57451191,54.26487417,497.4722588,-16.11974362,17.49190529,20.97214039,2977.884837
-145.4200681,325.1686514,57.36978035,-1193.133928,-40.51599076,40.40249758,20.20533016,508.8090609,24.55156005,41.21585527,-9.204297708,2980.071549
-143.8815943,327.9122147,60.48064586,-1177.409548,-29.43894932,43.38877031,-10.16354366,462.1061396,77.91742005,53.40742899,-22.9054773,2982.246493
-142.3327841,330.6708626,63.7376685,-1161.794158,-18.11430166,46.92997405,-53.37356907,425.4700187,113.5874838,29.10686149,26.88830973,2984.423634
-140.7718844,333.4492594,67.15983937,-1146.330778,-6.538991693,51.05068725,-110.7718337,402.3838619,133.2438502,-47.37859494,0.220723465,2986.603861
-139.2169404,336.1959533,70.55421712,-1130.570476,5.282414154,55.5150177,-169.9073885,335.1273699,145.5010765,-77.00363729,-6.905195295,2988.777588
-137.6618616,338.9287555,73.98596547,-1114.664773,17.35138421,60.42125299,-234.6634356,237.613747,143.2934192,-64.73409274,-6.118460758,2990.948099
-136.1481876,341.4980885,77.02016563,-1097.554094,29.77504071,64.63048043,-276.7416065,160.9048951,115.8439136,-20.16044675,10.41198851,2993.089762
-134.681706,343.8844847,79.5959239,-1079.091739,42.56410597,68.01643401,-292.01037,102.1479432,60.50923252,79.98162167,-8.685091071,2995.19916
-133.2382629,346.1718118,81.96727687,-1059.89072,55.67011491,71.19497756,-296.6273872,45.88625672,-24.20555291,93.51084752,2.979800444,2997.290837
-131.8300545,348.3164269,84.00654364,-1039.639978,69.12433478,73.84227727,-282.1337145,3.876669042,-143.3123954,16.13989366,4.702698718,2999.357298
-130.4371081,350.3930936,85.92217274,-1018.850966,82.86616703,76.57055303,-262.0342769,-69.32167295,-204.1281227,-21.40946476,-7.94156305,3001.411188
-129.0578093,352.4072656,87.73131541,-997.5642681,96.89409427,79.42521499,-237.2407194,-176.1512114,-200.5124728,-46.97221006,16.39734103,3003.45346
-127.7130885,354.2823768,89.21525733,-975.2448348,111.2672883,81.81376998,-193.2930078,-284.6716529,-182.2038425,-45.59055377,-7.982771421,3005.471059
-126.3991334,356.032638,90.41391338,-951.9900133,125.9754005,83.85810614,-132.6248893,-405.2043833,-125.0309842,4.90094045,-31.41798654,3007.466392
-125.0793947,357.7837826,91.71197501,-928.7265537,140.9489501,86.46320024,-80.54667603,-470.224128,-67.9005238,21.40453943,34.0234976,3009.461331
-123.7537377,359.5356135,93.11119197,-905.4570274,156.1914249,89.62747477,-37.03413401,-469.8126172,-14.71239653,10.92731875,20.95100846,3011.45588
-122.4375359,361.2358337,94.44976426,-881.7917205,171.7315258,92.99220949,8.827878411,-443.2709735,74.4409565,12.9604347,-19.91927515,3013.440902
-121.1218589,362.9148992,95.82186813,-857.9566354,187.5542145,96.77924698,50.95924018,-370.5058504,191.6324289,13.2562704,-60.14553243,3015.421709
-119.8338791,364.4778069,96.94219822,-833.2609887,203.7191181,100.300227,108.39583,-282.7855854,229.8966212,6.093323273,58.72347025,3017.381858
-118.5756097,365.9174575,97.78975695,-807.6532854,220.232015,103.5100416,182.6947274,-182.4457534,184.7264044,-5.834321852,36.04844459,3019.320123
-117.3263017,367.3056001,98.5828802,-781.6598363,237.0525711,106.9327027,259.5633984,-35.62693077,101.9539388,-22.46530386,-59.50168095,3021.248962
-116.092185,368.6203013,99.25630278,-755.1219148,254.1959781,110.4133788,343.4831046,151.9701931,-46.66739376,-44.51840164,9.74604936,3023.164587
-114.8399778,370.0711111,100.1303731,-728.9677176,269.5318929,112.4901504,399.0091922,262.1286625,-115.2521507,-23.55597423,6.216614777,3025.097823
-113.5640752,371.6869056,101.261171,-703.3476434,282.8386431,113.0692684,421.1083065,288.8270429,-92.23472107,45.13894784,8.383030915,3027.053124
-112.284599,373.3534805,102.4512849,-677.7111546,295.1246915,112.7226502,429.7408405,285.1380573,-72.41448112,48.71021455,-12.71426463,3029.01328
-110.991367,375.1333687,103.7993103,-652.3406372,305.7700496,111.0381611,414.3462268,219.640416,-19.29715531,-8.20328347,15.49737005,3030.98754
-109.6986784,376.9228008,105.1721292,-626.8247141,315.9869952,108.9768398,392.1392713,170.5040886,6.417566733,-25.43801961,-3.279360813,3032.961081
-108.4075888,378.7160273,106.5594311,-601.1344585,325.8196242,106.5587984,364.2409346,142.4770364,-6.785860931,-21.50404095,-28.82292765,3034.933025
-107.1015834,380.6222076,108.1186097,-575.7349146,334.0946123,102.927736,312.4264351,69.5242594,-0.07669727,5.223527611,34.70654762,3036.91926
-105.7831102,382.6230433,109.8271499,-550.5549541,341.0281468,98.25782209,239.8062086,-31.94370564,10.6710838,72.68788788,-15.51675805,3038.917186
-104.4839526,384.5407002,111.3723574,-524.7273952,348.1659939,93.40845052,177.5748288,-87.37444072,14.08005051,54.47501896,3.278472604,3040.899916
-103.2041905,386.3768179,112.7529168,-498.2516346,355.463195,88.32794573,125.6524058,-98.05464259,15.91181392,-52.58876639,2.336519729,3042.867619
-101.929638,388.2079054,114.1094831,-471.5117858,362.2872422,82.69673478,70.65553752,-88.50420644,9.493846956,-82.94708131,-9.190002597,3044.831964
