sub1,sub2,sub3,sub4,sub5
1009.435159,-74.66745837,-76.15041177,506.3915232,4222.279097
996.8285713,-51.50536202,-91.50243855,541.6851155,4222.7532
972.7299497,-24.95341541,-109.4207981,576.4628091,4223.284271
954.8531491,-3.561075972,-153.9349157,610.0525736,4224.069767
948.7368991,30.22847822,-226.1008651,639.7860182,4225.02407
915.2189379,63.54074892,-289.6166858,661.9363339,4225.94019
910.8226859,46.54547206,-311.6553619,672.5299212,4226.561254
892.1911755,4.178806212,-305.4518952,670.3979025,4227.161398
865.5660723,16.8029495,-315.7167801,654.7425105,4228.055618
860.7307372,77.54605376,-352.9911941,621.5241617,4228.83654
845.8963454,106.5078143,-361.8641867,569.231596,4229.531882
812.1836666,61.57254891,-295.5949061,498.0057794,4230.373264
813.5120788,-15.85590082,-195.7354123,406.5902286,4231.156471
805.9293065,-74.68816174,-148.6439001,294.2986437,4231.607162
750.9398419,-135.6358199,-170.8328498,163.5770732,4231.848744
780.0467382,-215.2118957,-186.0502518,20.13775466,4232.490801
750.7483232,-235.5283947,-137.0185424,-132.7400333,4233.539616
706.9154971,-120.0105011,-71.14075815,-292.716263,4234.776538
749.442789,62.63565338,-83.62880168,-456.6774703,4236.090592
694.0577852,197.7879068,-190.7617579,-621.549778,4237.283273
678.1278428,275.8149516,-299.4450151,-783.244668,4238.269944
705.9707295,312.2257254,-322.5646595,-935.5190471,4239.378983
650.849605,277.6760826,-293.4448683,-1075.580953,4240.184263
644.2471021,176.5093854,-307.6981146,-1196.642368,4241.154716
667.0146064,-34.07825631,-390.2761017,-1294.889974,4242.214212
611.935661,-338.8944326,-447.6632062,-1367.072657,4243.318586
608.8867536,-513.084145,-382.8044291,-1407.646444,4245.104829
644.0155328,-443.4021926,-231.6937249,-1414.032672,4247.929928
559.0034998,-335.3825557,-123.8622005,-1390.239495,4251.128566
621.7083239,-236.457929,-107.8130484,-1337.31367,4254.984718
580.3735936,102.7791324,-102.6000883,-1259.655353,4259.295343
565.3277989,635.3751908,-20.13939538,-1161.961929,4264.02357
596.6331634,841.9519889,98.09054144,-1054.340148,4268.031625
551.9682989,541.7395294,134.1823273,-943.0750598,4270.779919
557.3740562,131.715797,47.23720854,-827.0144614,4272.938818
554.8746441,-173.0017535,-80.24818013,-705.1525726,4274.872818
539.0014277,-494.973195,-140.4724246,-575.8269284,4276.983982
524.8323273,-719.3799879,-123.4932789,-437.5064716,4279.682742
541.8018456,-546.7243925,-113.637746,-290.7489253,4283.102358
507.9412325,-85.0572918,-168.3912243,-138.094781,4287.203939
523.7415795,232.7151961,-240.8214446,13.77034569,4291.272643
514.8284646,272.1948543,-234.6990504,158.6072778,4294.709089
494.913774,233.1682783,-126.6916283,296.06215,4298.087933
507.1216226,218.7022437,-9.16227433,422.3686621,4301.183625
491.6467153,207.059715,29.17898873,534.8850523,4303.953957
482.9862683,154.3127992,12.44913396,632.3002368,4306.527327
480.1215637,17.41271542,33.22083363,713.4393949,4308.976276
476.3876051,-133.2954427,118.4421221,775.033439,4310.78588
462.5014967,-162.5622295,192.6729066,818.8748619,4312.332959
448.9203498,-146.2001412,168.7117209,846.4041993,4313.734171
464.8730619,-188.6581908,63.39834824,859.9011296,4315.189875
427.0729214,-149.5328286,-20.39348118,861.1532499,4316.743787
435.7517558,46.42698841,-22.0633115,851.4358999,4318.311404
433.9857339,158.9593506,3.57553813,831.9557861,4319.777658
412.2562979,55.24876409,-36.92459197,802.940634,4320.756412
398.8876917,-29.12099132,-143.5976207,767.7811535,4321.44807
