sub1,sub2,sub3,100mspd,10mspd
0.241880756,-5.233765487,12.72188473,9.8409,8.3969
0.849032135,-2.673482137,13.56445,9.6485,8.2321
0.26611036,-2.395863546,14.33975319,9.5377,8.1397
-1.131607684,-4.028682653,14.94029034,9.4999,8.1122
-0.472749746,-1.758149856,15.3408996,9.5128,8.1311
0.838273107,0.503955907,15.57777099,9.5525,8.177
0.603763067,0.066321737,15.7099152,9.5992,8.2329
-0.339004293,0.617696853,15.78130744,9.6486,8.2901
-0.24127681,0.871135006,15.8001418,9.7001,8.3414
-0.759198376,-0.734254437,15.74345281,9.7514,8.3781
0.808203528,-0.852237241,15.58403371,9.7973,8.3917
-0.038731598,0.83218584,15.32654576,9.8298,8.3822
0.450906419,2.164147561,15.03494602,9.8405,8.353
-0.34299965,3.777124508,14.83587514,9.8222,8.3076
-0.73259982,4.650909009,14.89169081,9.7726,8.252
0.620332647,2.890553841,15.34911351,9.7066,8.1967
-0.033260867,2.182956299,16.28030457,9.6435,8.1534
0.294548575,3.207143706,17.63830772,9.6022,8.1334
-0.518241067,2.872411264,19.2458298,9.5957,8.1432
0.382003173,4.332068255,20.82592857,9.6165,8.1742
0.107730528,6.16350962,22.06875985,9.651,8.2134
-0.651016688,4.585798814,22.71521787,9.6847,8.2472
-0.121929064,4.110902369,22.63102669,9.7056,8.265
0.822718752,4.500717025,21.84656422,9.7151,8.2695
0.52712355,4.144646487,20.54822996,9.7187,8.2675
-0.722331763,4.949220248,19.02311151,9.7229,8.2663
-1.356091997,5.121502565,17.57458943,9.7331,8.2726
0.836570369,4.946729384,16.43670025,9.7505,8.2886
1.307573273,4.456658462,15.71576827,9.7747,8.3158
0.260960532,3.660525987,15.37851348,9.8057,8.3557
-1.863653563,4.45405452,15.28959904,9.8397,8.4057
-0.81505689,4.491043135,15.28401375,9.8591,8.4477
1.690126287,3.952842957,15.24703076,9.8429,8.46
1.499045519,3.9395671,15.17138738,9.7718,8.4219
-1.423654116,2.764511027,15.16914309,9.6386,8.3243
-1.71943618,2.407554129,15.43188205,9.479,8.1995
0.668121813,2.979920555,16.15195763,9.3339,8.0846
2.313577927,2.563833725,17.43258835,9.2369,8.0107
-0.988764745,2.668497746,19.220267,9.2069,7.9956
-1.383374192,2.55658876,21.28678543,9.2216,8.0198
0.174202871,0.903836825,23.2719603,9.2526,8.0582
1.455382804,0.747394016,24.77722318,9.2736,8.0874
-0.48123233,1.36944836,25.48178397,9.265,8.0891
-0.888443973,0.124815949,25.24362802,9.234,8.0657
0.803335017,0.215888562,24.15077642,9.1926,8.0239
0.019821157,0.536795172,22.50338367,9.1534,7.9706
-0.510914626,-0.978666187,20.72958081,9.1284,7.9151
-0.05268345,-0.457421775,19.26010522,9.1113,7.8615
1.006728938,0.132104318,18.40116674,9.0835,7.806
-0.543733323,-0.822859758,18.24659308,9.0166,7.7361
-0.925013908,-1.083199693,18.6582136,8.8888,7.6402
0.98474974,-1.82618359,19.32143385,8.7281,7.5315
0.336448334,-2.46466715,19.85821882,8.5778,7.4321
-0.575967049,-2.274536452,19.9605035,8.4791,7.3623
-0.718775416,-1.471153595,19.49992901,8.4587,7.3341
1.281852675,-1.029181811,18.57732914,8.499,7.3388
-0.006678351,-1.348535369,17.49521372,8.5724,7.3637
-1.079082579,-1.232974259,16.66205684,8.6522,7.3966
0.180072936,-2.739991456,16.45991852,8.7178,7.4286
0.73692921,-3.386040163,17.11911095,8.7683,7.459
0.570233419,-2.531339865,18.64110645,8.8054,7.4877
-1.64303568,-3.141494529,20.79453021,8.8279,7.5123
-0.062734565,-1.091767799,23.18450236,8.8357,7.5311
1.200863656,0.227891339,25.371245,8.8421,7.5524
0.745783255,-1.513883035,26.99809978,8.8655,7.5881
-1.251136578,-1.766078199,27.88721478,8.9249,7.6512
-1.783328202,-3.230216465,28.07354467,9.0351,7.7517
2.473980128,-4.073797775,27.76981765,9.1865,7.8813
0.796275405,-1.815051098,27.27877569,9.361,8.0246
-1.295789947,0.279894898,26.88589505,9.5379,8.1631
-1.87995606,0.729762053,26.77019401,9.696,8.2785
1.90967968,-0.391280994,26.96160131,9.8188,8.3596
1.186730221,-1.551386961,27.35465674,9.8927,8.3984
-1.255053598,-3.002353047,27.76740665,9.904,8.3873
-0.902042548,-2.837079222,28.01912177,9.8485,8.3253
0.73611296,-0.412385888,27.99627293,9.7582,8.2384
0.299298199,0.71678061,27.68392119,9.6733,8.1593
0.116800625,0.78770213,27.15549725,9.6337,8.1197
-0.099334075,0.428285206,26.53104887,9.6675,8.1417
-0.41697735,-0.07849267,25.92547002,9.7577,8.2093
-0.309895787,-1.659831752,25.40972754,9.8762,8.2974
0.316244107,-2.436001444,24.99975734,9.9945,8.3805
1.448420943,0.037836495,24.67374256,10.0903,8.4392
-1.476999644,0.181658156,24.40534149,10.1669,8.4807
-0.348276958,0.48438781,24.19388915,10.2344,8.5192
-0.103882212,2.878587558,24.07529465,10.3031,8.5689
1.796905344,0.315386903,24.10770775,10.3824,8.6409
-0.77449244,-1.764524156,24.3390166,10.4766,8.7321
-0.869055835,-0.423676556,24.77273239,10.5881,8.835
-0.072796908,-0.99756299,25.3503599,10.7189,8.9416
0.933011537,-0.50419446,25.96118292,10.8671,9.0437
0.31101824,1.141204724,26.47777704,11.0173,9.1343
-0.938333114,1.215036943,26.80329617,11.1509,9.2065
0.114385651,0.985267027,26.91034732,11.2492,9.2538
-0.011658346,0.327623501,26.85403484,11.2964,9.2699
0.492032308,-0.004445864,26.75241356,11.2872,9.2505
-0.26115796,-0.500292184,26.74145014,11.2189,9.1919
-0.128533704,-2.043983772,26.92251748,11.0882,9.0898
0.385316211,-1.298943947,27.32362774,10.9001,8.9464
-0.774036372,0.914311993,27.88972438,10.691,8.7897
0.560221877,1.344668867,28.50510926,10.5063,8.6546
-0.085663879,1.787734603,29.03792928,10.3918,8.5769
0.556675977,1.585061191,29.38826283,10.3804,8.5813
-0.701923864,-1.34915706,29.52108092,10.4481,8.6445
-0.495325835,-3.407500389,29.47282622,10.5527,8.7285
0.633436737,-2.39522677,29.33179003,10.6496,8.7921
0.801600704,-0.274227357,29.20262665,10.7026,8.8037
-0.716882504,1.926884914,29.16999759,10.7123,8.7703
-0.558466137,2.784314417,29.27415172,10.6875,8.7086
-0.108813996,1.13463956,29.50417444,10.6345,8.634
1.278105463,-1.524790413,29.80668495,10.5596,8.5596
-0.135447887,-3.197369314,30.1028172,10.4712,8.4889
-1.054868749,-2.371320686,30.30618943,10.3777,8.4223
0.004174185,0.147626509,30.33819931,10.2845,8.3578
0.969734441,1.448986574,30.14127899,10.1933,8.2914
-0.412693495,1.080206407,29.69248709,10.1038,8.2224
0.213637214,0.078735179,29.01762761,10.0167,8.1518
-1.054904162,-0.696461297,28.20136546,9.9334,8.0815
1.478943448,-0.663969678,27.38502623,9.86,8.0171
-0.742285186,-0.672193004,26.74447819,9.8198,7.9784
-0.373119391,-0.303957043,26.44707643,9.8401,7.9886
0.521691858,-0.178744253,26.59705239,9.9486,8.0711
0.240307752,-1.218351144,27.18804339,10.1593,8.2387
-0.155652469,0.131479437,28.08417303,10.4308,8.4597
-0.647717874,2.043651137,29.04406674,10.7062,8.6897
-0.027601185,0.850865993,29.78673519,10.9281,8.8836
1.49357534,0.166202789,30.08022187,11.0525,9.0051
-1.208753568,-0.652628252,29.82138182,11.0853,9.0523
0.123238061,-1.788018793,29.07478073,11.0437,9.0304
-0.348172071,-0.36407349,28.05224556,10.9423,8.9421
0.89478068,1.10767932,27.03754,10.7952,8.7942
-0.502986833,2.489337257,26.28364958,10.6267,8.6216
-0.173668011,1.940646475,25.92302154,10.4638,8.4668
0.472527261,-0.579903866,25.9273766,10.3351,8.3733
0.022108076,0.003897291,26.13399463,10.2632,8.3722
-0.915669385,-0.32184061,26.32750999,10.2407,8.4357
0.429439848,-0.241595817,26.34215597,10.25,8.5182
0.834495422,2.815640355,26.13986422,10.2696,8.5703
-0.077667364,1.778291525,25.82937584,10.2769,8.5516
-1.308601929,0.941777777,25.61682415,10.252,8.4672
0.096477729,1.355197218,25.70832505,10.1774,8.3347
1.376489679,-0.513267357,26.20677768,10.035,8.1711
-0.138176715,1.169551918,27.0486248,9.818,7.9942
-1.029829213,1.999912535,28.00991668,9.5678,7.8278
0.20226625,1.046099523,28.78163423,9.3377,7.6978
0.052477558,2.572934958,29.08458748,9.1807,7.6301
0.784943437,0.887895347,28.77716122,9.1353,7.6414
-0.983691017,0.161686979,27.91200404,9.1773,7.7071
1.096220088,2.184783098,26.71899681,9.2648,7.7904
-1.289074108,1.186981099,25.52209301,9.3531,7.8527
0.309545831,1.776585403,24.62386877,9.4056,7.8638
0.299682635,2.247312378,24.20300499,9.4218,7.8324
0.923996106,0.093577096,24.2624268,9.4102,7.7767
-1.143706468,0.960026957,24.64367951,9.3781,7.7142
-0.728959136,1.712460291,25.09649885,9.3321,7.6591
1.059483883,1.077782664,25.37273345,9.2809,7.6157
0.709456544,2.222326434,25.30821702,9.2347,7.5873
-0.859145531,1.573637289,24.86550824,9.2055,7.5782
-0.672930223,-0.185948999,24.12887922,9.2042,7.5926
0.68935914,0.218986285,23.26165457,9.2335,7.6293
0.556501798,0.67619606,22.44730214,9.2886,7.6809
-0.725031147,0.688664953,21.83636619,9.3605,7.7359
0.066241381,1.200256529,21.51350209,9.4398,7.7846
0.160276008,1.221703013,21.48802098,9.5158,7.8242
-0.031671225,0.238556719,21.70311451,9.575,7.8519
-0.298179562,-0.637995249,22.05617481,9.5991,7.8611
0.760768647,-0.565226556,22.42445791,9.5765,7.8482
-0.637754846,-0.655568045,22.69332289,9.5285,7.8253
0.11554997,-0.830574999,22.78502503,9.4833,7.8065
-0.457489765,-0.136058523,22.68354829,9.4634,7.801
1.238447423,-0.005773787,22.44732636,9.4817,7.8118
-0.689999582,-0.630748097,22.20074768,9.5343,7.8385
-0.673606502,-1.086388936,22.09999544,9.6163,7.8829
0.692849507,-1.881590237,22.27874073,9.7255,7.9487
0.341329336,-2.191745713,22.79041638,9.8542,8.0351
-0.370814722,-1.829351124,23.57016585,9.9663,8.1152
-0.430193491,-1.856051367,24.43624486,10.0136,8.1513
0.405827134,-1.492931673,25.13710454,9.9459,8.1047
0.164392491,-1.535800255,25.43140776,9.744,7.96
-0.049868828,-2.712368037,25.17223686,9.4909,7.776
-0.364469264,-2.317383851,24.36185312,9.2834,7.6191
0.306595948,-1.429774104,23.15317816,9.1981,7.5367
-0.096484278,-2.709004242,21.79548852,9.2781,7.5566
-0.187052091,-3.098540992,20.54559308,9.4954,7.6795
0.762630377,-2.483705079,19.5810747,9.8093,7.9037
-0.744091565,-3.837352474,18.95144404,10.176,8.2235
-0.269193357,-3.34676221,18.58595557,10.5545,8.6209
0.604235683,-0.325108583,18.3508729,10.9256,9.0398
0.403555797,-0.829767991,18.12621219,11.2738,9.4131
-0.65515699,-2.828263144,17.86342013,11.579,9.6695
-0.527884061,-2.527678223,17.59556228,11.8204,9.7567
0.737557095,-3.533530725,17.39597363,11.9872,9.7093
0.585582557,-4.19396205,17.30837949,12.0718,9.5845
-0.861247313,-1.086621343,17.28786866,12.0663,9.4387
-0.290296721,0.47120487,17.18909185,11.9691,9.3145
0.390972263,-1.157055493,16.81608323,11.8099,9.2063
0.541452478,-1.658367986,16.01691551,11.6262,9.0968
-0.244298881,-1.516523414,14.7808223,11.4564,8.9694
-0.808605321,-1.459843946,13.28844927,11.33,8.8142
0.77178901,-0.25416919,11.88238018,11.2409,8.6457
-0.539120255,0.290117176,10.95900308,11.1732,8.4838
0.993687545,-0.633204547,10.819517,11.1104,8.3471
-0.318536684,-1.23206065,11.54059733,11.0362,8.2455
-1.343868669,-0.428683585,12.92255225,10.9373,8.1569
0.766332319,1.859445318,14.54422236,10.8016,8.0516
1.434851015,3.254662174,15.91048681,10.6173,7.9007
-0.955026619,1.786827941,16.63819868,10.3773,7.6837
-1.288336385,0.191214794,16.60712159,10.0904,7.4132
0.510991936,0.205951862,16.0130562,9.7701,7.1101
1.601418901,0.601170449,15.29741065,9.4305,6.7952
0.264901063,2.088798805,14.97630013,9.0963,6.4941
-3.465668799,3.722673915,15.43299488,8.8318,6.2516
1.696254962,2.810297325,16.75344771,8.7048,6.1131
2.215186796,2.165703305,18.6691099,8.778,6.1205
-1.398109891,3.817635022,20.63047487,9.0704,6.2855
-1.659817243,3.734732437,21.98508481,9.4279,6.5027
0.37554231,1.929729783,22.19472791,9.6493,6.6358
2.885300795,1.501506432,21.01319277,9.5301,6.5473
-2.105756795,1.483112951,18.56264384,8.9455,6.1528
-0.372493962,2.616563959,15.28593,8.0779,5.5653
-0.794014748,5.186036726,11.79797802,7.1831,4.9447
3.232731387,4.863140225,8.694128388,6.4929,4.433
-2.116980513,2.654563099,6.384394526,6.1398,4.1066
-0.508482086,2.142364004,5.00754406,6.0332,3.9109
0.52283118,1.725497098,4.445207574,6.053,3.7761
0.659362025,1.724261952,4.418079338,6.0941,3.6459
-0.297663422,2.432489968,4.618451433,6.0757,3.4843
-0.1357742,1.860449005,4.825427306,5.9985,3.3087
-1.01090012,2.296261444,4.962345615,5.8836,3.1501
1.878101818,3.178737061,5.083161121,5.7533,3.0413
-1.238985531,1.521895374,5.303949161,5.6325,3.0121
0.847511625,0.536779068,5.715709308,5.5442,3.0611
-1.22344281,0.945118727,6.318324084,5.5063,3.1688
0.408459832,1.058603825,7.002936342,5.5303,3.306
1.536713351,1.505733299,7.587553349,5.61,3.4423
-1.964374926,-0.178428906,7.888097906,5.6927,3.5484
0.6420332,-2.626706946,7.793394482,5.7168,3.5926
-0.368712066,-1.3819338,7.312502659,5.623,3.5385
1.704636617,1.479901966,6.575461417,5.3755,3.3646
-1.88250489,2.734483652,5.788021237,5.0224,3.1103
0.057021136,0.323815534,5.15916333,4.6276,2.8242
0.904868252,-3.788364458,4.830033176,4.2493,2.5409
0.585836793,-4.296416776,4.83099124,3.9354,2.2836
-2.116154906,-2.480798086,5.081255345,3.6937,2.0724
1.533179301,-0.281640267,5.428460965,3.5139,1.9237
-0.467131097,0.666754394,5.710376704,3.3695,1.8375
1.145304603,-2.219046642,5.81374204,3.2339,1.8087
-2.441806256,-3.266302607,5.708108863,3.1063,1.8303
1.943064664,-1.436976521,5.443911857,2.9918,1.8833
-0.076980087,-2.341827685,5.118807772,2.8778,1.9196
-0.755740776,-2.942830461,4.828571237,2.7379,1.8861
0.125724484,-2.219552202,4.623827719,2.5792,1.8002
0.15335155,-2.983434665,4.490083115,2.4259,1.698
0.655513635,-2.343411279,4.357897644,2.3077,1.6102
-1.174861825,-0.812409289,4.137271113,2.2457,1.5517
0.476311361,-1.596921651,3.76061029,2.2167,1.4992
0.425098559,-2.650892376,3.215793817,2.1822,1.4268
-0.366739687,-2.278924186,2.555663873,2.1026,1.3108
-0.218363986,-1.892094217,1.880458202,1.948,1.1347
0.276321972,-1.957213408,1.300891436,1.7268,0.91474
0.180669245,-1.467894904,0.897225659,1.4635,0.69866
-0.3373068,-0.743493024,0.690799825,1.2073,0.62678
-0.029442252,-1.009487466,0.638929718,1.0776,0.86246
0.317587636,-1.361952932,0.654365295,1.1823,1.2643
-0.122648376,-0.868043878,0.640692254,1.4356,1.6529
-0.206680906,-0.642450888,0.529131794,1.6672,1.9124
0.182188687,-0.804523073,0.302334386,1.7639,1.9732
0.106719698,-0.423359725,-0.003359973,1.7247,1.8756
-0.200569868,0.127314111,-0.316744242,1.5831,1.6859
-0.013714635,0.186589307,-0.562874672,1.3758,1.4684
0.171531298,0.121840282,-0.69337158,1.1453,1.2845
-0.027811436,0.351707781,-0.703896345,0.9612,1.1752
-0.171893931,0.444595924,-0.632701993,0.89499,1.18
0.101748835,0.180409041,-0.542157876,1.0518,1.3147
0.13153572,0.210374274,-0.491909994,1.3785,1.5495
-0.175523837,0.640708427,-0.51518459,1.7513,1.8082
-0.007673543,0.965406288,-0.607732745,2.0718,2.017
0.095646801,1.117486865,-0.733133667,2.2638,2.1117
0.069894575,1.071297977,-0.841192552,2.2909,2.0588
-0.222213287,0.823127497,-0.890914209,2.224,1.9218
0.102188457,0.575893198,-0.868081655,2.1413,1.7792
0.092596455,0.507637472,-0.790233927,2.0925,1.6973
-0.020153241,0.74763378,-0.697480539,2.1071,1.7257
-0.195889488,0.899536742,-0.633647254,2.1919,1.8496
0.15178045,0.674408411,-0.626188861,2.3484,2.0253
0.094944667,0.498628213,-0.67357288,2.5552,2.1877
-0.101812229,0.547261786,-0.745449558,2.767,2.2719
-0.116992494,0.562392634,-0.79540014,2.9312,2.2571
0.09949755,0.361250412,-0.780747961,3.0006,2.1375
0.150379873,0.250635519,-0.681015392,2.9319,1.9084
-0.15520879,0.322463868,-0.507255078,2.7053,1.5772
-0.082911563,0.061246655,-0.298335092,2.3896,1.204
0.103467218,-0.307794384,-0.105672834,2.0754,0.86543
0.073649709,-0.430998869,0.027349161,1.8599,0.65103
-0.040473903,-0.39243481,0.082908713,1.8316,0.63766
-0.134809735,-0.241303215,0.076112951,1.9697,0.76743
0.091328377,-0.390572878,0.049244501,2.1921,0.94123
0.088193507,-0.463388547,0.05519504,2.398,1.0821
-0.119251544,-0.267429508,0.136681052,2.505,1.1343
0.06549799,-0.634927384,0.309429394,2.5002,1.0859
-0.098866749,-0.706961544,0.555828293,2.39,0.93294
0.163068103,-0.334362311,0.831294208,2.1802,0.66979
-0.140619006,-0.939928101,1.080547107,1.8763,0.30451
0.02322849,-1.280382289,1.257153798,1.497,0.20378
0.092229207,-0.770836308,1.338607101,1.0786,0.66593
-0.094797125,-0.756454682,1.331251807,0.7384,1.1394
0.061024948,-0.424697822,1.263672874,0.75924,1.5755
-0.133972473,0.162025749,1.171946724,1.1553,1.9525
0.17757171,-0.141029275,1.083457565,1.58,2.2411
-0.050477019,-0.325963599,1.006440619,1.8619,2.4039
-0.031700117,-0.078135543,0.92983566,1.9391,2.4228
-0.038801541,-0.274666135,0.833467676,1.9464,2.3734
0.04488265,-0.538785856,0.703903206,2.0718,2.3599
0.01682899,-0.045359752,0.548530762,2.5088,2.4931
-0.008772571,0.63803749,0.400735081,3.3749,2.8542
0.02877327,0.568741592,0.312485138,4.4894,3.3691
-0.047570219,0.551618851,0.335951368,5.5981,3.9139
-0.032855061,1.05205072,0.500804341,6.4484,4.3604
-0.031352013,1.224838668,0.796513345,6.857,4.6133
0.144433956,1.327579417,1.167986627,6.9151,4.7057
0.13864862,1.662960135,1.528391245,6.7819,4.7035
-0.35449023,1.74799915,1.786491081,6.6173,4.6727
0.002101203,1.388131043,1.879767754,6.5478,4.6674
0.040751109,0.69789241,1.80135648,6.5671,4.6904
0.432277417,0.727810483,1.6099121,6.6344,4.7311
-0.135890694,1.889055781,1.416834913,6.7082,4.7781
-0.530671155,2.817536355,1.3531348,6.7541,4.8211
0.050783838,3.04337502,1.525841141,6.7639,4.8512
0.487908526,2.84365066,1.978440814,6.7355,4.8585
0.147748914,2.262768576,2.66948251,6.6653,4.8307
-0.159806132,1.941744402,3.47806173,6.5611,4.7669
-0.887330022,1.711255329,4.236074694,6.4816,4.7201
0.605601016,1.276516261,4.777882724,6.4983,4.7581
0.514082102,1.634299448,4.991618449,6.6828,4.9489
-0.145148566,2.179986818,4.855161749,7.067,5.3234
-0.212078571,1.707656438,4.444422132,7.5223,5.6353
-0.968580056,1.65802131,3.910558746,7.6586,5.6353
1.176910049,2.579946935,3.433143016,7.6626,5.987
0.061034924,2.684502912,3.164462164,7.6923,5.9694
0.131805658,1.864890578,3.183303764,7.1934,5.5178
-1.02090681,1.067415338,3.473491472,6.6818,5.0441
0.207217981,0.238640113,3.934141906,6.3562,4.7298
0.364359167,-0.252249226,4.417890059,6.3531,4.7027
0.659315168,-0.223173003,4.783857835,6.5874,4.8924
-0.591382163,-0.255799285,4.947181448,6.9204,5.1783
-0.538164269,0.189978585,4.908185684,7.2079,5.4342
-0.012419399,1.261056139,4.751363259,7.3333,5.5576
0.895729176,1.189524441,4.614746383,7.3105,5.4992
-0.032829149,-0.2176148,4.640443949,7.1878,5.4678
-0.406258273,-1.127289092,4.923547364,7.0145,5.3294
-0.35618819,-1.440884521,5.477072711,6.8359,5.1769
-0.057776188,-1.997191932,6.224968119,6.6788,5.0382
0.87472896,-2.270176692,7.025447732,6.5652,4.9395
-0.019533941,-2.056881996,7.716415937,6.5167,4.9069
-0.582543123,-1.864615669,8.167158792,6.5456,4.9556
-0.336498852,-1.601926251,8.318425103,6.6253,5.0559
0.45989358,-1.627088161,8.197194581,6.719,5.1668
0.257092838,-2.238463101,7.901370263,6.7894,5.2472
0.233327857,-2.123550306,7.56022245,6.8114,5.27
-0.753923021,-1.34104278,7.284965801,6.8052,5.2557
0.014613165,-2.191999589,7.127386424,6.8003,5.2335
0.011247675,-4.052946841,7.061699166,6.8225,5.2283
0.85742186,-4.004138898,6.996717037,6.8899,5.2562
-0.387454646,-2.927262643,6.814717289,6.9984,5.3105
-0.512460391,-3.161303232,6.423763623,7.1399,5.3796
0.003565098,-3.29858512,5.805020022,7.3066,5.451
0.224997054,-2.092619003,5.037621949,7.4897,5.5137
0.569199343,-1.469901251,4.290701908,7.6765,5.5706
-0.249810435,-1.873109777,3.782920212,7.8538,5.6286
-0.541454458,-1.859331203,3.72078566,8.0084,5.6955
-0.188809201,-2.025728682,4.234537883,8.1279,5.7743
0.528788192,-2.990682688,5.331894496,8.2006,5.8486
0.613038303,-3.428012978,6.884974675,8.2154,5.8961
-0.522755262,-3.242994353,8.655749615,8.1603,5.8938
-0.440120431,-3.033475391,10.35359582,8.031,5.8269
-0.299620167,-2.029045969,11.70866614,7.8543,5.7158
0.755022109,-0.684961758,12.53993965,7.6648,5.5904
0.408019571,0.053533688,12.79844674,7.4969,5.4811
-0.017622018,0.843909933,12.57371208,7.3792,5.4135
-1.244735583,0.572234319,12.06250126,7.3118,5.392
0.180605978,-1.490645777,11.5100398,7.2868,5.4139
0.469964797,-2.221572422,11.14160762,7.2937,5.4752
1.005331385,-1.989862682,11.1045313,7.3251,5.572
-0.690163323,-3.29646687,11.43663019,7.3883,5.7002
-0.498869909,-2.17966947,12.06853938,7.4958,5.8569
-0.89618591,2.169350657,12.85683525,7.6601,6.0394
1.187320328,3.686871663,13.63580801,7.885,6.2405
1.051662657,2.847559556,14.27077779,8.1375,6.4346
-0.746293525,1.9099113,14.69638222,8.3727,6.5883
-0.617210942,-1.101663028,14.92887397,8.5442,6.6663
-0.883738818,-2.336467473,15.05020629,8.6238,6.6513
0.796455923,-0.017166648,15.17071072,8.6511,6.5873
1.771191144,0.035146668,15.38366219,8.6791,6.5287
-0.927775063,-0.099285831,15.72706089,8.756,6.5229
-0.82520833,3.070132792,16.16507554,8.9151,6.603
-0.873062185,3.948178962,16.59488322,9.1326,6.7525
0.702689767,1.740946749,16.87636348,9.3674,6.9392
1.974575408,0.850496953,16.87492764,9.5714,7.1218
-0.773299351,1.169376052,16.5039233,9.7036,7.2616
-1.048194079,1.484545763,15.75364832,9.7698,7.356
-1.099826195,1.381137227,14.69868897,9.7904,7.4153
1.155307568,1.082280689,13.48241174,9.7871,7.4516
1.602510732,1.042894901,12.28459437,9.7827,7.4787
-0.38184163,1.348803067,11.28303856,9.8033,7.5164
-1.448094086,2.897054059,10.62104003,9.8736,7.5833
-1.029770511,2.860185431,10.38958508,10.0155,7.6952
1.537373859,0.40537346,10.62725268,10.2338,7.8558
1.165699409,1.710146088,11.3341545,10.4747,8.0319
0.001516318,3.897256985,12.4912267,10.6709,8.1822
-2.286100254,1.661486773,14.07461348,10.7567,8.2667
0.166910668,0.845718582,16.05737075,10.6918,8.2605
0.553999927,1.589562425,18.39643765,10.5335,8.1962
2.399248127,2.20100703,21.00974484,10.3634,8.1213
-1.922791326,4.97890434,23.75388699,10.2628,8.0838
-0.573667101,2.098901066,26.41476603,10.2907,8.1201
-1.187550166,-3.783389209,28.72093937,10.42,8.217
2.674641574,-0.207239935,30.38259836,10.6002,8.3465
-0.22455076,3.944366523,31.15018424,10.7793,8.4783
0.366262338,4.13518657,30.87855109,10.9141,8.5865
-3.4361394,8.267937994,29.57820141,10.9976,8.6651
2.486811007,5.506875959,27.43631303,11.0322,8.714
-0.070401001,-4.959198655,24.79718682,11.0207,8.733
1.559109892,-4.033375824,22.10263025,10.9678,8.7227
-2.338472981,1.951534388,19.80449478,10.8877,8.6915
0.380830741,0.525960702,18.27048034,10.7964,8.6496
-2.031391767,3.27616261,17.70748103,10.7109,8.6077
6.03771711,9.459373715,18.12290917,10.6459,8.5762
-5.105966899,4.440028885,19.33448058,10.6031,8.5603
1.760303332,-4.179819641,21.02568494,10.5794,8.562
-1.342017428,-2.910432227,22.83151062,10.5691,8.5808
0.876420152,2.662840315,24.43073953,10.5662,8.6137
0.208407367,3.831829966,25.61976267,10.5716,8.6556
2.971181314,1.250039373,26.34877931,10.5892,8.7024
-7.096747704,-0.892821541,26.71259031,10.6238,8.7508
5.053762413,-0.015254913,26.9014925,10.6758,8.7963
-0.496403574,1.727406195,27.12899738,10.7257,8.8295
-0.477825157,1.138896265,27.55892889,10.7492,8.839
0.416871081,0.149786497,28.25334242,10.7213,8.8134
-1.091496299,0.576217936,29.15527836,10.6291,8.7478
-0.245359482,-0.013809566,30.10916905,10.5088,8.6663
1.461131504,-1.41149104,30.91035954,10.4556,8.6043
0.431243233,-0.758397651,31.36715442,10.4556,8.6168
-1.198183085,0.221865941,31.35631714,10.4476,8.6284
-1.174218116,-1.062186327,30.85640444,10.5767,8.7178
1.633449506,-2.034655389,29.95120588,10.7085,8.8133
0.291467016,-1.006543513,28.8050765,10.7859,8.8793
-0.116201013,-0.983793548,27.61999456,10.7699,8.8902
-0.885454893,-2.592913012,26.58836791,10.6932,8.8603
-0.36828869,-2.706731342,25.85502003,10.6063,8.8139
1.336048604,-1.473171566,25.49712296,10.5603,8.7752
-0.434477264,-1.659609809,25.52408707,10.5936,8.7644
0.023095914,-2.586137636,25.89304172,10.6934,8.786
0.060335742,-2.321956951,26.53162121,10.8322,8.8393
-0.903092438,-2.196214237,27.35930667,10.9816,8.9228
0.616534068,-3.407767748,28.30123368,11.1176,9.0326
0.449605235,-4.132342714,29.29273748,11.2331,9.1534
0.498443088,-3.675527713,30.27708462,11.3254,9.2668
-1.874923924,-3.87629583,31.20121975,11.3903,9.3533
0.919932541,-4.544131581,32.01419904,11.4254,9.3982
0.218412682,-3.369051038,32.67063836,11.439,9.4117
0.280784426,-0.938991656,33.13820723,11.4424,9.4101
-0.407594636,-0.347919712,33.40551435,11.447,9.4102
-0.281869329,-2.174027022,33.48589635,11.4588,9.422
0.371416551,-4.395459632,33.41404308,11.4591,9.4278
-0.374274221,-5.891203303,33.23547752,11.4236,9.4031
0.500707544,-6.373023629,32.99231609,11.3284,9.3239
0.383148537,-5.054077761,32.71092922,11.1605,9.1761
-1.428567808,-2.258448518,32.39701633,10.9482,8.9842
1.318785454,0.000176855,32.04103769,10.7267,8.7797
-0.837873947,0.575093029,31.63278092,10.5294,8.592
0.179197157,-0.148880729,31.17968357,10.3909,8.4523
0.999251716,-1.990368432,30.72111672,10.3421,8.3909
-1.029105573,-4.322214838,30.33132041,10.4133,8.4383
-0.505259043,-4.941916357,30.1071754,10.6292,8.6205
1.013252082,-2.985679086,30.142427,10.9887,8.9379
0.109859922,-1.035305121,30.4954452,11.413,9.3091
-0.822996282,-1.088050141,31.16104642,11.8009,9.6301
0.655373511,-1.212235263,32.05686175,12.0524,9.7978
-0.283291857,0.582350979,33.03094088,12.1056,9.7495
-0.115868132,2.505060797,33.89080733,12.0291,9.5651
0.022924809,2.17994798,34.44712721,11.9175,9.3551
0.321045996,0.289018861,34.55993514,11.8531,9.2195
0.169952752,-1.473811461,34.17385871,11.8902,9.2252
