sub1,sub2,sub3,100mspd,10mspd
0.715203539,2.11323623,33.20156023,12.4018,10.0451
-1.994705004,5.064367591,34.89033741,12.6644,10.1977
-1.064716093,2.204695687,36.02002041,12.8871,10.3197
2.478869856,-0.384342323,36.49547247,13.0482,10.3944
0.203955588,2.091842692,36.35420172,13.1315,10.4099
-1.561190036,2.67339584,35.7377942,13.1418,10.3736
0.432302551,0.993883174,34.84381428,13.089,10.2974
0.164618311,1.051596353,33.87378534,12.9833,10.1935
0.338754773,2.039596587,32.99164864,12.8403,10.0769
-1.040738714,2.949145746,32.30159297,12.6957,9.9733
0.735128206,3.278302253,31.84656954,12.59,9.9111
0.456287224,2.851791211,31.62192157,12.563,9.9182
-0.141412709,2.716718261,31.59469445,12.6371,10.0085
-0.879383037,2.199944573,31.71943846,12.7665,10.1394
-0.089094379,1.393920369,31.94517401,12.8882,10.2542
0.634725178,1.971455188,32.21381963,12.9389,10.2961
0.822140566,1.682527869,32.45533157,12.8744,10.2266
-0.976766202,-0.930192788,32.58695899,12.726,10.0788
0.356093078,-1.318527382,32.5224343,12.5432,9.9032
-0.617361876,1.755173207,32.19218867,12.3748,9.7496
-1.014650766,3.844910043,31.56974072,12.2576,9.6551
1.790131602,4.005088297,30.6947801,12.184,9.6112
2.561203542,2.836496773,29.68229968,12.1359,9.5982
-4.553176082,-1.561658728,28.71030371,12.0952,9.5969
0.635389192,-6.1515858,27.98533855,12.0472,9.5902
-0.454018176,-4.929164568,27.69310007,11.9867,9.5693
3.56570795,-0.283435326,27.94772738,11.911,9.5272
-0.993743839,2.158182921,28.75556092,11.818,9.4573
-1.906797928,2.760826706,30.00597122,11.7133,9.3625
-1.006072975,1.421984948,31.49408803,11.6168,9.2686
1.92092963,-3.311258683,32.97032905,11.5431,9.1982
1.300928064,-6.453813751,34.20288569,11.4977,9.1658
-1.729324748,-4.655506624,35.03483137,11.4873,9.183
0.024025052,-3.06296867,35.41894362,11.5275,9.255
0.237976566,-2.938286454,35.42030989,11.6317,9.3806
-0.046082417,-1.080934733,35.18701715,11.8002,9.5463
-0.667306072,-0.811944539,34.89925061,12.0134,9.7252
1.805670674,-3.359233135,34.71356246,12.2211,9.8802
-1.456532819,-3.343264925,34.71979774,12.3722,9.9782
-0.212223668,-2.830854315,34.92307798,12.4219,9.9915
