Power,100mspd,10mspd,Pre,Hum,Cloud,10mdir,Temp,Irra,Rain,100mdir
7.35,7.1336,4.4512,101544.3256,66.1585,0.81081,10.289,287.0008,0,7.65E-05,7.7012
9.56,7.158,4.413,101530.0625,66.5023,0.76563,11.1788,287.0433,0,7.63E-05,7.4487
9.588791975,7.1531,4.3662,101515.1063,66.8985,0.70056,11.5688,287.0722,0,7.62E-05,7.2781
8.43,7.1232,4.3142,101500.4905,67.3716,0.62227,11.5286,287.0925,0,7.62E-05,7.0641
8.81,7.0791,4.2649,101487.438,67.9726,0.53753,11.2372,287.1123,0,7.62E-05,6.6787
11.84,7.0322,4.2261,101477.1719,68.7527,0.45313,10.8839,287.1395,0,7.63E-05,5.9911
12.58,6.9926,4.204,101470.4458,69.7233,0.37782,10.688,287.1791,0,7.64E-05,4.9695
14.89,6.962,4.1979,101466.1358,70.7381,0.32845,10.9501,287.2247,0,7.64E-05,3.9849
16.28,6.9364,4.2069,101462.6485,71.6108,0.32384,11.9841,287.2673,0,7.64E-05,3.5147
15.46,6.9112,4.2333,101458.3906,72.1555,0.38281,14.0869,287.2974,0,7.63E-05,4.0413
14.44,6.8871,4.2826,101452.4733,72.2438,0.5141,17.3347,287.3082,0,7.62E-05,5.8699
11.65,6.8672,4.3492,101446.8258,71.9785,0.686,21.0483,287.3022,0,7.61E-05,8.5737
11.09,6.8478,4.3956,101444.0818,71.5204,0.85669,24.4432,287.2839,0,7.61E-05,11.5414
11.58,6.8119,4.3812,101446.875,71.0301,0.98438,26.851,287.2581,0,7.63E-05,14.1735
10.38,6.7381,4.3965,101456.8846,70.6533,1,27.8401,287.2292,0,7.67E-05,16.0151
11.29,6.6342,4.3099,101471.9712,70.4769,1,27.6516,287.2002,0,7.69E-05,17.1138
12.11,6.5206,4.2158,101489.041,70.5726,1,26.6536,287.1736,0,7.71E-05,17.6196
10.96,6.4212,4.1537,101505,71.0125,0.97656,25.2526,287.152,0,7.63E-05,17.6744
10.06,6.3586,4.1517,101517.5779,71.8319,0.96817,23.836,287.1387,0,7.47E-05,17.3981
8.73,6.3448,4.1978,101527.7991,72.9198,0.97682,22.4127,287.1398,0,7.33E-05,16.7982
8.13,6.3898,4.271,101537.5113,74.1291,0.9912,20.8682,287.1619,0,7.34E-05,15.8676
7.36,6.5043,4.3516,101548.5625,75.3121,1,19.0694,287.2116,15.0756,7.63E-05,14.6215
7.86,6.6883,4.4233,101562.2858,76.357,0.99369,16.9233,287.2928,23.6972,8.29E-05,13.1356
9.86,6.8962,4.4781,101577.9555,77.2929,0.96986,14.5468,287.3984,36.4045,9.27E-05,11.6166
9.58,7.0691,4.5086,101594.331,78.1846,0.9279,12.0862,287.5181,55.1585,0.00010476,10.2401
8.2,7.1464,4.5052,101610.1719,79.0968,0.86719,9.6606,287.6421,81.92,0.00011826,9.1224
7.6,7.042,4.4636,101624.4343,80.0685,0.78841,7.3595,287.7623,117.8444,0.0001322,8.3132
7.9,6.9235,4.4052,101636.8614,81.0364,0.69746,5.2524,287.8791,160.8655,0.00014536,7.7262
9.02,6.7534,4.3574,101647.393,81.9119,0.60153,3.4582,287.9948,208.1117,0.00015641,7.2701
9.83,6.6091,4.3465,101655.9688,82.606,0.50781,2.1463,288.112,256.7111,0.00016403,6.8704
9.16,6.5496,4.3891,101662.6024,83.0744,0.42249,1.469,288.2324,304.5852,0.00016739,6.4749
9.3,6.5531,4.4638,101667.6027,83.4502,0.34772,1.4117,288.3555,352.8267,0.00016751,6.0873
7.63,6.5801,4.5409,101671.3525,83.9107,0.28464,1.8952,288.4805,403.3216,0.00016589,5.7167
8.48,6.591,4.5921,101674.2344,84.6336,0.23438,2.848,288.6061,457.9556,0.00016403,5.3626
9.76,6.5543,4.5852,101676.4667,85.7336,0.20032,4.2702,288.7301,517.4712,0.00016312,5.0641
11.2,6.4706,4.5466,101677.6105,87.0754,0.19485,6.3432,288.8451,578.0376,0.00016307,5.0515
11.77,6.3487,4.4864,101677.0623,88.4609,0.23258,9.3119,288.9425,634.6806,0.00016351,5.6255
12.83,6.2005,4.407,101674.2188,89.6921,0.32813,13.4387,289.0136,682.4261,0.00016403,7.1251
11.98,6.046,4.3452,101668.6903,90.6175,0.48704,18.8026,289.0507,716.6505,0.00016433,9.7884
8.93,5.9139,4.3221,101660.9435,91.2715,0.67854,24.7442,289.0495,734.1326,0.00016439,13.2655
8.65,5.8258,4.3366,101651.6584,91.7349,0.86281,30.3674,289.0065,732.0017,0.00016427,16.9658
8.29,5.7881,4.3636,101641.5156,92.0887,1,34.8342,288.9183,707.3872,0.00016403,20.216
6.1,5.7968,4.3722,101631.0463,92.4023,1,37.6411,288.7865,659.6095,0.00016375,22.5098
7.25,5.8596,4.3699,101620.1859,92.7,1,39.1486,288.6326,596.7529,0.00016355,24.0984
7.54,5.9949,4.3846,101608.7209,92.9945,1,39.8669,288.4832,529.0926,0.0001636,25.4202
7.47,6.2263,4.4498,101596.4375,93.2987,1,40.282,288.3649,466.9039,0.00016403,26.8809
9.05,6.5685,4.589,101583.443,93.6297,1,40.7458,288.2966,418.0215,0.00016487,28.6835
9.05,6.9831,4.7772,101571.1272,94.0215,1,41.1371,288.2678,380.517,0.00016547,30.5139
8.89,7.4143,4.9772,101561.201,94.5123,1,41.2592,288.2602,350.0217,0.00016553,32.056
6.44,7.8024,5.1516,101555.375,95.1403,1,40.9535,288.2556,322.1667,0.00016403,33.1105
4.63,8.1043,5.2755,101554.8005,95.9136,1,40.1349,288.2393,293.4757,0.00016095,33.6139
5.68,8.3497,5.3717,101558.3911,96.7194,1,38.9678,288.2102,264.0436,0.00015826,33.7926
6.04,8.5876,5.4739,101564.501,97.4147,1,37.6781,288.1704,234.8581,0.00015846,33.8968
6.52,8.8676,5.6144,101571.4844,97.8565,1,36.5025,288.1223,206.9067,0.00016403,34.143
7.88,9.2309,5.8199,101578.1687,97.9489,1,35.6326,288.0698,181.0113,0.00017736,34.653
7.25,9.6834,6.1028,101585.2742,97.7841,1,35.0628,288.0235,157.3314,0.00020033,35.2848
9.28,10.2213,6.4724,101593.9946,97.5017,1,34.7319,287.9957,135.8608,0.00023471,35.858
23.6,10.8398,6.9385,101605.5234,97.2409,1,34.5749,287.9987,116.5933,0.00028229,36.2289
33.82,11.5219,7.4968,101620.7879,97.1238,1,34.5718,288.0384,99.445,0.00034264,36.3658
22.88286275,12.2044,8.0862,101639.6498,97.2029,1,34.856,288.0947,84.0208,0.00040657,36.5327
39.58,12.8135,8.6323,101661.7043,97.5137,1,35.5635,288.1408,69.8478,0.00046273,37.01
37.03,13.2781,9.0628,101686.5469,98.0914,1,36.827,288.1503,56.4533,0.00049973,38.0443
37.44,13.5565,9.3323,101713.9315,98.925,1,38.713,288.1043,43.5432,0.00051591,39.771
38.17,13.7007,9.484,101744.2468,99.8192,1,40.9115,288.0148,31.5386,0.00054851,41.8727
38.49,13.7747,9.5752,101778.0403,100.5322,1,43.0153,287.9018,21.039,0.00064445,43.9219
38.04,13.8277,9.6528,101815.8594,100.8226,1,44.5914,287.7851,12.6444,0.00085068,45.4719
34.62,13.8905,9.7485,101857.5479,100.5272,1,45.3106,287.6811,6.7651,0.001195,46.1754
35.76,13.9631,9.8623,101900.1355,99.7975,1,45.3438,287.5914,3.0536,0.0016285,46.1534
37.2,14.0447,9.9906,101939.9483,98.8638,1,44.984,287.5143,0.97306,0.0020832,45.6443
39.11,14.1362,10.1308,101973.3125,97.9561,1,44.5131,287.4478,0,0.002491,44.8833
39.79,14.2308,10.2738,101997.9691,97.2404,1,44.1107,287.3905,0,0.0027998,44.0393
39.7,14.2937,10.3883,102017.3187,96.6264,1,43.5943,287.3427,0,0.0030203,43.0298
41.52,14.2855,10.4387,102036.1769,95.9597,1,42.694,287.3051,0,0.0031794,41.7
41.56,14.1718,10.3939,102059.3594,95.0858,1,41.1235,287.2783,0,0.0033035,39.8733
27.44931934,13.9395,10.2432,102090.1198,93.9212,1,38.6953,287.2607,0,0.0034137,37.4455
26.63687905,13.6308,10.0264,102125.4648,92.6662,1,35.7854,287.241,0,0.0035074,34.7464
25.72206128,13.2832,9.7801,102160.8391,91.5916,1,32.972,287.2058,0,0.0035764,32.2708
24.74881729,12.9134,9.5198,102191.6875,90.9687,1,30.9218,287.1413,0,0.0036125,30.5911
23.74583382,12.5323,9.2546,102214.688,90.9649,1,30.2413,287.0374,0,0.0036163,30.222
22.80575066,12.1751,9.022,102231.4512,91.3329,1,30.9711,286.8969,0,0.0036243,31.1558
22.07515972,11.8975,8.8806,102244.8208,91.7219,1,32.9555,286.7261,0,0.0036816,33.2089
21.72012831,11.7626,8.8979,102257.6406,91.7812,1,35.9147,286.5313,0,0.0038338,36.1069
21.85066617,11.8122,9.1167,102271.8809,91.2666,1,39.3647,286.3229,0,0.004091,39.4343
22.35465813,12.0037,9.4736,102286.0176,90.3615,1,42.642,286.1276,0,0.0043239,42.6382
23.01971696,12.2564,9.8625,102297.6533,89.3559,1,45.2433,285.9764,0,0.004368,45.2336
23.59529419,12.4751,10.166,102304.3906,88.54,1,46.8622,285.9003,0,0.0040588,46.8548
23.89032029,12.5872,10.2979,102304.6941,88.1186,1,47.4022,285.9163,0,0.0033017,47.345
23.99217141,12.6259,10.3094,102300.4765,87.9556,1,47.2434,285.9866,0,0.0022812,47.102
38.75,12.6548,10.2899,102294.5129,87.8299,1,46.8345,286.059,0,0.0012516,46.6308
38.03,12.7368,10.328,102289.5781,87.5204,1,46.6225,286.0819,0,0.0004673,46.4321
35.37,12.9144,10.4868,102287.5906,86.8602,1,46.9206,286.0183,0,0.00011381,46.8462
33.46,13.1562,10.7303,102287.0423,85.9009,1,47.497,285.891,0,0.00010156,47.5998
34.91,13.4098,10.9965,102285.5685,84.7484,1,48.0077,285.7381,0,0.00027218,48.2919
37.93,13.6192,11.2218,102280.8047,83.5088,1,48.1495,285.5974,0,0.0004673,48.5594
36.42,13.7404,11.3568,102271.2188,82.2675,1,47.7342,285.4983,0,0.00056202,48.1699
35.35,13.7825,11.4111,102258.6094,81.0283,1,46.9319,285.4363,0,0.00054605,47.3156
35.98,13.7672,11.4084,102245.6073,79.7744,1,45.9872,285.3986,0,0.00051958,46.2806
34.72,13.7124,11.3696,102234.8438,78.4891,1,45.1439,285.3723,0,0.0004673,45.3476
34.93,13.6324,11.3122,102228.1309,77.1407,1,44.5972,285.3462,0,0.00044192,44.742
35.31,13.5433,11.2502,102224.0057,75.6379,1,44.3212,285.3153,0,0.00044624,44.4347
34.34,13.4636,11.1975,102220.1862,73.8743,1,44.2337,285.2766,0,0.0004533,44.3328
35,13.4125,11.169,102214.3906,71.7437,1,44.2514,285.2269,0,0.0004673,44.3418
35.73,13.4034,11.1748,102205.1418,69.1948,1,44.2983,285.1644,0,0.00047409,44.3764
35.12,13.425,11.2062,102194.1815,66.3955,1,44.3365,285.0934,0,0.00047279,44.4002
32.94,13.4597,11.2499,102184.0562,63.5689,1,44.3383,285.0192,0,0.00047104,44.389
31.35,13.49,11.2926,102177.3125,60.9378,1,44.2764,284.9474,0,0.0004673,44.3192
29.88,13.5003,11.3218,102175.8688,58.6542,1,44.14,284.8821,0,0.00046551,44.1813
24.6,13.4832,11.3295,102179.1317,56.5853,1,43.9814,284.8218,0,0.00046616,44.0302
24.82,13.4328,11.3081,102185.8795,54.5276,1,43.933,284.7635,0,0.00046644,43.9026
29.86,13.3433,11.2503,102194.8906,52.2772,1,43.8674,284.7041,0,0.0004673,43.8847
30.24,13.2149,11.1545,102205.0745,49.7158,1,44.0201,284.6416,0,0.00046768,44.0049
26.96,13.0712,11.0426,102215.864,47.0661,1,44.2435,284.5769,0,0.0004676,44.1882
23.44,12.9418,10.9419,102226.8231,44.6365,1,44.4198,284.5121,0,0.00046737,44.3268
23.12,12.856,10.8797,102237.5156,42.7351,0.92969,44.4253,284.449,0,0.0004673,44.3077
22.45,12.834,10.875,102247.6167,41.5669,0.75877,44.1805,284.3897,0,0.00046758,44.0585
20.79,12.8601,10.9134,102257.2463,40.9244,0.55524,43.7895,284.3366,0,0.00046793,43.6773
17.91,12.9089,10.9719,102266.6356,40.4968,0.38267,43.4015,284.2925,0,0.00046797,43.3038
24.85645839,12.9543,11.0267,102276.0156,39.9735,0.30469,43.1603,284.2601,22.0444,0.0004673,43.074
24.92041142,12.9786,11.0613,102285.642,39.127,0.36206,43.1634,284.2404,50.4257,0.00046569,43.0807
24.97357401,12.9988,11.0894,102295.8675,38.0633,0.50428,43.3439,284.2279,89.2357,0.00046352,43.2592
25.08384693,13.0407,11.1324,102307.0694,36.9716,0.65804,43.5941,284.2153,135.6946,0.00046134,43.506
25.31860454,13.1299,11.2115,102319.625,36.0413,0.75,43.8062,284.1956,187.0222,0.00045967,43.7165
25.71679766,13.2812,11.3386,102333.5635,35.4042,0.72793,43.9034,284.163,240.7475,0.00045892,43.8155
26.20368283,13.4662,11.4907,102347.5229,34.9633,0.62392,43.9291,284.1173,295.635,0.00045889,43.8431
26.67819849,13.6465,11.6356,102359.7931,34.5639,0.49115,43.9552,284.0595,350.7583,0.00045926,43.8663
27.03823034,13.7833,11.7415,102368.6641,34.0516,0.38281,44.0501,283.9911,405.1908,0.00045967,43.9494
27.20692948,13.8474,11.7847,102372.878,33.3092,0.34085,44.2681,283.9138,458.1046,0.00045987,44.1434
27.20587675,13.847,11.7745,102372.9853,32.3692,0.36234,44.6104,283.8328,509.0651,0.00045982,44.4527
27.08165524,13.7998,11.7283,102369.9887,31.301,0.43313,45.0657,283.7536,557.7364,0.00045978,44.8716
26.880848,13.7235,11.6637,102364.8906,30.1746,0.53906,45.6229,283.6821,603.7822,0.00045967,45.3947
26.64977493,13.6357,11.597,102358.4297,29.0646,0.6655,46.2659,283.6231,646.8384,0.00045962,46.012
26.43080819,13.5525,11.5384,102350.2887,28.0658,0.79585,46.9664,283.5773,686.4277,0.00045962,46.6964
26.26553041,13.4897,11.4968,102339.8861,27.2778,0.91304,47.6906,283.5448,722.0443,0.00045964,47.4138
26.19341877,13.4623,11.4805,102326.6406,26.8004,1,48.402,283.5255,753.1828,0.00045967,48.1257
26.23684366,13.4788,11.4934,102310.2096,26.6818,1,49.0769,283.5185,779.406,0.00045969,48.805
26.34869566,13.5213,11.5224,102291.2047,26.7645,1,49.7529,283.5201,800.5504,0.00045967,49.4841
26.46660083,13.5661,11.5507,102270.4764,26.8395,1,50.4863,283.5258,816.521,0.00045967,50.2143
26.52950113,13.59,11.5622,102248.875,26.6978,1,51.3366,283.531,827.2228,0.00045967,51.0512
26.48449715,13.5729,11.5426,102226.9942,26.1861,0.96111,52.3486,283.5316,832.8104,0.00045967,52.0383
26.2992176,13.5025,11.4825,102204.4005,25.3748,0.92422,53.4917,283.5244,834.437,0.00045967,53.1543
25.94629164,13.3684,11.3733,102180.4033,24.3899,0.93752,54.7205,283.5065,833.5055,0.00045967,54.3663
25.3959798,13.1593,11.2053,102154.3125,23.3576,0.93752,55.9947,283.4752,831.4189,0.00045967,55.647
24.63828119,12.8714,10.9749,102125.7874,22.3843,0.93752,57.2729,283.4302,828.8442,0.00045967,56.966
23.74767609,12.533,10.7038,102095.8869,21.4974,0.91233,58.4887,283.3827,823.5061,0.00045967,58.2538
22.81443564,12.1784,10.4196,102066.0194,20.7048,0.94583,59.5509,283.3462,812.3932,0.00045967,59.4102
21.92514645,11.8405,10.1482,102037.5938,20.0142,0.98438,60.3452,283.3345,792.4944,0.00045967,60.3087
21.14691971,11.5448,9.9103,102011.8859,19.4218,1,60.7705,283.3575,761.8879,0.00045967,60.8341
20.48080815,11.2917,9.7063,101989.6419,18.8768,1,60.854,283.4089,723.0088,0.00045967,61.007
19.9152318,11.0768,9.5328,101971.4754,18.3171,1,60.6677,283.4788,679.3817,0.00045967,60.8951
19.44150568,10.8968,9.387,101958,17.6803,0.98438,60.2943,283.5573,634.5311,0.00045967,60.5781
19.04462847,10.746,9.2642,101949.5093,16.9239,0.88251,59.8203,283.6351,591.2022,0.00045967,60.1419
18.68617571,10.6098,9.1524,101945.0172,16.0848,0.74907,59.3173,283.7077,549.0219,0.00045967,59.6643
18.32114341,10.4711,9.0374,101943.2177,15.2198,0.61024,58.8528,283.7713,506.8379,0.00045967,59.2215
17.9032117,10.3123,8.9048,101942.8047,14.3856,0.49219,58.4951,283.822,463.4978,0.00045967,58.8914
17.40237793,10.122,8.7453,101942.7042,13.6284,0.41424,58.295,283.858,418.0479,0.00045967,58.7301
16.85996152,9.9159,8.5712,101942.7698,12.9528,0.36829,58.2267,283.8841,370.3304,0.00045967,58.6994
16.33465189,9.7163,8.4004,101943.0873,12.3529,0.33937,58.2438,283.9069,320.3863,0.00045969,58.734
15.88540162,9.5456,8.2511,101943.7422,11.8229,0.3125,58.296,283.9331,268.2567,0.00045967,58.7631
15.54958244,9.418,8.1346,101944.7403,11.3515,0.2779,58.3354,283.9673,214.5188,0.00045964,58.7273
15.27745311,9.3146,8.0364,101945.7678,10.9058,0.2465,58.3391,284.0063,161.8957,0.00045961,58.6319
14.99716515,9.2081,7.9353,101946.4309,10.4477,0.23444,58.2903,284.0446,113.6471,0.00045962,58.4999
14.63792285,9.0716,7.8102,101946.3359,9.9392,0.25781,58.171,284.077,73.0322,0.00045967,58.354
14.14708995,8.8851,7.6457,101945.474,9.3547,0.32645,57.9632,284.0998,42.4979,0.00045978,58.202
13.55045823,8.6584,7.4493,101945.3758,8.7199,0.42498,57.6578,284.1161,21.2399,0.00045985,57.9939
12.89303165,8.4086,7.234,101947.9568,8.0732,0.53172,57.2475,284.1306,7.6411,0.00045988,57.6595
0,8.1535,7.0132,101955.1328,7.4532,0.625,56.7248,284.1479,0,0.00045967,57.1209
0,7.9089,6.7986,101967.8697,6.8954,0.68899,56.077,284.1713,0,0.00045925,56.3132
0,7.6824,6.5967,101983.3356,6.4246,0.7313,55.2608,284.1977,0,0.00045904,55.2508
-0.05,7.4794,6.4125,101997.7489,6.0628,0.76538,54.2238,284.2225,0,0.0004589,53.9771
-0.05,7.3048,6.252,102007.3281,5.8319,0.80469,52.9137,284.2412,0,0.00045967,52.5476
-0.07,7.1631,6.1213,102009.4486,5.7491,0.85777,51.3073,284.2508,0,0.00046125,51.0218
-0.09,7.0576,6.0252,102006.1138,5.8129,0.9135,49.4917,284.2548,0,0.00046204,49.4368
-0.17,6.9911,5.9671,102000.4837,6.0169,0.95584,47.5966,284.2582,0,0.00046253,47.8282
-0.19,6.9663,5.9485,101995.7188,6.3547,0.96875,45.7638,284.2661,0,0.00045967,46.2364
-0.18,6.9824,5.9679,101994.0807,6.7911,0.94182,44.118,284.2819,0,0.00045378,44.7106
-0.22,7.0264,6.0169,101994.2377,7.1758,0.88716,42.6952,284.3029,0,0.00045079,43.3174
-0.25,7.0817,6.0856,101993.9594,7.3294,0.82251,41.4964,284.3248,0,0.000449,42.1134
-0.3,7.1316,6.1643,101991.0156,7.0727,0.76563,40.5106,284.3433,0,0.00045967,41.1407
-0.29,7.1646,6.2449,101983.6722,6.377,0.73202,39.6913,284.3559,0,0.00048165,40.3879
-0.32,7.1912,6.325,101972.1797,5.8159,0.7283,38.8809,284.3679,0,0.00050088,39.6702
-0.37,7.2289,6.4041,101957.2848,6.1136,0.75888,37.9018,284.3864,0,0.0004995,38.7692
-0.37,7.297,6.4833,101939.7344,7.9943,0.82813,36.585,284.4185,0,0.00045967,37.4813
-0.32,7.4092,6.564,101920.3043,11.8844,0.93138,34.843,284.4677,0,0.00037122,35.7112
-0.33,7.5459,6.6396,101899.8874,17.0189,1,32.8767,284.5222,0,0.00025463,33.7029
-0.37,7.6753,6.6986,101879.4057,22.335,1,30.9368,284.5666,0,0.00013804,31.7412
11.18814399,7.7608,6.7257,101859.7813,26.7698,1,29.2498,284.5856,0,4.96E-05,30.0591
-0.31,7.7717,6.7073,101841.7796,29.5391,0.79782,27.9629,284.5683,0,9.77E-06,28.7902
-0.33,7.7139,6.6486,101825.5403,30.9724,0.52006,26.9697,284.522,0,8.39E-06,27.813
10.77731817,7.6047,6.5612,101811.0464,31.6778,0.24789,26.112,284.4587,0,2.76E-05,26.962
10.40386408,7.4628,6.458,101798.2813,32.2634,0.0625,25.2358,284.3901,0,4.96E-05,26.0791
3.42,7.3066,6.3513,101787.0767,33.2003,0.022119,24.221,284.3257,0,6.03E-05,25.0438
10.97,7.1484,6.2468,101776.6605,34.4116,0.093196,23.0874,284.2643,0,5.86E-05,23.8923
11.19,6.9983,6.1483,101766.1094,35.6837,0.21924,21.8959,284.2021,0,5.55E-05,22.7111
10.84,6.8654,6.0588,101754.5,36.8028,0.34375,20.714,284.1354,0,4.96E-05,21.601
10.82,6.7548,5.9795,101741.1478,37.6028,0.42157,19.6064,284.062,0,4.67E-05,20.6522
12.22,6.6581,5.9054,101726.3234,38.1082,0.45286,18.6029,283.9858,0,4.72E-05,19.8632
12.27,6.5642,5.8301,101710.5366,38.3911,0.44913,17.7207,283.9126,0,4.80E-05,19.201
13.67,6.4622,5.7471,101694.2969,38.5237,0.42188,16.9743,283.8477,0,4.96E-05,18.6257
13.04,6.3427,5.6501,101678.3168,38.5737,0.38389,16.3734,283.7951,0,5.04E-05,18.1049
11.67,6.1996,5.5335,101664.1209,38.591,0.35317,15.915,283.7527,0,5.02E-05,17.6589
10.95,6.0282,5.3918,101653.4368,38.6209,0.34898,15.5935,283.7168,0,5.00E-05,17.3247
12.13,5.8233,5.2197,101647.9922,38.7089,0.39063,15.405,283.6835,0,4.96E-05,17.145
11.91,5.5875,5.0191,101648.7718,38.8804,0.4883,15.3177,283.6501,0,4.94E-05,17.1277
14.36,5.3534,4.8204,101653.7896,39.0811,0.61591,15.1679,283.6169,0,4.96E-05,17.0965
15.43,5.1613,4.6613,101660.317,39.2365,0.7383,14.7362,283.5856,0,4.96E-05,16.7971
15.63,5.0519,4.5804,101665.625,39.2724,0.82031,13.7969,283.5573,0,4.96E-05,15.955
14.76,5.0535,4.6035,101667.8279,39.1381,0.83528,12.2757,283.5335,0,4.96E-05,14.4475
14.36,5.1354,4.6989,101668.411,38.8771,0.79061,10.5532,283.5153,0,4.96E-05,12.6599
15.83,5.2485,4.8176,101669.7027,38.5568,0.70219,9.0515,283.5035,0,4.96E-05,11.0483
14.65,5.3398,4.9073,101674.0313,38.2446,0.58594,8.0929,283.4991,0,4.96E-05,9.9737
14.36,5.3686,4.929,101683.0409,37.99,0.45731,7.8593,283.5034,0,4.96E-05,9.6449
14.84,5.3504,4.9003,101695.6396,37.7724,0.33005,8.2109,283.5177,0,4.96E-05,9.9201
4.754416943,5.3162,4.8548,101710.0514,37.5536,0.21745,8.9519,283.5437,0,4.96E-05,10.5952
14.48,5.2974,4.8258,101724.5,37.2953,0.13281,9.8764,283.5831,31.1217,4.96E-05,11.4606
15.35,5.3178,4.8384,101737.5302,36.9771,0.08522,10.7837,283.6364,60.9815,4.96E-05,12.3162
4.907851569,5.3745,4.8875,101748.9699,36.6496,0.066917,11.599,283.6995,100.683,4.96E-05,13.0797
14.28,5.4576,4.9605,101758.9676,36.3814,0.065937,12.2928,283.7673,147.7079,4.96E-05,13.7096
10.31,5.5573,5.0448,101767.6719,36.241,0.070313,12.8479,283.8345,199.5378,4.96E-05,14.1746
8.54,5.6633,5.1286,101775.1096,36.273,0.069728,13.2506,283.898,253.8934,4.96E-05,14.4507
9.06,5.763,5.2034,101780.8207,36.4259,0.060482,13.4713,283.9617,309.4516,4.96E-05,14.5122
7.13,5.8438,5.2618,101784.2229,36.6246,0.040527,13.4767,284.0315,365.1285,4.96E-05,14.3337
4.12,5.8933,5.2963,101784.7344,36.7934,0.0078125,13.2319,284.1132,419.84,4.96E-05,13.886
3,5.9026,5.3015,101782.0004,36.8777,0,12.7539,284.2113,472.6538,4.96E-05,13.1881
2.49,5.8746,5.2771,101776.5756,36.9042,0,12.285,284.3246,523.2436,4.96E-05,12.4799
2.44,5.8142,5.2237,101769.2419,36.9203,0,12.1285,284.4508,571.435,4.96E-05,12.0633
2.42,5.7255,5.1418,101760.7813,36.9733,0.023438,12.6077,284.5871,617.0533,4.96E-05,12.2606
2.42,5.6155,5.0361,101751.7754,37.1083,0.18355,13.978,284.7308,659.8852,4.96E-05,13.3249
1.44,5.4985,4.9222,101742.0057,37.3618,0.38877,16.0965,284.8778,699.5619,4.96E-05,15.1135
1.62,5.3895,4.8169,101731.0535,37.7679,0.58906,18.6846,285.0235,735.6759,4.96E-05,17.3557
1.64,5.3004,4.7337,101718.5,38.3608,0.73438,21.409,285.1637,767.8195,4.96E-05,19.7376
1.07,5.2363,4.6783,101703.9761,39.1565,0.78727,23.9598,285.2935,795.6431,4.96E-05,21.9809
4.421492755,5.1897,4.6435,101687.3116,40.0982,0.7606,26.3149,285.4073,819.029,4.96E-05,24.1034
4.323326176,5.1524,4.6204,101668.3858,41.111,0.6798,28.5478,285.499,837.9173,4.96E-05,26.2167
4.231475945,5.1175,4.6017,101647.0781,42.12,0.57031,30.7512,285.5629,852.2484,4.96E-05,28.4491
4.14094162,5.0831,4.5836,101623.2939,43.0613,0.45509,33.0087,285.5953,861.9665,4.96E-05,30.8919
4.078567682,5.0594,4.5734,101597.0427,43.916,0.34716,35.3089,285.6028,867.0333,4.96E-05,33.4304
4.071988152,5.0569,4.5808,101568.36,44.6759,0.25705,37.5987,285.5944,867.4148,4.96E-05,35.8752
4.142257526,5.0836,4.6147,101537.2813,45.3333,0.19531,39.807,285.5792,863.0767,4.96E-05,38.0184
4.29306034,5.1409,4.6781,101504.2727,45.8822,0.16801,41.8546,285.5646,854.0247,4.96E-05,39.7107
4.483340331,5.2132,4.7525,101471.5234,46.3243,0.16328,43.6914,285.5523,840.4234,4.96E-05,41.0614
4.664935343,5.2822,4.792,101441.653,46.6635,0.1648,45.3095,285.5423,822.4774,4.96E-05,42.2575
0.35,5.3315,4.7956,101417.2813,46.9034,0.15625,46.7307,285.535,800.3911,4.96E-05,43.493
0.4,5.3518,4.8049,101400.1221,47.0496,0.12606,47.9816,285.5304,774.3395,4.96E-05,44.9132
0.57,5.3561,4.7501,101388.2662,47.1136,0.081765,49.0282,285.5294,744.38,4.96E-05,46.4419
0.31,5.3621,4.675,101378.8983,47.1088,0.035646,49.7915,285.5328,710.5404,4.96E-05,47.9331
0.19,5.3859,4.6109,101369.2031,47.0484,0,50.1652,285.5416,672.8489,4.96E-05,49.2232
0.01,5.4375,4.5747,101357.187,46.9422,0,50.0805,285.5562,631.4115,4.96E-05,50.1884
-0.04,5.5071,4.5556,101344.1422,46.7861,0,49.6754,285.5761,586.6475,4.96E-05,50.9092
-0.04,5.5811,4.536,101332.1826,46.5724,0,49.1452,285.6001,539.0545,4.96E-05,51.5225
-0.21,5.6464,4.4978,101323.4219,46.2934,0,48.6825,285.6273,489.13,4.96E-05,52.1658
-0.32,5.6927,4.4286,101319.4257,45.9532,0,48.4221,285.6568,437.3345,4.96E-05,52.9222
-0.31,5.7184,4.3393,101319.5672,45.6027,0,48.276,285.6882,383.9807,4.96E-05,53.662
-0.32,5.7231,4.2473,101322.6711,45.3047,0,48.0952,285.721,329.3443,4.96E-05,54.2049
-0.33,5.706,4.1699,101327.5625,45.1216,0,47.7221,285.7549,273.7011,4.96E-05,54.3685
-0.27,5.6677,4.119,101333.2544,45.0758,0,46.9964,285.7892,217.7611,4.96E-05,54.007
-0.18,5.6147,4.0843,101339.513,45.027,0,45.7651,285.8223,163.9717,4.96E-05,53.1468
-0.1,5.5556,4.0513,101346.2923,44.7947,0,43.8662,285.852,115.2145,4.96E-05,51.8579
0.03,5.4995,4.0086,101353.5469,44.1982,0,41.1097,285.8763,74.3711,4.96E-05,50.216
0.12,5.4524,3.9527,101361.2348,43.1393,0,37.3646,285.8946,43.5813,4.96E-05,48.3006
