Power,100mspd,10mspd,Pre,Hum,Cloud,10mdir,Temp,Irra,Rain,100mdir
22.67494962,12.1254,10.7875,102893.4907,0.81481,0.77772,40.7785,275.3142,43.9497,0.0021884,41.4795
22.90602269,12.2132,10.8736,102896.2266,0.73125,0.80469,41.4549,275.3547,69.4044,0.0021896,42.0629
23.07656409,12.278,10.9376,102898.961,0.67606,0.8487,41.9964,275.4078,100.0843,0.0021908,42.5573
23.17473067,12.3153,10.9747,102901.7318,0.64185,0.90178,42.3928,275.4695,134.1334,0.0021919,42.9438
23.19789061,12.3241,10.9837,102904.5117,0.61587,0.95319,42.634,275.5353,169.3113,0.0021928,43.1972
23.14420165,12.3037,10.9634,102907.2734,0.58533,0.99219,42.7079,275.6006,203.3778,0.0021935,43.2907
23.01103198,12.2531,10.9131,102909.6088,0.54142,1,42.6126,275.6616,234.5081,0.0021937,43.2112
22.79311797,12.1703,10.8326,102909.5864,0.49104,1,42.396,275.7179,262.5406,0.0021937,43.0074
22.48493281,12.0532,10.7222,102904.8938,0.44505,1,42.1185,275.7693,287.7296,0.0021936,42.7429
22.08016016,11.8994,10.5818,102893.2188,0.41428,1,41.8417,275.8162,310.3292,0.0021935,42.4826
21.57669457,11.7081,10.4124,102872.9085,0.40548,1,41.6038,275.8588,330.5729,0.0021934,42.2662
20.99216917,11.486,10.2197,102844.9481,0.40897,1,41.3391,275.8986,348.6116,0.0021934,42.0236
20.3500071,11.242,10.0111,102810.9825,0.41096,1,40.9503,275.9373,364.5758,0.0021934,41.6509
19.67547375,10.9857,9.7944,102772.6563,0.39766,1,40.332,275.9768,378.5956,0.0021935,41.0351
18.99330814,10.7265,9.5771,102731.4816,0.36073,1,39.4017,276.0185,390.5348,0.0021934,40.0866
18.31614297,10.4692,9.3623,102688.4404,0.31355,1,38.2,276.063,399.1914,0.0021934,38.8474
17.65187368,10.2168,9.1513,102644.3822,0.27492,1,36.8049,276.1108,403.0968,0.0021934,37.4006
17.00471117,9.9709,8.9442,102600.1563,0.26366,1,35.3026,276.1622,400.7822,0.0021935,35.8386
16.39149903,9.7379,8.7458,102556.6411,0.29266,1,33.7723,276.2179,391.6302,0.0021937,34.2469
15.89303388,9.5485,8.5824,102514.8321,0.3511,1,32.2474,276.2801,378.4271,0.0021938,32.6558
15.60642958,9.4396,8.4856,102475.7535,0.42223,1,30.7697,276.3509,364.8105,0.0021938,31.1035
15.62748407,9.4476,8.4868,102440.4297,0.48933,1,29.4039,276.4328,354.4178,0.0021935,29.6528
15.99646408,9.5878,8.5988,102409.5516,0.54243,1,28.2006,276.5263,349.5262,0.0021926,28.3564
16.53703822,9.7932,8.7634,102382.4763,0.59882,1,27.0877,276.6251,346.9722,0.0021915,27.1493
17.02444976,9.9784,8.9059,102358.2272,0.68255,1,25.9324,276.7212,342.2319,0.0021905,25.9032
17.23894242,10.0599,8.9539,102335.8281,0.81771,1,24.5705,276.8065,330.7817,0.0021896,24.4558
17.03892472,9.9839,8.861,102314.4575,1.0185,0.99788,22.9197,276.8804,309.774,0.0021893,22.7265
16.55993498,9.8019,8.6754,102293.9142,1.2594,0.99836,21.3926,276.972,283.0673,0.0021893,21.1352
15.98093639,9.5819,8.4612,102274.1521,1.5054,1,20.6115,277.1175,256.196,0.0021894,20.3086
15.47562853,9.3899,8.2802,102255.125,1.7212,1,21.3015,277.3536,234.695,0.0021896,20.9727
15.22534323,9.2948,8.1958,102237.0155,1.8832,1,23.9062,277.697,222.182,0.0021897,23.5748
15.29771806,9.3223,8.2272,102220.9215,2.0145,0.99896,27.5344,278.0866,214.6071,0.0021897,27.228
15.64590675,9.4546,8.3534,102208.1694,2.1501,0.99892,30.9231,278.4417,206.0039,0.0021897,30.6677
16.10884244,9.6305,8.5161,102200.0859,2.3248,1,32.9211,278.6816,190.4055,0.0021896,32.7289
11.55,9.7816,8.6523,102197.3882,2.5708,1,32.879,278.7533,163.7801,0.0021897,32.7457
11.83,9.9,8.7538,102198.3559,2.9096,1,31.5292,278.7139,129.8338,0.0021897,31.4482
12.08,9.9959,8.8287,102200.6593,3.36,1,29.8711,278.6483,94.2076,0.0021897,29.8401
10.73,10.0666,8.8728,102201.9688,3.9408,1,28.8582,278.6414,62.5422,0.0021896,28.8782
10.44,10.1033,8.8778,102200.6393,4.6546,1,29.1777,278.7551,39.22,0.0021895,29.242
13.3,10.1176,8.8598,102197.7654,5.4397,1,30.5247,278.9609,23.5882,0.0021893,30.6002
12.87,10.1271,8.8427,102195.1259,6.2179,1,32.3488,279.2074,13.7357,0.0021893,32.3793
11,10.1412,8.8434,102194.5,6.9113,1,34.0848,279.4434,7.7511,0.0021896,34.0049
14.3,10.158,8.8661,102197.1639,7.468,1,35.2633,279.6273,3.9701,0.0021903,35.0194
14.04,10.1728,8.8997,102202.3824,7.9407,1,35.8412,279.7573,1.7161,0.0021905,35.4343
15.5,10.1841,8.9328,102208.9176,8.4082,1,35.8885,279.8416,0.55966,0.0021908,35.3775
15.05,10.1929,8.9565,102215.5313,8.9492,1,35.4755,279.8882,0,0.0021896,34.9754
13.98,10.2029,8.9677,102221.1687,9.6207,1,34.6912,279.9061,0,0.0021872,34.3524
17.08,10.2258,8.9802,102225.5085,10.3923,1,33.7144,279.9081,0,0.0021852,33.6301
18.65,10.2741,9.0102,102228.4124,11.2116,1,32.7512,279.9079,0,0.0021853,32.9316
19.27,10.3594,9.072,102229.7422,12.0264,1,32.0114,279.919,0,0.0021896,32.3815
19.89,10.4772,9.1644,102229.339,12.7886,1,31.6011,279.951,0,0.0021986,32.0284
21.96,10.5617,9.2308,102226.9613,13.4673,1,31.2193,279.9961,0,0.0022068,31.629
24.78,10.5332,9.2024,102222.3471,14.0359,1,30.4619,280.0425,0,0.0022074,30.863
22.68,10.3161,9.0147,102215.2344,14.4677,1,28.8812,280.0782,0,0.0021935,29.3672
23.75,9.8851,8.6487,102205.6137,14.7334,1,26.088,280.0934,0,0.0021634,26.816
25.63,9.3813,8.2274,102194.4871,14.7936,1,22.4161,280.0872,0,0.0021613,23.4873
14.36763578,8.9689,7.8897,102183.1091,14.6062,1,18.6563,280.0606,0,0.0021401,20.0626
13.87785561,8.7828,7.7416,102172.7344,14.1291,1,15.9716,280.0147,0,0.0021973,17.5788
23.21,8.8811,7.8225,102164.0097,13.4342,1,15.2557,279.9528,0,0.0023141,16.8497
22.1,9.1105,8.0045,102155.15,13.0488,1,15.5658,279.8873,0,0.0024168,17.0058
18.76,9.2731,8.1254,102143.7622,13.6142,1,15.5133,279.8328,0,0.0024116,16.7627
19.44,9.1775,8.0273,102127.4531,15.7719,1,13.7526,279.8041,0,0.0022049,14.8703
16.69,8.7388,7.6424,102105.008,19.8504,1,9.0877,279.8107,0,0.0017432,10.1982
14.48,8.1827,7.165,102079.9246,24.9289,1,1.9387,279.8426,0,0.0011337,3.1336
14.42,7.7531,6.8016,102056.8789,29.7736,1,353.8119,279.8848,0,0.0005238,355.1281
13.77,7.5574,6.635,102040.5469,33.1511,1,347.2266,279.9223,0,6.10E-05,348.6753
15.49,7.5532,6.6175,102033.9188,34.2082,1,344.4222,279.9452,0,0,346.0244
17.1,7.6329,6.6603,102033.2415,33.6135,1,344.6373,279.9644,0,0,346.3854
17.74,7.7376,6.7226,102033.0763,32.4161,1,346.2253,279.9958,0,0,348.0632
17.12,7.8111,6.7691,102027.9844,31.6652,1,347.5679,280.0554,0,6.10E-05,349.4224
16.31,7.7993,6.7623,102014.0768,32.1699,0.8977,347.4726,280.1534,0,0.00011687,349.2834
15.48,7.7265,6.7155,101993.6641,33.7806,0.76189,346.1668,280.2761,0,0.0001072,347.8908
10.87443202,7.6416,6.6587,101970.6069,36.1075,0.62404,344.217,280.4041,0,9.19E-05,345.8266
10.73152464,7.5873,6.6177,101948.7656,38.7609,0.51563,342.2212,280.5181,0,6.10E-05,343.7218
10.73126146,7.5872,6.6039,101931.1269,41.4056,0.46156,340.7011,280.6033,0,4.61E-05,342.1403
10.83969211,7.6284,6.6042,101917.1821,43.9234,0.46052,339.7203,280.6637,0,4.84E-05,341.1486
11.00944397,7.6929,6.6023,101905.5486,46.2505,0.50461,339.2105,280.7078,0,5.28E-05,340.6618
16.47,7.765,6.5834,101894.8438,48.3233,0.58594,339.0977,280.7444,0,6.10E-05,340.5822
11.369739,7.8298,6.5367,101884.0588,50.0893,0.69465,339.3035,280.7803,0,6.50E-05,340.8062
11.47948555,7.8715,6.4627,101873.6797,51.542,0.81303,339.7284,280.8144,0,6.43E-05,341.2206
11.48448599,7.8734,6.3644,101864.5662,52.6863,0.92137,340.2671,280.844,0,6.32E-05,341.7169
11.34026271,7.8186,6.2447,101857.5781,53.5271,1,340.8105,280.8662,0,6.10E-05,342.1936
11.01839213,7.6963,6.1064,101853.3702,54.0758,1,341.2554,280.8804,0,6.00E-05,342.5672
10.55808825,7.5214,5.9552,101851.7778,54.3696,1,341.545,280.8955,0,6.01E-05,342.8128
10.01619821,7.3155,5.7971,101852.4313,54.4524,1,341.6286,280.9222,0,6.04E-05,342.912
9.449832314,7.1003,5.6386,101854.9609,54.3679,1,341.4478,280.9717,0,6.10E-05,342.8388
13.79,6.8945,5.4849,101858.9812,54.1605,1,340.9823,281.0508,0,6.13E-05,342.5936
13.45,6.7035,5.335,101864.042,53.8766,1,340.3966,281.1498,0,6.13E-05,342.3072
7.946278252,6.529,5.1859,101869.6776,53.5634,1,339.9211,281.2551,0,6.12E-05,342.1597
7.534926073,6.3727,5.0339,101875.4219,53.2679,1,339.813,281.3528,0,6.10E-05,342.3503
7.179368304,6.2376,4.8787,101880.8363,53.0258,1,340.2759,281.4327,0,6.10E-05,343.0235
6.895658995,6.1298,4.7331,101885.5921,52.8269,1,341.1847,281.4986,0,6.10E-05,344.0443
13.54,6.0555,4.6132,101889.3878,52.6496,1,342.2936,281.5575,0,6.10E-05,345.1831
6.603527889,6.0188,4.5337,101891.9219,52.4722,1,343.3097,281.6167,0.42667,6.10E-05,346.1895
13.05,6.0178,4.5003,101893.0395,52.2735,1,343.9645,281.683,6.4918,6.10E-05,346.8565
13.78,6.0319,4.4901,101893.1715,52.0343,1,344.2243,281.7615,16.0608,6.10E-05,347.187
11.91,6.0365,4.4734,101892.8956,51.7359,1,344.1331,281.857,29.0484,6.10E-05,347.246
11.48,6.0075,4.4211,101892.7891,51.3596,1,343.7357,281.9742,45.3689,6.10E-05,347.0988
11.04,5.9248,4.3125,101893.2615,50.896,1,343.0895,282.1162,65.0317,6.10E-05,346.811
9.61,5.7829,4.1588,101894.0508,50.3733,1,342.3683,282.2785,88.4252,6.10E-05,346.4673
8.48,5.5796,3.9788,101894.7268,49.8293,1,341.8081,282.4551,116.0328,6.10E-05,346.1617
6.95,5.3125,3.7904,101894.8594,49.3017,1,341.7035,282.6396,148.3378,6.10E-05,346.0029
6.45,4.9859,3.6095,101893.9717,48.8243,0.92559,342.3212,282.8268,185.3016,6.10E-05,346.0961
4.92,4.6303,3.4433,101891.3996,48.4152,0.82242,343.5606,283.0148,224.7983,6.10E-05,346.4402
3.77,4.2833,3.2964,101886.4325,48.0889,0.70844,345.1712,283.2028,264.1804,6.10E-05,346.996
4.29,3.982,3.1723,101878.3594,47.8596,0.60156,346.8341,283.3897,300.8,6.10E-05,347.6912
6.22,3.7526,3.0696,101866.5726,47.7341,0.51639,348.2701,283.5748,333.0931,6.10E-05,348.4352
4.66,3.5778,2.9763,101850.877,47.6883,0.45421,349.5959,283.7578,363.8303,6.10E-05,349.2588
3.31,3.4298,2.8791,101831.1804,47.6908,0.41297,351.0806,283.9386,396.8657,6.10E-05,350.2574
1.71,3.2812,2.7663,101807.3906,47.7099,0.39063,353.0599,284.1171,436.0533,6.10E-05,351.5694
1.03,3.1134,2.6342,101779.71,47.7212,0.3836,355.9475,284.292,483.4325,6.10E-05,353.431
0,2.941,2.5047,101749.5181,47.7286,0.38221,0.1485,284.4576,533.7825,6.10E-05,356.2858
-0.3,2.7924,2.4114,101718.4891,47.7433,0.37526,5.9672,284.6071,580.068,6.10E-05,0.65125
-0.32,2.7056,2.3946,101688.2969,47.7763,0.35156,13.3631,284.7336,615.2534,6.10E-05,6.9299
-0.32,2.726,2.49,101660.1234,47.8295,0.30372,21.69,284.8311,634.1393,6.10E-05,14.9833
-0.37,2.8829,2.7026,101633.1823,47.8675,0.23961,29.9908,284.8965,638.8708,6.10E-05,23.7104
-0.39,3.1841,3.0227,101606.1949,47.8455,0.17093,37.5872,284.9275,633.4291,6.10E-05,31.7975
-0.39,3.6181,3.4357,101577.8828,47.7187,0.10938,44.2387,284.9218,621.7955,6.10E-05,38.415
-0.38,4.1453,3.9115,101547.5399,47.454,0.064128,49.9976,284.8801,607.5483,6.10E-05,43.4779
-0.39,4.6572,4.3595,101516.7498,47.0633,0.034349,55.1495,284.8158,592.6544,6.10E-05,47.7667
-0.35,5.0439,4.6795,101487.6688,46.5702,0.016693,60.2851,284.7453,578.6777,6.10E-05,52.2542
-0.38,5.2178,4.7845,101462.4531,45.9982,0.0078125,66.2459,284.6849,567.1823,6.10E-05,57.9944
-0.39,5.128,4.6534,101442.9189,45.3799,0.0045899,73.9718,284.6469,558.8099,6.10E-05,65.9876
-0.38,5.0606,4.4323,101429.5226,44.7846,0.0048278,83.0789,284.627,550.5136,6.10E-05,75.5647
-0.38,5.0117,4.2466,101422.3806,44.2905,0.006558,91.8938,284.6169,538.3245,6.10E-05,84.8299
-0.38,5.0269,4.125,101421.6094,43.9761,0.0078125,97.7166,284.608,518.2733,6.10E-05,91.2855
-0.33,5.0404,4.0373,101426.9191,43.9085,0.0071122,98.2693,284.5941,487.5401,6.10E-05,93.2008
-0.27,5.0289,3.9765,101436.3952,44.1106,0.0049332,94.7593,284.5765,447.9004,6.10E-05,91.7775
-0.26,5.0196,3.9683,101447.7166,44.594,0.0022408,89.5618,284.5585,402.279,6.10E-05,88.8704
-0.3,5.0302,4.0035,101458.5625,45.3706,0,85.2405,284.5436,353.6006,6.10E-05,86.3665
-0.3,5.0487,4.0302,101467.2701,46.4395,0,83.5193,284.5334,304.3803,6.10E-05,85.6137
-0.31,5.0436,4.0135,101474.8089,47.7507,0,83.3182,284.5225,255.4963,6.10E-05,85.765
-0.29,4.9855,3.9378,101482.8065,49.2413,0,82.9349,284.5041,207.4172,6.10E-05,85.4385
-0.33,4.8496,3.7936,101492.8906,50.8488,0,80.5518,284.471,160.6117,6.10E-05,83.1676
-0.27,4.6493,3.6048,101506.3106,52.5174,0,74.5503,284.4196,115.8883,6.10E-05,77.6937
0.13,4.4637,3.4492,101522.8028,54.219,0,65.6138,284.3589,75.4156,6.10E-05,69.6892
0.82,4.3483,3.3793,101541.7257,55.9321,0,55.7136,284.3014,41.7024,6.10E-05,60.7947
1.46,4.2821,3.3709,101562.4375,57.6355,0,47.2493,284.2597,17.2572,6.10E-05,52.9969
1.36,4.1935,3.3498,101584.2006,59.2904,0,41.7329,284.2427,3.618,6.10E-05,47.6541
0.84,4.0824,3.3055,101605.8938,60.7884,0,38.3824,284.2456,0,6.10E-05,44.111
0.83,4.0013,3.2759,101626.3003,62.0036,0,36.0829,284.2602,0,6.10E-05,41.3741
1.16,4.0227,3.3161,101644.2031,62.8101,0,33.8465,284.2783,0,6.10E-05,38.5608
0.87,4.2048,3.469,101658.8264,63.1417,0.002026,31.067,284.2925,0,6.10E-05,35.1969
1.1,4.5024,3.6945,101671.159,63.1708,0.0045288,28.0696,284.2986,0,6.10E-05,31.7218
0.77,4.8382,3.928,101682.6308,63.1296,0.0067204,25.16,284.2935,0,6.10E-05,28.4953
0.56,5.1315,4.1027,101694.6719,63.2501,0.0078125,22.3938,284.2738,0,6.10E-05,25.583
0.31,5.3156,4.1659,101708.2558,63.7276,0.0080992,19.6673,284.2381,0,6.12E-05,22.9017
0.53,5.3828,4.1241,101722.5308,64.6097,0.012204,16.8759,284.1922,0,6.13E-05,20.4413
0.29,5.3384,3.9984,101736.1889,65.9069,0.025831,13.9659,284.1436,0,6.13E-05,18.2557
0.13,5.1858,3.8089,101747.9219,67.6301,0.054688,10.9242,284.1001,0,6.10E-05,16.4446
0.37,4.9338,3.5758,101756.7348,69.7564,0.10242,7.7394,284.0675,0,6.05E-05,15.086
0.48,4.618,3.3255,101762.8856,72.1292,0.16443,4.269,284.0456,0,6.01E-05,13.9801
0.44,4.283,3.0868,101766.9451,74.5582,0.23407,0.38205,284.0324,0,6.00E-05,12.8473
0.44,3.9752,2.8895,101769.4844,76.8535,0.30469,47.6397,284.0261,0,6.10E-05,11.3733
0.98,3.7484,2.7647,101771.4064,78.8434,0.36861,47.6397,284.0249,0,6.31E-05,9.4638
1.56,3.6748,2.7442,101774.9423,80.4312,0.41406,62.7685,284.0284,0,6.49E-05,8.1423
2.62,3.8268,2.8552,101782.6556,81.5384,0.42827,76.2477,284.036,0,6.47E-05,8.7708
4.27,4.2878,3.1609,101797.1094,82.0868,0.39844,82.2817,284.0475,0,6.10E-05,12.0154
4.66,5.1199,3.7587,101819.655,82.0481,0.31854,6.6213,284.0622,0,5.28E-05,16.942
4.66,6.1866,4.6007,101846.7953,81.5932,0.2096,14.9178,284.0783,0,4.20E-05,21.3669
3.8,7.2654,5.5142,101873.8212,80.9433,0.099366,20.6581,284.0941,0,3.11E-05,24.4597
2.13,8.1166,6.2862,101896.0234,80.3192,0.015625,24.0279,284.1075,0,2.29E-05,26.2056
2.33,8.5603,6.7496,101909.9458,79.9024,0,25.5364,284.1164,0,1.92E-05,26.7802
2.05,8.6665,6.9363,101917.1431,79.7157,0,25.9441,284.1176,0,1.91E-05,26.6256
13.32070106,8.5711,6.9352,101920.4232,79.7426,0.0028822,25.7472,284.1079,0,2.08E-05,26.0804
12.89776891,8.4104,6.8384,101922.5938,79.9665,0.03125,25.2967,284.0839,0,2.29E-05,25.4381
12.59274192,8.2945,6.7265,101925.8235,80.3744,0.053226,24.8975,284.0441,0,2.39E-05,24.9833
12.43693867,8.2353,6.6345,101929.725,80.9677,0.074592,24.7125,283.9944,0,2.38E-05,24.8294
12.39851422,8.2207,6.5861,101933.2718,81.7514,0.10554,24.8714,283.9424,0,2.34E-05,25.0323
12.44878182,8.2398,6.6058,101935.4375,82.7308,0.15625,25.4951,283.8957,0,2.29E-05,25.6372
2.36,8.284,6.7092,101935.5654,83.8912,0.23236,26.6201,283.8591,0,2.26E-05,26.6481
3.95,8.3502,6.8708,101934.4775,85.1405,0.32126,28.051,283.8264,0,2.26E-05,27.9292
5.01,8.4358,7.0536,101933.3658,86.3669,0.40578,29.5669,283.7885,0,2.27E-05,29.3127
6,8.5358,7.2182,101933.4219,87.4584,0.46875,30.9955,283.7365,0,2.29E-05,30.638
6.89,8.6435,7.3332,101935.5417,88.327,0.49938,32.2304,283.6648,0,2.29E-05,31.7798
7.23,8.7526,7.4055,101939.4372,88.9782,0.51242,33.2626,283.5835,0,2.29E-05,32.7198
7.41,8.8569,7.4518,101944.5242,89.4415,0.52902,34.0891,283.5061,0,2.29E-05,33.4675
8.4,8.9508,7.489,101950.2188,89.7461,0.57031,34.6946,283.4461,0,2.29E-05,34.0331
7.66,9.0295,7.5299,101956.1762,89.9038,0.6505,35.0639,283.4138,0,2.29E-05,34.4259
11.76,9.0906,7.5714,101963.0092,89.8555,0.75601,35.2119,283.406,0,2.29E-05,34.6506
11.59,9.1327,7.6064,101971.5701,89.525,0.86632,35.1621,283.4159,0,2.29E-05,34.709
10.32,9.1544,7.6281,101982.7109,88.8356,0.96094,34.9367,283.437,0,2.29E-05,34.601
12.28,9.1588,7.634,101996.9747,87.7535,1,34.5896,283.4623,0,2.29E-05,34.3603
12.53,9.1646,7.6376,102013.6676,86.4151,1,34.3109,283.4845,0,2.29E-05,34.1632
9.95,9.194,7.6557,102031.7864,84.9994,1,34.3264,283.4961,0,2.29E-05,34.2224
9.78,9.2699,7.7057,102050.3281,83.6854,1,34.8573,283.4895,0,2.29E-05,34.7447
10.4,9.4065,7.7997,102068.4675,82.6034,0.92637,36.0093,283.461,0,2.29E-05,35.8274
9.17,9.5755,7.9209,102086.0909,81.6897,0.82532,37.4892,283.4225,0,2.29E-05,37.2023
7,9.7341,8.0416,102103.2626,80.8319,0.70223,38.9349,283.3896,0,2.29E-05,38.5452
5.43,9.835,8.1296,102120.0469,79.9176,0.5625,40.0245,283.3782,0.56889,2.29E-05,39.5752
16.66941835,9.8435,8.1606,102136.6,78.882,0.41311,40.5427,283.3986,5.2388,2.29E-05,40.1063
16.52177371,9.7874,8.1541,102153.4464,77.8513,0.26741,40.5901,283.4393,15.0805,2.29E-05,40.224
16.32280874,9.7118,8.1422,102171.2024,76.9991,0.14034,40.3323,283.4836,32.8131,2.29E-05,40.0658
16.19306042,9.6625,8.1578,102190.4844,76.4992,0.046875,39.9344,283.5148,61.1556,2.29E-05,39.7688
16.22911624,9.6762,8.2262,102211.6359,76.4614,0,39.5679,283.5193,101.6481,2.29E-05,39.4793
16.43202893,9.7533,8.3442,102233.9087,76.7395,0,39.4003,283.4965,151.1151,2.29E-05,39.349
4.87,9.885,8.5014,102256.2819,77.1235,0,39.5844,283.4487,205.2024,2.29E-05,39.5213
17.24868012,10.0636,8.6885,102277.7344,77.4033,0.023438,40.2538,283.3786,259.5555,2.29E-05,40.1242
7.67,10.2833,8.8987,102297.1744,77.4153,0.052583,41.4637,283.2887,310.5978,2.29E-05,41.2162
8.3,10.5397,9.1282,102313.2273,77.1811,0.080896,43.0243,283.1818,357.8633,2.29E-05,42.6426
8.21,10.8269,9.3717,102324.4478,76.7686,0.10587,44.7055,283.0608,401.6637,2.29E-05,44.2104
20.07103506,11.136,9.6203,102329.3906,76.2457,0.125,46.3041,282.9285,442.3108,2.29E-05,45.7472
20.89689759,11.4498,9.8589,102327.1346,75.6274,0.13677,47.6812,282.7888,480.0556,2.29E-05,47.1311
21.63143625,11.7289,10.0598,102318.8559,74.7163,0.14362,48.8661,282.6491,514.9063,2.29E-05,48.3667
22.15753542,11.9288,10.1929,102306.2546,73.2622,0.14897,49.9321,282.5176,546.8104,2.29E-05,49.4993
22.36071129,12.006,10.2294,102291.0313,71.0147,0.15625,50.9557,282.4028,575.7156,2.29E-05,50.584
22.17595811,11.9358,10.1551,102274.6604,67.8698,0.16718,52.003,282.3108,601.5721,2.29E-05,51.6722
21.73434009,11.768,10.0114,102257.7145,64.3093,0.17666,53.07,282.2396,624.3419,2.29E-05,52.7592
10.63,11.5702,9.8533,102240.5402,60.9614,0.17789,54.114,282.185,643.9896,2.29E-05,53.8033
13.21,11.4091,9.7352,102223.4844,58.4544,0.16406,55.0666,282.1429,660.48,2.29E-05,54.7345
16.76,11.338,9.6992,102206.8732,57.1696,0.13128,55.8656,282.1089,673.7759,2.29E-05,55.4918
21.71,11.3595,9.7426,102190.9511,56.5016,0.08725,56.5611,282.0773,683.8328,2.29E-05,56.1404
23.19,11.4649,9.8521,102175.9422,55.5982,0.04256,57.2397,282.0424,690.6044,2.29E-05,56.7851
25.8,11.6463,10.0153,102162.0703,53.6071,0.0078125,57.9896,281.9982,694.0444,2.29E-05,57.5307
26.97,11.8947,10.22,102149.5425,49.9643,0,58.8635,281.9429,693.9312,2.29E-05,58.4358
27.95,12.192,10.4525,102138.4975,45.2586,0,59.7851,281.8905,689.3416,2.29E-05,59.4008
26.85,12.5165,10.6978,102129.0574,40.3669,0,60.6577,281.8591,679.1774,2.29E-05,60.302
28,12.8449,10.9398,102121.3438,36.1664,0,61.3979,281.8665,662.34,2.29E-05,61.0348
29.6,13.157,11.165,102115.4403,33.3515,0,61.9505,281.9251,638.1885,2.29E-05,61.5343
30.78,13.4496,11.3732,102111.2774,31.8865,0,62.3314,282.0237,607.9105,2.29E-05,61.8377
32.57,13.7242,11.5682,102108.7473,31.5534,0,62.5696,282.1457,573.1514,2.29E-05,62.0001
32.47,13.9826,11.7536,102107.7422,32.1341,0,62.6906,282.274,535.5561,2.29E-05,62.0713
33.68,14.2255,11.931,102108.1978,33.4089,0,62.7111,282.3948,496.4236,2.29E-05,62.0832
32.35,14.4472,12.0914,102110.2248,35.1529,0,62.6206,282.5049,455.6681,2.29E-05,62.0138
30.53,14.6406,12.2234,102113.9773,37.1393,0,62.4018,282.6043,412.8576,2.29E-05,61.8288
29.71109837,14.7989,12.3156,102119.6094,39.1415,0,62.0356,282.6927,367.56,2.29E-05,61.4943
28.88,14.9208,12.3636,102127.1281,40.9791,0.0018002,61.5155,282.7694,319.6194,2.29E-05,60.9937
28.54,15.0253,12.3877,102135.9513,42.6558,0.0031728,60.8947,282.8315,269.9835,2.29E-05,60.3822
26.62,15.1361,12.4142,102145.3496,44.2216,0.002959,60.2443,282.8753,219.8763,2.29E-05,59.7333
27.18,15.276,12.4689,102154.5938,45.7263,0,59.6398,282.8976,170.5217,2.29E-05,59.1225
26.2,15.4582,12.5684,102163.2673,47.186,0,59.1325,282.897,123.3647,2.29E-05,58.5999
25.2,15.6614,12.6962,102172.2055,48.4812,0.0017144,58.6639,282.8806,80.7357,2.29E-05,58.1111
32.49371295,15.8562,12.828,102182.5565,49.4586,0.032262,58.1472,282.8577,45.1864,2.29E-05,57.5756
32.90901285,16.014,12.9404,102195.4688,49.9647,0.10156,57.4949,282.8377,19.2683,2.29E-05,56.9127
33.17166766,16.1138,13.0162,102211.7369,49.931,0.21682,56.6294,282.8264,4.547,2.29E-05,56.0495
33.29746827,16.1616,13.0607,102230.7425,49.6267,0.35716,55.5178,282.8158,0,2.29E-05,54.9507
33.32273366,16.1712,13.0853,102251.5136,49.4059,0.4947,54.1388,282.7944,0,2.29E-05,53.5895
33.2872042,16.1577,13.103,102273.0781,49.6225,0.60156,52.4728,282.7507,0,2.29E-05,51.9397
33.22140891,16.1327,13.1226,102294.5611,50.472,0.65718,50.5344,282.6764,0,2.29E-05,50.0094
33.0956083,16.0849,13.1312,102315.4749,51.5157,0.67024,48.4567,282.5758,0,2.29E-05,47.9361
32.84900754,15.9912,13.1063,102335.4285,52.1565,0.65678,46.3899,282.4562,0,2.29E-05,45.8806
32.40528408,15.8226,13.0203,102354.0313,51.7971,0.63281,44.4696,282.3252,0,2.29E-05,43.9938
31.70469578,15.5564,12.8521,102370.9051,50.0141,0.612,42.7945,282.1893,0,2.29E-05,42.388
26.97,15.2176,12.62,102385.7233,47.0785,0.59859,41.3626,282.0519,0,2.29E-05,41.0477
29.18,14.8452,12.3535,102398.172,43.435,0.59448,40.1646,281.9155,0,2.29E-05,39.9416
28.09,14.4798,12.0831,102407.9375,39.5281,0.60156,39.2081,281.7826,0,2.29E-05,39.0529
30.55,14.1562,11.8359,102414.9342,35.7482,0.62066,38.5023,281.6546,0,2.27E-05,38.371
29.39,13.8826,11.6244,102419.9896,32.2679,0.64829,38.0149,281.5289,0,2.26E-05,37.8749
32.38,13.6612,11.458,102424.1595,29.2054,0.6799,37.6977,281.4017,0,2.25E-05,37.5351
30.98,13.4947,11.3468,102428.5,26.6789,0.71094,37.4965,281.2691,0,2.29E-05,37.317
31.94,13.3808,11.2943,102433.9208,24.7557,0.73483,37.3672,281.1287,0,2.37E-05,37.191
30.01,13.2953,11.2757,102440.7482,23.2989,0.73696,37.3219,280.9828,0,2.44E-05,37.1632
31.7,13.209,11.2591,102449.1625,22.1207,0.70069,37.3852,280.835,0,2.44E-05,37.2482
32.33,13.0925,11.2128,102459.3438,21.0333,0.60938,37.5822,280.689,0,2.29E-05,37.4614
33.06,12.928,11.1159,102471.1755,19.8769,0.45637,37.9113,280.5472,0,1.96E-05,37.7941
30.56,12.7416,10.9898,102483.3535,18.6041,0.27496,38.2491,280.4075,0,1.53E-05,38.1276
30.98,12.5703,10.8659,102494.2766,17.1955,0.10841,38.4333,280.2668,0,1.09E-05,38.3052
30.31,12.4505,10.7755,102502.3438,15.6317,0,38.2922,280.1217,0,7.63E-06,38.1604
